Gene,RRquadrant,Sample
Col4a6,upup,neuron_cluster_10
Slc6a20a,upup,neuron_cluster_10
Alox5,upup,neuron_cluster_10
F5,upup,neuron_cluster_10
Bace2,upup,neuron_cluster_10
Capn3,upup,neuron_cluster_10
Khdrbs2,upup,neuron_cluster_10
Tgfbr2,upup,neuron_cluster_10
Prrx1,upup,neuron_cluster_10
1810059C17Rik,upup,neuron_cluster_10
Rbpms,upup,neuron_cluster_10
Ddo,upup,neuron_cluster_10
Lrrc36,upup,neuron_cluster_10
Slc7a15,upup,neuron_cluster_10
Gm4128,upup,neuron_cluster_10
Pdgfd,upup,neuron_cluster_10
Tnfaip8,upup,neuron_cluster_10
Ptgds,upup,neuron_cluster_10
Atp10a,upup,neuron_cluster_10
Slc7a1,upup,neuron_cluster_10
F3,upup,neuron_cluster_10
Rora,upup,neuron_cluster_10
Ldlrad4,upup,neuron_cluster_10
Phlpp1,upup,neuron_cluster_10
Gm13187,upup,neuron_cluster_10
Gm20713,upup,neuron_cluster_10
Pde10a,upup,neuron_cluster_10
Slc2a13,upup,neuron_cluster_10
Prex2,upup,neuron_cluster_10
Gab1,upup,neuron_cluster_10
Mast4,upup,neuron_cluster_10
Zfp521,upup,neuron_cluster_10
Rorb,upup,neuron_cluster_10
Pard3b,upup,neuron_cluster_10
Tox,upup,neuron_cluster_10
Gm15398,upup,neuron_cluster_10
Plekhg1,upup,neuron_cluster_10
Dlc1,upup,neuron_cluster_10
Hs3st5,upup,neuron_cluster_10
Ptprj,upup,neuron_cluster_10
Thsd7b,upup,neuron_cluster_10
Mcc,upup,neuron_cluster_10
Sv2c,upup,neuron_cluster_10
Gm20658,upup,neuron_cluster_10
Egfem1,upup,neuron_cluster_10
Ptch1,upup,neuron_cluster_10
Paqr8,upup,neuron_cluster_10
Mmd2,upup,neuron_cluster_10
Pbx1,upup,neuron_cluster_10
Kcna1,upup,neuron_cluster_10
Gm5535,upup,neuron_cluster_10
Itga9,upup,neuron_cluster_10
Nr3c2,upup,neuron_cluster_10
Thsd7a,upup,neuron_cluster_10
Spag16,upup,neuron_cluster_10
Rgs7,upup,neuron_cluster_10
Sorcs3,upup,neuron_cluster_10
Agtr1a,upup,neuron_cluster_10
Ralyl,upup,neuron_cluster_10
Gm20754,upup,neuron_cluster_10
Trhde,upup,neuron_cluster_10
Aldh1a1,upup,neuron_cluster_10
Cntn3,upup,neuron_cluster_10
Nrg1,upup,neuron_cluster_10
1110019D14Rik,upup,neuron_cluster_10
Gm15261,upup,neuron_cluster_10
Qk,upup,neuron_cluster_10
Ccser1,upup,neuron_cluster_10
Adgrv1,upup,neuron_cluster_10
Mgat4c,upup,neuron_cluster_10
Unc5c,upup,neuron_cluster_10
Stk32a,upup,neuron_cluster_10
Arhgap6,upup,neuron_cluster_10
Gm973,upup,neuron_cluster_10
Nell1,upup,neuron_cluster_10
Prr5l,upup,neuron_cluster_10
Tspan2,upup,neuron_cluster_10
Fgf13,upup,neuron_cluster_10
Agbl4,upup,neuron_cluster_10
Svil,upup,neuron_cluster_10
Adamtsl1,upup,neuron_cluster_10
Pde8b,upup,neuron_cluster_10
Nell1os,upup,neuron_cluster_10
Gm11266,upup,neuron_cluster_10
Spon1,upup,neuron_cluster_10
Arap2,upup,neuron_cluster_10
Gm21798,upup,neuron_cluster_10
Gm29683,upup,neuron_cluster_10
Myo1d,upup,neuron_cluster_10
Sorcs2,upup,neuron_cluster_10
Ctnnd2,upup,neuron_cluster_10
Kcnab1,upup,neuron_cluster_10
Slit2,upup,neuron_cluster_10
Ccnd3,upup,neuron_cluster_10
Fam155a,upup,neuron_cluster_10
Trf,upup,neuron_cluster_10
Pcdh15,upup,neuron_cluster_10
Pcdh9,upup,neuron_cluster_10
Cadps2,upup,neuron_cluster_10
Atp8b5,upup,neuron_cluster_10
3300002A11Rik,upup,neuron_cluster_10
Hdac8,upup,neuron_cluster_10
Cdh13,upup,neuron_cluster_10
Lrmda,upup,neuron_cluster_10
Cdh20,upup,neuron_cluster_10
Kitl,upup,neuron_cluster_10
Galnt17,upup,neuron_cluster_10
Mir9-3hg,upup,neuron_cluster_10
Mannr,upup,neuron_cluster_10
Apod,upup,neuron_cluster_10
C230024C17Rik,upup,neuron_cluster_10
Lypd6,upup,neuron_cluster_10
Pak7,upup,neuron_cluster_10
Cobll1,upup,neuron_cluster_10
Wwox,upup,neuron_cluster_10
Gm26936,upup,neuron_cluster_10
Fgf14,upup,neuron_cluster_10
Wdr17,upup,neuron_cluster_10
Rbms3,upup,neuron_cluster_10
Nrxn1,upup,neuron_cluster_10
Lpar1,upup,neuron_cluster_10
Mdga2,upup,neuron_cluster_10
Sox5os4,upup,neuron_cluster_10
Sema5a,upup,neuron_cluster_10
Dach2,upup,neuron_cluster_10
B230323A14Rik,upup,neuron_cluster_10
Galntl6,upup,neuron_cluster_10
Gria4,upup,neuron_cluster_10
Thsd4,upup,neuron_cluster_10
Adcy2,upup,neuron_cluster_10
Slc4a4,upup,neuron_cluster_10
Elavl2,upup,neuron_cluster_10
Lhfpl3,upup,neuron_cluster_10
Plekhh1,upup,neuron_cluster_10
Ldb2,upup,neuron_cluster_10
Pdzrn4,upup,neuron_cluster_10
Kcnq3,upup,neuron_cluster_10
Lrig1,upup,neuron_cluster_10
Slit3,upup,neuron_cluster_10
Gm13481,upup,neuron_cluster_10
Lhfp,upup,neuron_cluster_10
Nnat,upup,neuron_cluster_10
Malat1,upup,neuron_cluster_10
Enpp2,upup,neuron_cluster_10
St3gal6,upup,neuron_cluster_10
Slc35f4,upup,neuron_cluster_10
March1,upup,neuron_cluster_10
4930511M06Rik,upup,neuron_cluster_10
Etv6,upup,neuron_cluster_10
Gm13905,upup,neuron_cluster_10
4930445B16Rik,upup,neuron_cluster_10
Slc35f1,upup,neuron_cluster_10
Ptprz1,upup,neuron_cluster_10
Erc2,upup,neuron_cluster_10
Col11a1,upup,neuron_cluster_10
Epha3,upup,neuron_cluster_10
Inpp4b,upup,neuron_cluster_10
Gm16168,upup,neuron_cluster_10
Galnt18,upup,neuron_cluster_10
Entpd1,upup,neuron_cluster_10
Gatm,upup,neuron_cluster_10
Zfhx3,upup,neuron_cluster_10
Caln1,upup,neuron_cluster_10
Mir670hg,upup,neuron_cluster_10
Srrm4,upup,neuron_cluster_10
Igfbp7,upup,neuron_cluster_10
Enox1,upup,neuron_cluster_10
Gpc6,upup,neuron_cluster_10
Ptprk,upup,neuron_cluster_10
Chsy3,upup,neuron_cluster_10
Oxt,downdown,neuron_cluster_10
Lyz2,downdown,neuron_cluster_10
Elovl7,downdown,neuron_cluster_10
Nxph1,downdown,neuron_cluster_10
Apoe,downdown,neuron_cluster_10
Il1rapl2,downdown,neuron_cluster_10
Kdr,downdown,neuron_cluster_10
A430108G06Rik,downdown,neuron_cluster_10
Fzd6,downdown,neuron_cluster_10
4930555F03Rik,downdown,neuron_cluster_10
Cldn5,downdown,neuron_cluster_10
Gm16046,downdown,neuron_cluster_10
BC046401,downdown,neuron_cluster_10
Sulf1,downdown,neuron_cluster_10
Gmfg,downdown,neuron_cluster_10
Eng,downdown,neuron_cluster_10
9930111J21Rik2,downdown,neuron_cluster_10
Bgn,downdown,neuron_cluster_10
Gm32036,downdown,neuron_cluster_10
Myo1f,downdown,neuron_cluster_10
Ebf3,downdown,neuron_cluster_10
Eya2,downdown,neuron_cluster_10
S100a4,downdown,neuron_cluster_10
Slc7a5,downdown,neuron_cluster_10
4930500H12Rik,downdown,neuron_cluster_10
Nhsl1,downdown,neuron_cluster_10
Prkg1,downdown,neuron_cluster_10
Gm28376,downdown,neuron_cluster_10
Frmd4b,downdown,neuron_cluster_10
Luzp2,downdown,neuron_cluster_10
2900045O20Rik,downdown,neuron_cluster_10
Gfap,downdown,neuron_cluster_10
Shisa9,downdown,neuron_cluster_10
Itih5,downdown,neuron_cluster_10
Prdm1,downdown,neuron_cluster_10
Mobp,downdown,neuron_cluster_10
Pcdh7,downdown,neuron_cluster_10
Csgalnact1,downdown,neuron_cluster_10
Ednra,downdown,neuron_cluster_10
Adam12,downdown,neuron_cluster_10
Pde4d,downdown,neuron_cluster_10
Arhgap29,downdown,neuron_cluster_10
Csmd1,downdown,neuron_cluster_10
Avp,downdown,neuron_cluster_10
Glra2,downdown,neuron_cluster_10
Csta2,downdown,neuron_cluster_10
Erbb4,downdown,neuron_cluster_10
Synpr,downdown,neuron_cluster_10
Ccdc180,downdown,neuron_cluster_10
Kcnip1,downdown,neuron_cluster_10
Gm12239,downdown,neuron_cluster_10
Fstl4,downdown,neuron_cluster_10
Klhl1,downdown,neuron_cluster_10
Cpm,downdown,neuron_cluster_10
5730522E02Rik,downdown,neuron_cluster_10
Ncam2,downdown,neuron_cluster_10
Maml3,downdown,neuron_cluster_10
Anln,downdown,neuron_cluster_10
Gm47113,downdown,neuron_cluster_10
Gm43507,downdown,neuron_cluster_10
Acbd7,downdown,neuron_cluster_10
Alk,downdown,neuron_cluster_10
1700111E14Rik,downdown,neuron_cluster_10
Gm35188,downdown,neuron_cluster_10
Airn,downdown,neuron_cluster_10
Grm5,downdown,neuron_cluster_10
Trpm3,downdown,neuron_cluster_10
Schip1,downdown,neuron_cluster_10
Grik1,downdown,neuron_cluster_10
Cdh12,downdown,neuron_cluster_10
Rgs6,downdown,neuron_cluster_10
Klhl2,downdown,neuron_cluster_10
Lrfn5,downdown,neuron_cluster_10
Celf2,downdown,neuron_cluster_10
Anks1b,downdown,neuron_cluster_10
Stard13,downdown,neuron_cluster_10
Plcxd3,downdown,neuron_cluster_10
Kcnt2,downdown,neuron_cluster_10
Zfpm2,downdown,neuron_cluster_10
Nav3,downdown,neuron_cluster_10
Trps1,downdown,neuron_cluster_10
Ninj2,downdown,neuron_cluster_10
Sorcs1,downdown,neuron_cluster_10
Fgf12,downdown,neuron_cluster_10
Nrg3os,downdown,neuron_cluster_10
2010001K21Rik,downdown,neuron_cluster_10
Mctp1,downdown,neuron_cluster_10
Aspa,downdown,neuron_cluster_10
Snhg11,downdown,neuron_cluster_10
Il33,downdown,neuron_cluster_10
Sgcz,downdown,neuron_cluster_10
Tenm1,downdown,neuron_cluster_10
4933432K03Rik,downdown,neuron_cluster_10
Gm45323,downdown,neuron_cluster_10
Klhl29,downdown,neuron_cluster_10
Csf1r,downdown,neuron_cluster_10
Pld1,downdown,neuron_cluster_10
Zfp804a,downdown,neuron_cluster_10
Plxdc2,downdown,neuron_cluster_10
Igsf11,downdown,neuron_cluster_10
Skap2,downdown,neuron_cluster_10
Sntg1,downdown,neuron_cluster_10
Kif13b,downdown,neuron_cluster_10
1500015L24Rik,downdown,neuron_cluster_10
C130073E24Rik,downdown,neuron_cluster_10
Alpk2,downdown,neuron_cluster_10
Zfp536,downdown,neuron_cluster_10
Lama1,downdown,neuron_cluster_10
Car10,downdown,neuron_cluster_10
Ccdc153,downdown,neuron_cluster_10
Cmtm7,downdown,neuron_cluster_10
Slc44a5,downdown,neuron_cluster_10
Syt1,downdown,neuron_cluster_10
9530059O14Rik,downdown,neuron_cluster_10
Ptprg,downdown,neuron_cluster_10
Ntng1,downdown,neuron_cluster_10
Sfxn5,downdown,neuron_cluster_10
Ccr5,downdown,neuron_cluster_10
Gm28905,downdown,neuron_cluster_10
Nkain3,downdown,neuron_cluster_10
Gpr158,downdown,neuron_cluster_10
Etl4,downdown,neuron_cluster_10
Pip4k2a,downdown,neuron_cluster_10
Lsamp,downdown,neuron_cluster_10
Sema6a,downdown,neuron_cluster_10
Car2,downdown,neuron_cluster_10
Gpc3,downdown,neuron_cluster_10
Tcf7l2,downdown,neuron_cluster_10
Pltp,downdown,neuron_cluster_10
5530401A14Rik,downdown,neuron_cluster_10
Tmcc3,downdown,neuron_cluster_10
Meg3,downdown,neuron_cluster_10
Greb1l,downdown,neuron_cluster_10
Hs3st2,downdown,neuron_cluster_10
Pdzrn3,downdown,neuron_cluster_10
Frmd4a,downdown,neuron_cluster_10
Macrod2,downdown,neuron_cluster_10
Macrod2os1,downdown,neuron_cluster_10
Plcb1,downdown,neuron_cluster_10
Slc14a2,downdown,neuron_cluster_10
Rapgef5,downdown,neuron_cluster_10
1700042O10Rik,downdown,neuron_cluster_10
Rims1,downdown,neuron_cluster_10
Gm2516,downdown,neuron_cluster_10
Gm20642,downdown,neuron_cluster_10
Itpr2,downdown,neuron_cluster_10
Dpp10,downdown,neuron_cluster_10
Gpcpd1,downdown,neuron_cluster_10
Hs3st4,downdown,neuron_cluster_10
Foxp2,downdown,neuron_cluster_10
Cep112,downdown,neuron_cluster_10
Ano4,downdown,neuron_cluster_10
Auts2,downdown,neuron_cluster_10
Ppfibp1,downdown,neuron_cluster_10
Fnbp1,downdown,neuron_cluster_10
Gm32647,downdown,neuron_cluster_10
Vwc2l,downdown,neuron_cluster_10
Slc1a3,downdown,neuron_cluster_10
Gria3,downdown,neuron_cluster_10
Pcdh11x,downdown,neuron_cluster_10
Phactr1,downdown,neuron_cluster_10
Mef2c,downdown,neuron_cluster_10
Cntnap4,downdown,neuron_cluster_10
Zfp385b,downdown,neuron_cluster_10
Flt1,downdown,neuron_cluster_10
Kctd8,downdown,neuron_cluster_10
Epha5,downdown,neuron_cluster_10
Prr16,downdown,neuron_cluster_10
Negr1,downdown,neuron_cluster_10
Nckap5,downdown,neuron_cluster_10
Runx1t1,downdown,neuron_cluster_10
Gm16618,downdown,neuron_cluster_10
Grin2a,downdown,neuron_cluster_10
Trpc5,downdown,neuron_cluster_10
Dscaml1,downdown,neuron_cluster_10
Kcnq5,downdown,neuron_cluster_10
Tmem132cos,downdown,neuron_cluster_10
Asic2,downdown,neuron_cluster_10
Slc6a11,downdown,neuron_cluster_10
Pigk,downdown,neuron_cluster_10
Nav2,downdown,neuron_cluster_10
Ctnna2,downdown,neuron_cluster_10
Eda,downdown,neuron_cluster_10
Gabrb2,downdown,neuron_cluster_10
Mag,downdown,neuron_cluster_10
Nfasc,downdown,neuron_cluster_10
Cacna2d3,downdown,neuron_cluster_10
Nrg3,downdown,neuron_cluster_10
Man1a,downdown,neuron_cluster_10
Padi2,downdown,neuron_cluster_10
Pcsk2,downdown,neuron_cluster_10
Gm42439,downdown,neuron_cluster_10
St6galnac3,downdown,neuron_cluster_10
Cpne4,downdown,neuron_cluster_10
Itgbl1,downdown,neuron_cluster_10
Slc24a2,downdown,neuron_cluster_10
Cdh10,downdown,neuron_cluster_10
B3galt1,downdown,neuron_cluster_10
Edil3,downdown,neuron_cluster_10
Gm14858,downdown,neuron_cluster_10
Tmem108,downdown,neuron_cluster_10
Ctnna3,downdown,neuron_cluster_10
Adgrl3,downdown,neuron_cluster_10
Bcl2,downdown,neuron_cluster_10
Rbfox1,downdown,neuron_cluster_10
9530026P05Rik,downdown,neuron_cluster_10
Chrm2,downdown,neuron_cluster_10
Tmem132d,downdown,neuron_cluster_10
Gm42413,downdown,neuron_cluster_10
4930419G24Rik,downdown,neuron_cluster_10
Dpyd,downdown,neuron_cluster_10
Astn2,downdown,neuron_cluster_10
Fhit,downdown,neuron_cluster_10
Chn2,downdown,neuron_cluster_10
Tmem163,downdown,neuron_cluster_10
Hepacam,updown,neuron_cluster_10
Rab37,updown,neuron_cluster_10
Tns3,updown,neuron_cluster_10
Mgp,updown,neuron_cluster_10
Itm2a,updown,neuron_cluster_10
Thsd1,updown,neuron_cluster_10
Ctss,updown,neuron_cluster_10
Lingo2,updown,neuron_cluster_10
Dlgap2,updown,neuron_cluster_10
Kank1,updown,neuron_cluster_10
Cntnap5a,updown,neuron_cluster_10
Acss3,updown,neuron_cluster_10
Dnah6,updown,neuron_cluster_10
Slc39a12,updown,neuron_cluster_10
Igf1,updown,neuron_cluster_10
4930587E11Rik,updown,neuron_cluster_10
Abcc4,updown,neuron_cluster_10
Emid1,updown,neuron_cluster_10
2610035D17Rik,updown,neuron_cluster_10
Cdh8,updown,neuron_cluster_10
Aqp4,updown,neuron_cluster_10
Sgcd,updown,neuron_cluster_10
Gm3764,updown,neuron_cluster_10
Pde1c,updown,neuron_cluster_10
Heg1,updown,neuron_cluster_10
Dock4,updown,neuron_cluster_10
Nwd1,updown,neuron_cluster_10
Pde8a,updown,neuron_cluster_10
Ntm,updown,neuron_cluster_10
Itpkb,updown,neuron_cluster_10
Pacrg,updown,neuron_cluster_10
Cacng4,updown,neuron_cluster_10
Gm16351,updown,neuron_cluster_10
Plp1,updown,neuron_cluster_10
2610203C22Rik,updown,neuron_cluster_10
Rgma,updown,neuron_cluster_10
Sgms1,updown,neuron_cluster_10
Ppp1r16b,updown,neuron_cluster_10
Glra3,updown,neuron_cluster_10
Pde1a,updown,neuron_cluster_10
Kcnh7,updown,neuron_cluster_10
Tafa4,updown,neuron_cluster_10
Gm6994,updown,neuron_cluster_10
Sh3d19,updown,neuron_cluster_10
Zmat4,updown,neuron_cluster_10
Atp1a2,updown,neuron_cluster_10
Sorbs2os,updown,neuron_cluster_10
Gm26871,updown,neuron_cluster_10
Litaf,updown,neuron_cluster_10
Satb2,updown,neuron_cluster_10
Fbxl8,updown,neuron_cluster_10
D7Ertd443e,updown,neuron_cluster_10
Sox5,updown,neuron_cluster_10
Klk6,updown,neuron_cluster_10
Cp,updown,neuron_cluster_10
Gnrh1,updown,neuron_cluster_10
Ly6c1,updown,neuron_cluster_10
Rarb,updown,neuron_cluster_10
Sst,updown,neuron_cluster_10
Gm49171,updown,neuron_cluster_10
Frmd5,updown,neuron_cluster_10
Sox10,updown,neuron_cluster_10
Uaca,updown,neuron_cluster_10
Grb14,updown,neuron_cluster_10
Dgkb,updown,neuron_cluster_10
Agmo,updown,neuron_cluster_10
Slc1a2,updown,neuron_cluster_10
Fam135b,updown,neuron_cluster_10
Ebf2,updown,neuron_cluster_10
Unc93b1,updown,neuron_cluster_10
Gcnt4,updown,neuron_cluster_10
Mecom,updown,neuron_cluster_10
Ephb1,updown,neuron_cluster_10
Arpp21,updown,neuron_cluster_10
Mir99ahg,updown,neuron_cluster_10
Gm13944,updown,neuron_cluster_10
Mbp,updown,neuron_cluster_10
Kcnk2,updown,neuron_cluster_10
Kcnb2,updown,neuron_cluster_10
Mog,updown,neuron_cluster_10
Cfap65,updown,neuron_cluster_10
Pou6f2,updown,neuron_cluster_10
Iqch,updown,neuron_cluster_10
Epn2,updown,neuron_cluster_10
Grm3,updown,neuron_cluster_10
Efna5,updown,neuron_cluster_10
Gm37459,updown,neuron_cluster_10
Hs6st2,updown,neuron_cluster_10
D030068K23Rik,updown,neuron_cluster_10
mt-Co3,updown,neuron_cluster_10
B230217J21Rik,updown,neuron_cluster_10
Arsb,updown,neuron_cluster_10
Dach1,updown,neuron_cluster_10
Rtl4,updown,neuron_cluster_10
Gm30667,updown,neuron_cluster_10
Adarb2,updown,neuron_cluster_10
Pdgfra,updown,neuron_cluster_10
Nwd2,updown,neuron_cluster_10
Ptprn2,updown,neuron_cluster_10
Bcas1,updown,neuron_cluster_10
Adgrb3,updown,neuron_cluster_10
Gm48091,updown,neuron_cluster_10
Spock1,updown,neuron_cluster_10
Fgf1,updown,neuron_cluster_10
Sept4,updown,neuron_cluster_10
Col23a1,updown,neuron_cluster_10
Fstl5,updown,neuron_cluster_10
4930444A19Rik,updown,neuron_cluster_10
Sox5os2,updown,neuron_cluster_10
Arl15,updown,neuron_cluster_10
Gm1992,updown,neuron_cluster_10
Tshz2,updown,neuron_cluster_10
Sox6,updown,neuron_cluster_10
Slc8a1,updown,neuron_cluster_10
Kctd16,updown,neuron_cluster_10
Cables1,updown,neuron_cluster_10
Tpm2,updown,neuron_cluster_10
Gm45321,updown,neuron_cluster_10
Zbtb20,updown,neuron_cluster_10
Shroom3,updown,neuron_cluster_10
Cacna2d1,updown,neuron_cluster_10
9630028H03Rik,updown,neuron_cluster_10
Mal,updown,neuron_cluster_10
Rmst,updown,neuron_cluster_10
Gabrg3,updown,neuron_cluster_10
Plpp3,updown,neuron_cluster_10
Hs6st3,updown,neuron_cluster_10
Gsdme,updown,neuron_cluster_10
Dpp6,updown,neuron_cluster_10
Rgs20,updown,neuron_cluster_10
Tenm2,updown,neuron_cluster_10
Kcnmb2,updown,neuron_cluster_10
Ryr3,updown,neuron_cluster_10
Pex5l,updown,neuron_cluster_10
Unc5d,updown,neuron_cluster_10
Abcg2,updown,neuron_cluster_10
Grid2,updown,neuron_cluster_10
Foxp1,updown,neuron_cluster_10
Spef2,updown,neuron_cluster_10
Pid1,updown,neuron_cluster_10
Fign,updown,neuron_cluster_10
Megf11,updown,neuron_cluster_10
A330008L17Rik,updown,neuron_cluster_10
Gm45904,updown,neuron_cluster_10
mt-Nd6,updown,neuron_cluster_10
Pbx3,updown,neuron_cluster_10
Gm48742,updown,neuron_cluster_10
Eps8,updown,neuron_cluster_10
Bcas1os2,updown,neuron_cluster_10
Cyp7b1,updown,neuron_cluster_10
Cdh18,updown,neuron_cluster_10
Rab3d,updown,neuron_cluster_10
Il1rapl1,updown,neuron_cluster_10
Dlgap1,updown,neuron_cluster_10
Tmc7,updown,neuron_cluster_10
9330185C12Rik,updown,neuron_cluster_10
Epb41l2,updown,neuron_cluster_10
Mmp16,updown,neuron_cluster_10
A330015K06Rik,updown,neuron_cluster_10
Grm7,updown,neuron_cluster_10
Gm29455,updown,neuron_cluster_10
Fry,updown,neuron_cluster_10
Cdk19,updown,neuron_cluster_10
Rasgef1b,updown,neuron_cluster_10
Mapk4,updown,neuron_cluster_10
Igf1r,updown,neuron_cluster_10
Xkr4,updown,neuron_cluster_10
Dock10,updown,neuron_cluster_10
Mindy4b-ps,updown,neuron_cluster_10
Itih3,updown,neuron_cluster_10
Gm15680,updown,neuron_cluster_10
A230057D06Rik,updown,neuron_cluster_10
Arhgef26,updown,neuron_cluster_10
Tafa2,updown,neuron_cluster_10
Magi2,updown,neuron_cluster_10
Ndst4,updown,neuron_cluster_10
A830018L16Rik,updown,neuron_cluster_10
Usp29,updown,neuron_cluster_10
Cnksr2,updown,neuron_cluster_10
Bmpr1b,updown,neuron_cluster_10
Grid1,updown,neuron_cluster_10
Cntn6,updown,neuron_cluster_10
Sat1,updown,neuron_cluster_10
Cntnap5c,updown,neuron_cluster_10
Zeb1,updown,neuron_cluster_10
Nfib,updown,neuron_cluster_10
Hdac9,updown,neuron_cluster_10
Rnf220,updown,neuron_cluster_10
Lrrtm4,updown,neuron_cluster_10
Cntnap2,updown,neuron_cluster_10
Kcnd2,updown,neuron_cluster_10
Ubash3b,downup,neuron_cluster_10
Pmch,downup,neuron_cluster_10
Ust,downup,neuron_cluster_10
A230001M10Rik,downup,neuron_cluster_10
Slc7a10,downup,neuron_cluster_10
Cacnb2,downup,neuron_cluster_10
Gm11713,downup,neuron_cluster_10
Egfr,downup,neuron_cluster_10
9630028B13Rik,downup,neuron_cluster_10
Grm1,downup,neuron_cluster_10
Pappa,downup,neuron_cluster_10
Prkca,downup,neuron_cluster_10
Gm48749,downup,neuron_cluster_10
Abcc6,downup,neuron_cluster_10
Abca8a,downup,neuron_cluster_10
Abca9,downup,neuron_cluster_10
A730049H05Rik,downup,neuron_cluster_10
Gm19500,downup,neuron_cluster_10
C730002L08Rik,downup,neuron_cluster_10
Card14,downup,neuron_cluster_10
Zeb2,downup,neuron_cluster_10
Sdk1,downup,neuron_cluster_10
Ptchd4,downup,neuron_cluster_10
Galnt13,downup,neuron_cluster_10
Abtb2,downup,neuron_cluster_10
Slc2a1,downup,neuron_cluster_10
Hbb-bs,downup,neuron_cluster_10
Arhgap19,downup,neuron_cluster_10
Dnali1,downup,neuron_cluster_10
Spint1,downup,neuron_cluster_10
Tmem173,downup,neuron_cluster_10
Mycn,downup,neuron_cluster_10
Arhgap15,downup,neuron_cluster_10
1700012P22Rik,downup,neuron_cluster_10
Dnah8,downup,neuron_cluster_10
Apcdd1,downup,neuron_cluster_10
Traf3ip3,downup,neuron_cluster_10
4930550C14Rik,downup,neuron_cluster_10
Epsti1,downup,neuron_cluster_10
Inpp5d,downup,neuron_cluster_10
Gm11290,downup,neuron_cluster_10
Bin2,downup,neuron_cluster_10
Gm43824,downup,neuron_cluster_10
Gm11423,downup,neuron_cluster_10
4833427G06Rik,downup,neuron_cluster_10
Chtf8,downup,neuron_cluster_10
Calhm6,downup,neuron_cluster_10
Wbscr25,downup,neuron_cluster_10
4930547M16Rik,downup,neuron_cluster_10
Bhlhe22,downup,neuron_cluster_10
Gm2629,downup,neuron_cluster_10
Dapl1,downup,neuron_cluster_10
Gm45025,downup,neuron_cluster_10
Ikzf1,downup,neuron_cluster_10
Gm47431,downup,neuron_cluster_10
Ushbp1,downup,neuron_cluster_10
Gm28800,downup,neuron_cluster_10
Spi1,downup,neuron_cluster_10
Pld5,downup,neuron_cluster_10
Cntn5,downup,neuron_cluster_10
Gm11940,downup,neuron_cluster_10
Gm28526,downup,neuron_cluster_10
Dscam,downup,neuron_cluster_10
Avpr1a,downup,neuron_cluster_10
Ano1,downup,neuron_cluster_10
Rfx4,downup,neuron_cluster_10
Aff2,downup,neuron_cluster_10
Ube2cbp,downup,neuron_cluster_10
Alpk1,downup,neuron_cluster_10
4930473D10Rik,downup,neuron_cluster_10
Tm4sf1,downup,neuron_cluster_10
Cdh19,downup,neuron_cluster_10
Itga1,downup,neuron_cluster_10
Hba-a1,downup,neuron_cluster_10
Otx2os1,downup,neuron_cluster_10
4930509J09Rik,downup,neuron_cluster_10
Gm4876,downup,neuron_cluster_10
