Gene,RRquadrant,Sample
3110082J24Rik,upup,neuron_cluster_6
Dock5,upup,neuron_cluster_6
Ly86,upup,neuron_cluster_6
Fbxl8,upup,neuron_cluster_6
Bank1,upup,neuron_cluster_6
Pdgfd,upup,neuron_cluster_6
Gm13905,upup,neuron_cluster_6
Ankfn1,upup,neuron_cluster_6
Fstl5,upup,neuron_cluster_6
Smoc2,upup,neuron_cluster_6
Tmem132c,upup,neuron_cluster_6
Sh3d19,upup,neuron_cluster_6
Gm32828,upup,neuron_cluster_6
Cntnap5a,upup,neuron_cluster_6
Cpne4,upup,neuron_cluster_6
Pbx3,upup,neuron_cluster_6
Tnr,upup,neuron_cluster_6
3300002A11Rik,upup,neuron_cluster_6
Dmd,upup,neuron_cluster_6
2610035D17Rik,upup,neuron_cluster_6
Lrtm1,upup,neuron_cluster_6
Dtna,upup,neuron_cluster_6
St3gal6,upup,neuron_cluster_6
Gabrb1,upup,neuron_cluster_6
Erc2,upup,neuron_cluster_6
Fgf14,upup,neuron_cluster_6
Adgrl3,upup,neuron_cluster_6
Zeb2,upup,neuron_cluster_6
Mafa,upup,neuron_cluster_6
Galnt5,upup,neuron_cluster_6
Hic1,upup,neuron_cluster_6
Brinp3,upup,neuron_cluster_6
Hes5,upup,neuron_cluster_6
Kctd16,upup,neuron_cluster_6
Adamts2,upup,neuron_cluster_6
Gm13404,upup,neuron_cluster_6
Bgn,upup,neuron_cluster_6
Lair1,upup,neuron_cluster_6
Il6ra,upup,neuron_cluster_6
Apbb1ip,upup,neuron_cluster_6
Rxfp1,upup,neuron_cluster_6
Susd3,upup,neuron_cluster_6
Dkkl1,upup,neuron_cluster_6
Derl3,upup,neuron_cluster_6
Gm48370,upup,neuron_cluster_6
Slc35c1,upup,neuron_cluster_6
Gm34408,upup,neuron_cluster_6
Gm48933,upup,neuron_cluster_6
Top2a,upup,neuron_cluster_6
Folh1,upup,neuron_cluster_6
A530076I17Rik,upup,neuron_cluster_6
Adgrg6,upup,neuron_cluster_6
Flvcr2,upup,neuron_cluster_6
Mhrt,upup,neuron_cluster_6
1700120B22Rik,upup,neuron_cluster_6
Gm44097,upup,neuron_cluster_6
A430108G06Rik,upup,neuron_cluster_6
Trabd2b,upup,neuron_cluster_6
Il7r,upup,neuron_cluster_6
A830008E24Rik,upup,neuron_cluster_6
Sap18b,upup,neuron_cluster_6
A230083N12Rik,upup,neuron_cluster_6
Rbm47,upup,neuron_cluster_6
Gm11775,upup,neuron_cluster_6
March1,upup,neuron_cluster_6
Npsr1,upup,neuron_cluster_6
Efcab11,upup,neuron_cluster_6
Nme3,upup,neuron_cluster_6
Ikzf1,upup,neuron_cluster_6
Ccdc80,upup,neuron_cluster_6
Ednra,upup,neuron_cluster_6
Skor1,upup,neuron_cluster_6
Dapp1,upup,neuron_cluster_6
Gm29374,upup,neuron_cluster_6
C030029H02Rik,upup,neuron_cluster_6
Gm26510,upup,neuron_cluster_6
Ecscr,upup,neuron_cluster_6
5033421B08Rik,upup,neuron_cluster_6
Srgap2,upup,neuron_cluster_6
Omd,upup,neuron_cluster_6
Gm26713,upup,neuron_cluster_6
Ptchd4,upup,neuron_cluster_6
Il1rapl2,upup,neuron_cluster_6
Slc7a1,upup,neuron_cluster_6
Slc7a10,upup,neuron_cluster_6
Tafa4,upup,neuron_cluster_6
Akap13,upup,neuron_cluster_6
Gm48479,upup,neuron_cluster_6
Auts2,upup,neuron_cluster_6
Cfap65,upup,neuron_cluster_6
Glra3,upup,neuron_cluster_6
Glis3,upup,neuron_cluster_6
Prkg1,upup,neuron_cluster_6
Pex5l,upup,neuron_cluster_6
Stk32a,upup,neuron_cluster_6
Kcna1,upup,neuron_cluster_6
Trhde,upup,neuron_cluster_6
Ephb1,upup,neuron_cluster_6
Fat3,upup,neuron_cluster_6
Lcp1,upup,neuron_cluster_6
4930505G20Rik,upup,neuron_cluster_6
Calcr,upup,neuron_cluster_6
Grip1,upup,neuron_cluster_6
Dgki,upup,neuron_cluster_6
Trim30d,upup,neuron_cluster_6
Trarg1,upup,neuron_cluster_6
Zfp957,upup,neuron_cluster_6
Gm48371,upup,neuron_cluster_6
Arhgap8,upup,neuron_cluster_6
Vsig2,upup,neuron_cluster_6
Myc,upup,neuron_cluster_6
Haao,upup,neuron_cluster_6
Gm12381,upup,neuron_cluster_6
Gm19299,upup,neuron_cluster_6
Sspnos,upup,neuron_cluster_6
Tmem255b,upup,neuron_cluster_6
Zfp69,upup,neuron_cluster_6
Pear1,upup,neuron_cluster_6
Gm16675,upup,neuron_cluster_6
Efna1,upup,neuron_cluster_6
Clec1a,upup,neuron_cluster_6
Tagln,upup,neuron_cluster_6
4930455J16Rik,upup,neuron_cluster_6
Ttc29,upup,neuron_cluster_6
Cysltr1,upup,neuron_cluster_6
Trip13,upup,neuron_cluster_6
Itgad,upup,neuron_cluster_6
Gm14412,upup,neuron_cluster_6
Havcr2,upup,neuron_cluster_6
Tmprss6,upup,neuron_cluster_6
Tnfsf10,upup,neuron_cluster_6
Traf3ip3,upup,neuron_cluster_6
1700012P22Rik,upup,neuron_cluster_6
Gm31045,upup,neuron_cluster_6
Gm34623,upup,neuron_cluster_6
Fanca,upup,neuron_cluster_6
Topaz1,upup,neuron_cluster_6
Gm32688,upup,neuron_cluster_6
Ptges3l,upup,neuron_cluster_6
4930452G13Rik,upup,neuron_cluster_6
Pla1a,upup,neuron_cluster_6
Gpr160,upup,neuron_cluster_6
Gm50323,upup,neuron_cluster_6
Gm30667,upup,neuron_cluster_6
Eif4ebp1,upup,neuron_cluster_6
Aknaos,upup,neuron_cluster_6
Gimap9,upup,neuron_cluster_6
Dct,upup,neuron_cluster_6
Hspa1a,upup,neuron_cluster_6
Dyrk4,upup,neuron_cluster_6
Gm10030,upup,neuron_cluster_6
Tbx15,upup,neuron_cluster_6
Gm11423,upup,neuron_cluster_6
Zfp820,upup,neuron_cluster_6
Cyp2j8,upup,neuron_cluster_6
Cdt1,upup,neuron_cluster_6
Gm42756,upup,neuron_cluster_6
Myof,upup,neuron_cluster_6
Heph,upup,neuron_cluster_6
Fzd10os,upup,neuron_cluster_6
Ccdc8,upup,neuron_cluster_6
Alpk1,upup,neuron_cluster_6
4632411P08Rik,upup,neuron_cluster_6
Wfdc3,upup,neuron_cluster_6
Gm14507,upup,neuron_cluster_6
4930500H12Rik,upup,neuron_cluster_6
Rfx8,upup,neuron_cluster_6
Cenpa,upup,neuron_cluster_6
A730049H05Rik,upup,neuron_cluster_6
Myo1f,upup,neuron_cluster_6
Alpk2,upup,neuron_cluster_6
Lcp2,upup,neuron_cluster_6
P2rx3,upup,neuron_cluster_6
Pgam2,upup,neuron_cluster_6
Gm20383,upup,neuron_cluster_6
Ak9,upup,neuron_cluster_6
Gm47865,upup,neuron_cluster_6
Gemin4,upup,neuron_cluster_6
Gm44662,upup,neuron_cluster_6
Frk,upup,neuron_cluster_6
Eps8l3,upup,neuron_cluster_6
Fbxw15,upup,neuron_cluster_6
Cd33,upup,neuron_cluster_6
Trim71,upup,neuron_cluster_6
AI849053,upup,neuron_cluster_6
Gm15477,upup,neuron_cluster_6
BC046401,upup,neuron_cluster_6
Gm9844,upup,neuron_cluster_6
Chst7,upup,neuron_cluster_6
Sult6b1,upup,neuron_cluster_6
Spi1,upup,neuron_cluster_6
Robo3,upup,neuron_cluster_6
Cdh19,upup,neuron_cluster_6
Col8a2,upup,neuron_cluster_6
Rassf3,upup,neuron_cluster_6
Lrrc46,upup,neuron_cluster_6
Gm12324,upup,neuron_cluster_6
Clspn,upup,neuron_cluster_6
Tg,upup,neuron_cluster_6
Arhgap19,upup,neuron_cluster_6
Armh1,upup,neuron_cluster_6
Casp8,upup,neuron_cluster_6
Hk2,upup,neuron_cluster_6
Gm2245,upup,neuron_cluster_6
Nrros,upup,neuron_cluster_6
Arl5c,upup,neuron_cluster_6
Siah1b,upup,neuron_cluster_6
Pole,upup,neuron_cluster_6
Mcm2,upup,neuron_cluster_6
Gm48084,upup,neuron_cluster_6
Fermt3,upup,neuron_cluster_6
Kl,upup,neuron_cluster_6
Bmx,upup,neuron_cluster_6
Gm20631,upup,neuron_cluster_6
Gm31243,upup,neuron_cluster_6
Gm30524,upup,neuron_cluster_6
Zfp747,upup,neuron_cluster_6
Lrrc36,upup,neuron_cluster_6
Gm44866,upup,neuron_cluster_6
4930557J02Rik,upup,neuron_cluster_6
Fli1,upup,neuron_cluster_6
Rtkn2,upup,neuron_cluster_6
4933432K03Rik,upup,neuron_cluster_6
Gm28154,upup,neuron_cluster_6
Trim5,upup,neuron_cluster_6
Mitf,upup,neuron_cluster_6
Itgbl1,upup,neuron_cluster_6
Ncam2,upup,neuron_cluster_6
Megf10,upup,neuron_cluster_6
Gm28376,upup,neuron_cluster_6
Gm45025,upup,neuron_cluster_6
Hbb-bs,upup,neuron_cluster_6
Ldlrad4,upup,neuron_cluster_6
Oacyl,upup,neuron_cluster_6
Rasgrp3,upup,neuron_cluster_6
Bmp6,upup,neuron_cluster_6
Hs6st3,upup,neuron_cluster_6
Cdh18,upup,neuron_cluster_6
Cdh4,upup,neuron_cluster_6
Atp10a,upup,neuron_cluster_6
Gm20642,upup,neuron_cluster_6
Gm15398,upup,neuron_cluster_6
Iqch,upup,neuron_cluster_6
Rarb,upup,neuron_cluster_6
Rfx4,upup,neuron_cluster_6
Ets1,upup,neuron_cluster_6
A230001M10Rik,upup,neuron_cluster_6
Gm4258,upup,neuron_cluster_6
Pbx1,upup,neuron_cluster_6
Parp14,upup,neuron_cluster_6
Wbscr25,upup,neuron_cluster_6
Gcnt2,upup,neuron_cluster_6
Dlg2,upup,neuron_cluster_6
Chst9,upup,neuron_cluster_6
Kcnab1,upup,neuron_cluster_6
Maml3,upup,neuron_cluster_6
Galntl6,upup,neuron_cluster_6
A330015K06Rik,upup,neuron_cluster_6
Tmcc3,upup,neuron_cluster_6
Gm45323,upup,neuron_cluster_6
1110019D14Rik,upup,neuron_cluster_6
Nrg3os,upup,neuron_cluster_6
9330175M20Rik,upup,neuron_cluster_6
Neurl3,upup,neuron_cluster_6
Col3a1,upup,neuron_cluster_6
Stk17b,upup,neuron_cluster_6
Slc11a1,upup,neuron_cluster_6
Gm816,upup,neuron_cluster_6
A530032D15Rik,upup,neuron_cluster_6
Sp110,upup,neuron_cluster_6
Gm29538,upup,neuron_cluster_6
Glrp1,upup,neuron_cluster_6
Gm29455,upup,neuron_cluster_6
Inhbb,upup,neuron_cluster_6
Gm28800,upup,neuron_cluster_6
Pkp1,upup,neuron_cluster_6
Fmo2,upup,neuron_cluster_6
Prrx1,upup,neuron_cluster_6
Gm20471,upup,neuron_cluster_6
F5,upup,neuron_cluster_6
Rcsd1,upup,neuron_cluster_6
Gm15852,upup,neuron_cluster_6
Arhgap30,upup,neuron_cluster_6
Slamf6,upup,neuron_cluster_6
Mndal,upup,neuron_cluster_6
2210411M09Rik,upup,neuron_cluster_6
Gm37885,upup,neuron_cluster_6
Gm32200,upup,neuron_cluster_6
8030442B05Rik,upup,neuron_cluster_6
Mrc1,upup,neuron_cluster_6
1810059C17Rik,upup,neuron_cluster_6
Sardhos,upup,neuron_cluster_6
Gm10134,upup,neuron_cluster_6
Cutal,upup,neuron_cluster_6
Traf1,upup,neuron_cluster_6
Dapl1,upup,neuron_cluster_6
Pla2r1,upup,neuron_cluster_6
Neurod1,upup,neuron_cluster_6
Bmf,upup,neuron_cluster_6
Plcb2,upup,neuron_cluster_6
Patl2,upup,neuron_cluster_6
Rem1,upup,neuron_cluster_6
Foxs1,upup,neuron_cluster_6
Fam83d,upup,neuron_cluster_6
Slpi,upup,neuron_cluster_6
Sox18,upup,neuron_cluster_6
Mecomos,upup,neuron_cluster_6
Wdr49,upup,neuron_cluster_6
Gm36569,upup,neuron_cluster_6
Tdo2,upup,neuron_cluster_6
Fcrls,upup,neuron_cluster_6
S100a4,upup,neuron_cluster_6
Hmgcs2,upup,neuron_cluster_6
Tent5c,upup,neuron_cluster_6
Gm43464,upup,neuron_cluster_6
Gm43242,upup,neuron_cluster_6
Dennd2c,upup,neuron_cluster_6
Gm42658,upup,neuron_cluster_6
Gm40117,upup,neuron_cluster_6
I830077J02Rik,upup,neuron_cluster_6
Mybphl,upup,neuron_cluster_6
Gm12522,upup,neuron_cluster_6
Enpep,upup,neuron_cluster_6
Gbp5,upup,neuron_cluster_6
Lrrc69,upup,neuron_cluster_6
Gm12695,upup,neuron_cluster_6
Gm12830,upup,neuron_cluster_6
Tal1,upup,neuron_cluster_6
Gm26716,upup,neuron_cluster_6
Crybg2,upup,neuron_cluster_6
1700021N21Rik,upup,neuron_cluster_6
Tcea3,upup,neuron_cluster_6
Atad3aos,upup,neuron_cluster_6
Gm17590,upup,neuron_cluster_6
Htra3,upup,neuron_cluster_6
Sh3tc1,upup,neuron_cluster_6
Msx1,upup,neuron_cluster_6
Gm3716,upup,neuron_cluster_6
Rhoh,upup,neuron_cluster_6
Gm42670,upup,neuron_cluster_6
Tecrl,upup,neuron_cluster_6
Gbp9,upup,neuron_cluster_6
Gbp4,upup,neuron_cluster_6
Cryba4,upup,neuron_cluster_6
Gm10401,upup,neuron_cluster_6
Gm13842,upup,neuron_cluster_6
B230112J18Rik,upup,neuron_cluster_6
Tbx3os1,upup,neuron_cluster_6
Mapkapk5,upup,neuron_cluster_6
Zp3,upup,neuron_cluster_6
9130604C24Rik,upup,neuron_cluster_6
Gper1,upup,neuron_cluster_6
Pdk4,upup,neuron_cluster_6
Slc13a4,upup,neuron_cluster_6
Gm42962,upup,neuron_cluster_6
Gimap8,upup,neuron_cluster_6
Gm16499.1,upup,neuron_cluster_6
Gm16838,upup,neuron_cluster_6
Arhgap25,upup,neuron_cluster_6
1810020O05Rik,upup,neuron_cluster_6
Fancd2,upup,neuron_cluster_6
Ptpn6,upup,neuron_cluster_6
Tead4,upup,neuron_cluster_6
2310001H17Rik,upup,neuron_cluster_6
Pde6h,upup,neuron_cluster_6
Kcnn4,upup,neuron_cluster_6
Klk8,upup,neuron_cluster_6
Cd37,upup,neuron_cluster_6
Gm32633,upup,neuron_cluster_6
Gm30075,upup,neuron_cluster_6
Fes,upup,neuron_cluster_6
Gm34280,upup,neuron_cluster_6
Gm10602,upup,neuron_cluster_6
Trim12c,upup,neuron_cluster_6
Gm44763,upup,neuron_cluster_6
Prss53,upup,neuron_cluster_6
1700120G07Rik,upup,neuron_cluster_6
Gm36356,upup,neuron_cluster_6
Gm36431,upup,neuron_cluster_6
Sct,upup,neuron_cluster_6
B230206H07Rik,upup,neuron_cluster_6
Cracr2b,upup,neuron_cluster_6
Adam5,upup,neuron_cluster_6
5830408C22Rik,upup,neuron_cluster_6
Gm38414,upup,neuron_cluster_6
Gm45600,upup,neuron_cluster_6
Sh2d4a,upup,neuron_cluster_6
Il15,upup,neuron_cluster_6
Gm10643,upup,neuron_cluster_6
Gm26532,upup,neuron_cluster_6
Crnde,upup,neuron_cluster_6
Irx5,upup,neuron_cluster_6
Nlrc5,upup,neuron_cluster_6
Adgrg3,upup,neuron_cluster_6
Dpep2.1,upup,neuron_cluster_6
Fendrr,upup,neuron_cluster_6
Gm26747,upup,neuron_cluster_6
Capn9,upup,neuron_cluster_6
Casp1,upup,neuron_cluster_6
Icam1,upup,neuron_cluster_6
Gm27201,upup,neuron_cluster_6
Cxcr5,upup,neuron_cluster_6
Il10ra,upup,neuron_cluster_6
4931429L15Rik,upup,neuron_cluster_6
Nnmt,upup,neuron_cluster_6
Layn,upup,neuron_cluster_6
4833427G06Rik,upup,neuron_cluster_6
Rasl12,upup,neuron_cluster_6
Bmp5,upup,neuron_cluster_6
Tbx18,upup,neuron_cluster_6
Bcl2a1b,upup,neuron_cluster_6
Ctsh,upup,neuron_cluster_6
Gm31409,upup,neuron_cluster_6
Uba7,upup,neuron_cluster_6
Klhl40,upup,neuron_cluster_6
Gm26740,upup,neuron_cluster_6
Gm48045,upup,neuron_cluster_6
Calhm6,upup,neuron_cluster_6
Prdm1,upup,neuron_cluster_6
Gm867,upup,neuron_cluster_6
Gm16268,upup,neuron_cluster_6
Gm31592,upup,neuron_cluster_6
Gm47719,upup,neuron_cluster_6
Gm20758,upup,neuron_cluster_6
Irak3,upup,neuron_cluster_6
Egfros,upup,neuron_cluster_6
Gm12145,upup,neuron_cluster_6
9930111J21Rik2,upup,neuron_cluster_6
Flt4,upup,neuron_cluster_6
Irgm2,upup,neuron_cluster_6
Tnfrsf13b,upup,neuron_cluster_6
Usp43,upup,neuron_cluster_6
Pik3r6,upup,neuron_cluster_6
Bcl6b,upup,neuron_cluster_6
Nlrp1a,upup,neuron_cluster_6
Gm12326,upup,neuron_cluster_6
Adap2os,upup,neuron_cluster_6
Ccl12,upup,neuron_cluster_6
Slfn3,upup,neuron_cluster_6
Lpo,upup,neuron_cluster_6
Abcc3,upup,neuron_cluster_6
1700003D09Rik,upup,neuron_cluster_6
Erbb2,upup,neuron_cluster_6
Krt26,upup,neuron_cluster_6
Gm11940,upup,neuron_cluster_6
Itgb3,upup,neuron_cluster_6
Prr29,upup,neuron_cluster_6
6030468B19Rik,upup,neuron_cluster_6
Card14,upup,neuron_cluster_6
Gm11769,upup,neuron_cluster_6
Gm47391,upup,neuron_cluster_6
Mycn,upup,neuron_cluster_6
Gm48607,upup,neuron_cluster_6
Gm48605,upup,neuron_cluster_6
Rsad2,upup,neuron_cluster_6
Pik3cg,upup,neuron_cluster_6
Gm47431,upup,neuron_cluster_6
Gm20682,upup,neuron_cluster_6
Asb2,upup,neuron_cluster_6
Nid1,upup,neuron_cluster_6
9330199G10Rik,upup,neuron_cluster_6
Nme8,upup,neuron_cluster_6
Aoah,upup,neuron_cluster_6
Gm11290,upup,neuron_cluster_6
1700018A04Rik,upup,neuron_cluster_6
Foxf2,upup,neuron_cluster_6
Gm10790,upup,neuron_cluster_6
2010001K21Rik,upup,neuron_cluster_6
Syk,upup,neuron_cluster_6
Tifab,upup,neuron_cluster_6
Slc25a48,upup,neuron_cluster_6
Slc35d2,upup,neuron_cluster_6
Gm28526,upup,neuron_cluster_6
Gcnt4,upup,neuron_cluster_6
Zfp366,upup,neuron_cluster_6
Naip2,upup,neuron_cluster_6
Cenpk,upup,neuron_cluster_6
4930428N03Rik,upup,neuron_cluster_6
Lrrc18,upup,neuron_cluster_6
Zfp488,upup,neuron_cluster_6
Olfr1511,upup,neuron_cluster_6
Olfr1510,upup,neuron_cluster_6
Olfr1508,upup,neuron_cluster_6
Gjb2,upup,neuron_cluster_6
Gm4491,upup,neuron_cluster_6
Gm27010,upup,neuron_cluster_6
Sox7,upup,neuron_cluster_6
Reep4,upup,neuron_cluster_6
Gm19301,upup,neuron_cluster_6
Gm34589,upup,neuron_cluster_6
Gm4675,upup,neuron_cluster_6
4930445E18Rik,upup,neuron_cluster_6
Gm31458,upup,neuron_cluster_6
Fer1l6,upup,neuron_cluster_6
Gm20712,upup,neuron_cluster_6
Arc,upup,neuron_cluster_6
Csf2rb,upup,neuron_cluster_6
Gm10863,upup,neuron_cluster_6
Fam83f,upup,neuron_cluster_6
Gm49463,upup,neuron_cluster_6
1700001L05Rik,upup,neuron_cluster_6
Upk3a,upup,neuron_cluster_6
Prph,upup,neuron_cluster_6
Krt18,upup,neuron_cluster_6
Gm49785,upup,neuron_cluster_6
Tbx1,upup,neuron_cluster_6
Klhl6,upup,neuron_cluster_6
Gm26834,upup,neuron_cluster_6
Csta2,upup,neuron_cluster_6
Cd200r1,upup,neuron_cluster_6
Mis18a,upup,neuron_cluster_6
Gm15966,upup,neuron_cluster_6
Runx1,upup,neuron_cluster_6
Chaf1b,upup,neuron_cluster_6
Ccr6,upup,neuron_cluster_6
Igfals,upup,neuron_cluster_6
Gm41556,upup,neuron_cluster_6
Dnah8,upup,neuron_cluster_6
H2-Eb1,upup,neuron_cluster_6
Ager,upup,neuron_cluster_6
Msh5,upup,neuron_cluster_6
Ly6g6f,upup,neuron_cluster_6
H2-Q4,upup,neuron_cluster_6
Olfr111,upup,neuron_cluster_6
Clic5,upup,neuron_cluster_6
Gm49870,upup,neuron_cluster_6
Psma8,upup,neuron_cluster_6
Gm2629,upup,neuron_cluster_6
Gm50035,upup,neuron_cluster_6
BC051408,upup,neuron_cluster_6
Zfp474,upup,neuron_cluster_6
Carmn,upup,neuron_cluster_6
Loxhd1,upup,neuron_cluster_6
Acy3,upup,neuron_cluster_6
Cd248,upup,neuron_cluster_6
Gm10817,upup,neuron_cluster_6
Slc25a45,upup,neuron_cluster_6
Slc22a6,upup,neuron_cluster_6
Ms4a6b,upup,neuron_cluster_6
Ms4a6d,upup,neuron_cluster_6
Gcnt1,upup,neuron_cluster_6
Gm9895,upup,neuron_cluster_6
Fas,upup,neuron_cluster_6
Blnk,upup,neuron_cluster_6
4833438C02Rik,upup,neuron_cluster_6
Plp2,upup,neuron_cluster_6
Was,upup,neuron_cluster_6
Ndp,upup,neuron_cluster_6
Dipk2b,upup,neuron_cluster_6
Sash3,upup,neuron_cluster_6
Map7d3,upup,neuron_cluster_6
Dnase1l1,upup,neuron_cluster_6
Arr3,upup,neuron_cluster_6
Gm5127,upup,neuron_cluster_6
Pfkfb1,upup,neuron_cluster_6
Tlr7,upup,neuron_cluster_6
Oxt,downdown,neuron_cluster_6
Apoe,downdown,neuron_cluster_6
Trf,downdown,neuron_cluster_6
Avp,downdown,neuron_cluster_6
Slc1a3,downdown,neuron_cluster_6
Tmem212,downdown,neuron_cluster_6
Gm14858,downdown,neuron_cluster_6
Man1a,downdown,neuron_cluster_6
Sst,downdown,neuron_cluster_6
