Gene,RRquadrant,Sample
Fgf12,downdown,neuron_cluster_5
Dab2,downdown,neuron_cluster_5
1110019D14Rik,downdown,neuron_cluster_5
8030451O07Rik,downdown,neuron_cluster_5
4930567K20Rik,downdown,neuron_cluster_5
Sept4,downdown,neuron_cluster_5
Rgma,downdown,neuron_cluster_5
Gm15398,downdown,neuron_cluster_5
Maml3,downdown,neuron_cluster_5
Litaf,downdown,neuron_cluster_5
Gm14858,downdown,neuron_cluster_5
Col11a1,downdown,neuron_cluster_5
Pcdh7,downdown,neuron_cluster_5
Tmem132cos,downdown,neuron_cluster_5
Htr2c,downdown,neuron_cluster_5
Apbb1ip,downdown,neuron_cluster_5
Galnt17,downdown,neuron_cluster_5
Enox1,downdown,neuron_cluster_5
Sema6a,downdown,neuron_cluster_5
Nxph1,downdown,neuron_cluster_5
Dock1,downdown,neuron_cluster_5
Lepr,downdown,neuron_cluster_5
Plekhg1,downdown,neuron_cluster_5
Mal,downdown,neuron_cluster_5
Grid2,downdown,neuron_cluster_5
D030068K23Rik,downdown,neuron_cluster_5
Gm16351,downdown,neuron_cluster_5
Macrod2os1,downdown,neuron_cluster_5
Vtn,downdown,neuron_cluster_5
Nfasc,downdown,neuron_cluster_5
Lhfp,downdown,neuron_cluster_5
Mcc,downdown,neuron_cluster_5
Ptchd4,downdown,neuron_cluster_5
Trhde,downdown,neuron_cluster_5
4930428E07Rik,downdown,neuron_cluster_5
mt-Co3,updown,neuron_cluster_5
Slc1a3,updown,neuron_cluster_5
Sox2ot,updown,neuron_cluster_5
Mob3b,updown,neuron_cluster_5
Slc1a2,updown,neuron_cluster_5
Chsy3,updown,neuron_cluster_5
Zfp804a,updown,neuron_cluster_5
Il23a,updown,neuron_cluster_5
Ly86,updown,neuron_cluster_5
Arl5c,updown,neuron_cluster_5
Adamts19,updown,neuron_cluster_5
Tmtc2,updown,neuron_cluster_5
Atp1a2,updown,neuron_cluster_5
Ttc29,updown,neuron_cluster_5
Gm29538,updown,neuron_cluster_5
Rab39,updown,neuron_cluster_5
F5,updown,neuron_cluster_5
Tmc5,updown,neuron_cluster_5
Armh1,updown,neuron_cluster_5
Zfp747,updown,neuron_cluster_5
Gm12324,updown,neuron_cluster_5
Car2,updown,neuron_cluster_5
Mobp,updown,neuron_cluster_5
1700028P14Rik,updown,neuron_cluster_5
Plce1,updown,neuron_cluster_5
Nell1os,updown,neuron_cluster_5
Gm38505,updown,neuron_cluster_5
Slco1a4,updown,neuron_cluster_5
Cpa6,updown,neuron_cluster_5
Art3,updown,neuron_cluster_5
9130019P16Rik,updown,neuron_cluster_5
Prr5l,updown,neuron_cluster_5
Opcml,updown,neuron_cluster_5
Calcr,updown,neuron_cluster_5
Arpp21,updown,neuron_cluster_5
Tbxas1,updown,neuron_cluster_5
Lhfpl3,updown,neuron_cluster_5
A830018L16Rik,updown,neuron_cluster_5
Pole,updown,neuron_cluster_5
Gm49785,updown,neuron_cluster_5
Gm26716,updown,neuron_cluster_5
Ccser1,updown,neuron_cluster_5
Dtna,updown,neuron_cluster_5
Dnajc5b,updown,neuron_cluster_5
Slc35f1,updown,neuron_cluster_5
Eps8,updown,neuron_cluster_5
Cyyr1,updown,neuron_cluster_5
3300002A11Rik,updown,neuron_cluster_5
Gnrh1,updown,neuron_cluster_5
Haao,updown,neuron_cluster_5
Nkx2-2os,updown,neuron_cluster_5
Cracr2b,updown,neuron_cluster_5
Nell1,updown,neuron_cluster_5
Slc8a1,updown,neuron_cluster_5
Egfl7,updown,neuron_cluster_5
Nxpe2,updown,neuron_cluster_5
Tnfaip8,updown,neuron_cluster_5
Gm28154,updown,neuron_cluster_5
Dock10,updown,neuron_cluster_5
Gm33255,updown,neuron_cluster_5
Bmpr1b,updown,neuron_cluster_5
Tcf7l1,updown,neuron_cluster_5
Kirrel3,updown,neuron_cluster_5
Sox10,updown,neuron_cluster_5
2610203C22Rik,updown,neuron_cluster_5
Arhgef26,updown,neuron_cluster_5
Plcb1,updown,neuron_cluster_5
Sox6,updown,neuron_cluster_5
Pde1a,updown,neuron_cluster_5
Tshr,updown,neuron_cluster_5
Cenpk,updown,neuron_cluster_5
Apod,updown,neuron_cluster_5
Pdzd2,updown,neuron_cluster_5
Rgs5,updown,neuron_cluster_5
Trpc4,updown,neuron_cluster_5
Gm20713,updown,neuron_cluster_5
Adam12,updown,neuron_cluster_5
Nfib,updown,neuron_cluster_5
Anks1b,updown,neuron_cluster_5
Kif13b,updown,neuron_cluster_5
Adra1a,updown,neuron_cluster_5
Glra3,updown,neuron_cluster_5
Ube2cbp,updown,neuron_cluster_5
Tmem132c,updown,neuron_cluster_5
Gm6133,updown,neuron_cluster_5
Irgm1,updown,neuron_cluster_5
Klf2,updown,neuron_cluster_5
Trpm8,updown,neuron_cluster_5
Gm48606,updown,neuron_cluster_5
St18,updown,neuron_cluster_5
Tpm2,updown,neuron_cluster_5
Thsd1,updown,neuron_cluster_5
Myl9,updown,neuron_cluster_5
Dnah6,updown,neuron_cluster_5
Mecom,updown,neuron_cluster_5
Map7,updown,neuron_cluster_5
Slc7a5,updown,neuron_cluster_5
Tns3,updown,neuron_cluster_5
Gm26862,updown,neuron_cluster_5
Slc6a11,updown,neuron_cluster_5
Ctsh,updown,neuron_cluster_5
Pdgfra,updown,neuron_cluster_5
Plp1,updown,neuron_cluster_5
Megf10,updown,neuron_cluster_5
9530059O14Rik,updown,neuron_cluster_5
Gm49678,updown,neuron_cluster_5
9330175M20Rik,updown,neuron_cluster_5
Ly6c1,updown,neuron_cluster_5
Etl4,updown,neuron_cluster_5
Alox5,updown,neuron_cluster_5
Ak7,updown,neuron_cluster_5
C130073E24Rik,updown,neuron_cluster_5
Fat3,updown,neuron_cluster_5
Gm15155,updown,neuron_cluster_5
Tshz2,updown,neuron_cluster_5
Epha3,updown,neuron_cluster_5
Gm11266,updown,neuron_cluster_5
Meis2,updown,neuron_cluster_5
Airn,updown,neuron_cluster_5
Epha5,updown,neuron_cluster_5
4930587E11Rik,updown,neuron_cluster_5
Gm26834,updown,neuron_cluster_5
Gm11844,updown,neuron_cluster_5
1700042O10Rik,updown,neuron_cluster_5
Pde1c,updown,neuron_cluster_5
E130114P18Rik,updown,neuron_cluster_5
Chst9,updown,neuron_cluster_5
Mbp,updown,neuron_cluster_5
Nostrin,updown,neuron_cluster_5
Csgalnact1,updown,neuron_cluster_5
Magi2,downup,neuron_cluster_5
Lsamp,downup,neuron_cluster_5
Astn2,downup,neuron_cluster_5
Unc5d,downup,neuron_cluster_5
Negr1,downup,neuron_cluster_5
Adgrb3,downup,neuron_cluster_5
Zfhx3,downup,neuron_cluster_5
Ube3a,downup,neuron_cluster_5
Rbms3,downup,neuron_cluster_5
Sgcd,downup,neuron_cluster_5
Khdrbs2,downup,neuron_cluster_5
Rgs7,downup,neuron_cluster_5
Nrg3,downup,neuron_cluster_5
Efna5,downup,neuron_cluster_5
Aff2,downup,neuron_cluster_5
Spock1,downup,neuron_cluster_5
Snhg11,downup,neuron_cluster_5
Tmem163,downup,neuron_cluster_5
Unc5c,downup,neuron_cluster_5
Sema6d,downup,neuron_cluster_5
Pard3b,downup,neuron_cluster_5
Gm48749,downup,neuron_cluster_5
Trf,downup,neuron_cluster_5
Slit2,downup,neuron_cluster_5
Foxp2,downup,neuron_cluster_5
Svil,downup,neuron_cluster_5
Srrm4,downup,neuron_cluster_5
Gm21798,downup,neuron_cluster_5
Agbl4,downup,neuron_cluster_5
Abca9,downup,neuron_cluster_5
Tmem108,downup,neuron_cluster_5
Tenm1,downup,neuron_cluster_5
Trps1,downup,neuron_cluster_5
Fhit,downup,neuron_cluster_5
Mast4,downup,neuron_cluster_5
Rapgef5,downup,neuron_cluster_5
Selplg,downup,neuron_cluster_5
Luzp2,downup,neuron_cluster_5
Ror1,downup,neuron_cluster_5
9430041J12Rik,downup,neuron_cluster_5
Neat1,downup,neuron_cluster_5
Rgs20,downup,neuron_cluster_5
Slc39a12,downup,neuron_cluster_5
Tbx18,downup,neuron_cluster_5
Gm40663,downup,neuron_cluster_5
Hba-a1,downup,neuron_cluster_5
Mctp1,downup,neuron_cluster_5
Hcn1,downup,neuron_cluster_5
Rassf9,downup,neuron_cluster_5
Meg3,downup,neuron_cluster_5
Kank1,downup,neuron_cluster_5
Lrmda,downup,neuron_cluster_5
Tenm4,downup,neuron_cluster_5
Cntn6,downup,neuron_cluster_5
Auts2,downup,neuron_cluster_5
Sash1,downup,neuron_cluster_5
Tafa1,downup,neuron_cluster_5
Wdr17,downup,neuron_cluster_5
Sv2c,downup,neuron_cluster_5
Slit3,downup,neuron_cluster_5
Gm37459,downup,neuron_cluster_5
Trpm3,downup,neuron_cluster_5
Ptprm,downup,neuron_cluster_5
Adarb2,downup,neuron_cluster_5
Arhgap29,downup,neuron_cluster_5
Arhgap24,downup,neuron_cluster_5
Ntng1,downup,neuron_cluster_5
Cemip,downup,neuron_cluster_5
Brinp3,downup,neuron_cluster_5
Pde8b,downup,neuron_cluster_5
Ncam2,downup,neuron_cluster_5
Ldb2,downup,neuron_cluster_5
Gm10848,downup,neuron_cluster_5
Gm4876,downup,neuron_cluster_5
Car10,downup,neuron_cluster_5
Zfp488,downup,neuron_cluster_5
4930547M16Rik,downup,neuron_cluster_5
C730002L08Rik,downup,neuron_cluster_5
1700012P22Rik,downup,neuron_cluster_5
Derl3,downup,neuron_cluster_5
Tafa4,downup,neuron_cluster_5
Pde10a,downup,neuron_cluster_5
Cdk19,downup,neuron_cluster_5
Fbxl8,downup,neuron_cluster_5
Ptprd,downup,neuron_cluster_5
Rgs22,downup,neuron_cluster_5
Xylt1,downup,neuron_cluster_5
Adamts2,downup,neuron_cluster_5
Foxp1,downup,neuron_cluster_5
Zfp521,downup,neuron_cluster_5
Abca8a,downup,neuron_cluster_5
Bcl2,downup,neuron_cluster_5
D7Ertd443e,downup,neuron_cluster_5
Tspan2,downup,neuron_cluster_5
Lrrtm3,downup,neuron_cluster_5
Gm13481,downup,neuron_cluster_5
Pid1,downup,neuron_cluster_5
Dach1,downup,neuron_cluster_5
Cd248,downup,neuron_cluster_5
Gm4258,downup,neuron_cluster_5
Rnf220,downup,neuron_cluster_5
Gjc3,downup,neuron_cluster_5
Adcy2,downup,neuron_cluster_5
Il1rapl2,downup,neuron_cluster_5
Cntnap5c,downup,neuron_cluster_5
Pld5,downup,neuron_cluster_5
Col8a2,downup,neuron_cluster_5
Fign,downup,neuron_cluster_5
Rora,downup,neuron_cluster_5
Kcnip1,downup,neuron_cluster_5
Sox5os4,downup,neuron_cluster_5
Ednrb,downup,neuron_cluster_5
Cables1,downup,neuron_cluster_5
Pak7,downup,neuron_cluster_5
Csmd3,downup,neuron_cluster_5
Tgfbr1,downup,neuron_cluster_5
Abcg2,downup,neuron_cluster_5
Plcxd3,downup,neuron_cluster_5
Adam5,downup,neuron_cluster_5
Ccn3,downup,neuron_cluster_5
Zfp366,downup,neuron_cluster_5
Runx1,downup,neuron_cluster_5
Gm32688,downup,neuron_cluster_5
Sox21,downup,neuron_cluster_5
Fastkd5,downup,neuron_cluster_5
Prr29,downup,neuron_cluster_5
Gm15852,downup,neuron_cluster_5
B4galnt2,downup,neuron_cluster_5
Gm38414,downup,neuron_cluster_5
Emid1,downup,neuron_cluster_5
Sox5os2,downup,neuron_cluster_5
Patl2,downup,neuron_cluster_5
Gm20528,downup,neuron_cluster_5
Myo3a,downup,neuron_cluster_5
A530032D15Rik,downup,neuron_cluster_5
Arr3,downup,neuron_cluster_5
Dapl1,downup,neuron_cluster_5
Nlrc5,downup,neuron_cluster_5
Gm40117,downup,neuron_cluster_5
Slc25a45,downup,neuron_cluster_5
Vsig2,downup,neuron_cluster_5
Slamf6,downup,neuron_cluster_5
Gm9970,downup,neuron_cluster_5
Ednra,downup,neuron_cluster_5
Csta2,downup,neuron_cluster_5
Ttc21a,downup,neuron_cluster_5
Avil,downup,neuron_cluster_5
Slc22a6,downup,neuron_cluster_5
Gm10457,downup,neuron_cluster_5
Gm44763,downup,neuron_cluster_5
Ccdc8,downup,neuron_cluster_5
Slc38a11,downup,neuron_cluster_5
A2m,downup,neuron_cluster_5
Btg4,downup,neuron_cluster_5
2010001K21Rik,downup,neuron_cluster_5
Cdhr3,downup,neuron_cluster_5
Olfr287,downup,neuron_cluster_5
Casp1,downup,neuron_cluster_5
Tafa2,downup,neuron_cluster_5
Gria3,downup,neuron_cluster_5
Dach2,downup,neuron_cluster_5
Cdh20,downup,neuron_cluster_5
Prrg1,downup,neuron_cluster_5
Tox,downup,neuron_cluster_5
Grm1,downup,neuron_cluster_5
Myh11,downup,neuron_cluster_5
Tagln,downup,neuron_cluster_5
Adamts12,downup,neuron_cluster_5
Nnmt,downup,neuron_cluster_5
Igfbp7,downup,neuron_cluster_5
Gm5678,downup,neuron_cluster_5
A230083N12Rik,downup,neuron_cluster_5
Grm8,downup,neuron_cluster_5
Hs6st2,downup,neuron_cluster_5
Mypopos,downup,neuron_cluster_5
Gm27246,downup,neuron_cluster_5
Bfsp2,downup,neuron_cluster_5
Gm28526,downup,neuron_cluster_5
Gm44866,downup,neuron_cluster_5
Gm4128,downup,neuron_cluster_5
Nid1,downup,neuron_cluster_5
Arc,downup,neuron_cluster_5
Gm12326,downup,neuron_cluster_5
Klhl29,downup,neuron_cluster_5
Hs3st2,downup,neuron_cluster_5
Ptprb,downup,neuron_cluster_5
Cpne4,downup,neuron_cluster_5
Itpkb,downup,neuron_cluster_5
Fam83f,downup,neuron_cluster_5
Mir99ahg,downup,neuron_cluster_5
Malrd1,downup,neuron_cluster_5
Gm42439,downup,neuron_cluster_5
Esr1,downup,neuron_cluster_5
Gm44284,downup,neuron_cluster_5
B230323A14Rik,downup,neuron_cluster_5
Slc13a4,downup,neuron_cluster_5
Gp5,downup,neuron_cluster_5
Zfp536,downup,neuron_cluster_5
4930420G21Rik,downup,neuron_cluster_5
Slc38a4,downup,neuron_cluster_5
Irak3,downup,neuron_cluster_5
0610040J01Rik,downup,neuron_cluster_5
Phkg1,downup,neuron_cluster_5
Pex5l,downup,neuron_cluster_5
Gria1,downup,neuron_cluster_5
Ndst4,downup,neuron_cluster_5
Gm1992,downup,neuron_cluster_5
Ush2a,downup,neuron_cluster_5
A330049N07Rik,downup,neuron_cluster_5
Fgf1,downup,neuron_cluster_5
Elovl7,downup,neuron_cluster_5
Acer2,downup,neuron_cluster_5
Gm32647,downup,neuron_cluster_5
Tdo2,downup,neuron_cluster_5
Chn2,downup,neuron_cluster_5
Sec14l5,downup,neuron_cluster_5
Ldlrad4,downup,neuron_cluster_5
Gm20754,downup,neuron_cluster_5
Neu4,downup,neuron_cluster_5
Ankfn1,downup,neuron_cluster_5
Gm20658,downup,neuron_cluster_5
St6galnac3,downup,neuron_cluster_5
9630028H03Rik,downup,neuron_cluster_5
Gm37885,downup,neuron_cluster_5
Gm45904,downup,neuron_cluster_5
Dlc1,downup,neuron_cluster_5
Shisa9,downup,neuron_cluster_5
Phlpp1,downup,neuron_cluster_5
Fbln1,downup,neuron_cluster_5
Gm10714,downup,neuron_cluster_5
Gm42303,downup,neuron_cluster_5
1700057H15Rik,downup,neuron_cluster_5
Apobec2,downup,neuron_cluster_5
Adamts4,downup,neuron_cluster_5
Dnah3,downup,neuron_cluster_5
Ranbp3l,downup,neuron_cluster_5
Wwox,downup,neuron_cluster_5
Cntnap4,downup,neuron_cluster_5
Kl,downup,neuron_cluster_5
Ppef1,downup,neuron_cluster_5
Shisa6,downup,neuron_cluster_5
Slc44a5,downup,neuron_cluster_5
Rasgrp3,downup,neuron_cluster_5
Fbxl7,downup,neuron_cluster_5
Cntn3,downup,neuron_cluster_5
Gm48742,downup,neuron_cluster_5
Prima1,downup,neuron_cluster_5
Atp10a,downup,neuron_cluster_5
Slc35f4,downup,neuron_cluster_5
Caln1,downup,neuron_cluster_5
Myo1f,downup,neuron_cluster_5
Hdac9,downup,neuron_cluster_5
Grin2a,downup,neuron_cluster_5
Daam2,downup,neuron_cluster_5
Igf1,downup,neuron_cluster_5
Wipf1,downup,neuron_cluster_5
3110082J24Rik,downup,neuron_cluster_5
Srgap2,downup,neuron_cluster_5
Pard3bos1,downup,neuron_cluster_5
Abtb2,downup,neuron_cluster_5
Golim4,downup,neuron_cluster_5
Itga9,downup,neuron_cluster_5
Ntm,downup,neuron_cluster_5
Acss3,downup,neuron_cluster_5
Spon1,downup,neuron_cluster_5
Padi2,downup,neuron_cluster_5
Slc7a1,downup,neuron_cluster_5
Sema5a,downup,neuron_cluster_5
Hbb-bt,downup,neuron_cluster_5
Gm32509,downup,neuron_cluster_5
Ipcef1,downup,neuron_cluster_5
Slco2b1,downup,neuron_cluster_5
Slc7a15,downup,neuron_cluster_5
Gm43507,downup,neuron_cluster_5
4930467D21Rik,downup,neuron_cluster_5
Zfpm2,downup,neuron_cluster_5
Itgbl1,downup,neuron_cluster_5
Rmst,downup,neuron_cluster_5
Vgll3,downup,neuron_cluster_5
Prickle2,downup,neuron_cluster_5
Gabrb2,downup,neuron_cluster_5
Slco1c1,downup,neuron_cluster_5
Gm5627,downup,neuron_cluster_5
Ebf1,downup,neuron_cluster_5
Lef1,downup,neuron_cluster_5
Fry,downup,neuron_cluster_5
Spag16,downup,neuron_cluster_5
Sdk1,downup,neuron_cluster_5
Gm49171,downup,neuron_cluster_5
Gpcpd1,downup,neuron_cluster_5
Pip4k2a,downup,neuron_cluster_5
Hs6st3,downup,neuron_cluster_5
Ndufa4l2,downup,neuron_cluster_5
Tm4sf1,downup,neuron_cluster_5
Pde11a,downup,neuron_cluster_5
Spef2,downup,neuron_cluster_5
Hbb-bs,downup,neuron_cluster_5
Gm553,downup,neuron_cluster_5
Gm48236,downup,neuron_cluster_5
Pde4b,downup,neuron_cluster_5
Abcc9,downup,neuron_cluster_5
Mhrt,downup,neuron_cluster_5
Trpc5,downup,neuron_cluster_5
Dock8,downup,neuron_cluster_5
Gucy2f,downup,neuron_cluster_5
Fa2h,downup,neuron_cluster_5
Nav2,downup,neuron_cluster_5
Tbx1,downup,neuron_cluster_5
Fam135b,downup,neuron_cluster_5
Grm3,downup,neuron_cluster_5
Cdh10,downup,neuron_cluster_5
Ypel2,downup,neuron_cluster_5
4930509J09Rik,downup,neuron_cluster_5
Vcan,downup,neuron_cluster_5
Alk,downup,neuron_cluster_5
Tmcc3,downup,neuron_cluster_5
Greb1l,downup,neuron_cluster_5
9630028B13Rik,downup,neuron_cluster_5
Cdh12,downup,neuron_cluster_5
Grm5,downup,neuron_cluster_5
E230014E18Rik,downup,neuron_cluster_5
Ccr5,downup,neuron_cluster_5
A330015K06Rik,downup,neuron_cluster_5
Gm28376,downup,neuron_cluster_5
4930444A19Rik,downup,neuron_cluster_5
Sytl2,downup,neuron_cluster_5
Shroom3,downup,neuron_cluster_5
Gm12128,downup,neuron_cluster_5
Slc7a11,downup,neuron_cluster_5
4933432K03Rik,downup,neuron_cluster_5
Nr3c2,downup,neuron_cluster_5
Lrrtm4,downup,neuron_cluster_5
Ddr2,downup,neuron_cluster_5
Gm16618,downup,neuron_cluster_5
Arl15,downup,neuron_cluster_5
6530403H02Rik,downup,neuron_cluster_5
St3gal6,downup,neuron_cluster_5
Zfp69,downup,neuron_cluster_5
Sult2a2,downup,neuron_cluster_5
Cobll1,downup,neuron_cluster_5
C230024C17Rik,downup,neuron_cluster_5
Atp8b5,downup,neuron_cluster_5
Adcy8,downup,neuron_cluster_5
Heph,downup,neuron_cluster_5
Gm6145,downup,neuron_cluster_5
Ust,downup,neuron_cluster_5
Fermt3,downup,neuron_cluster_5
Lcp2,downup,neuron_cluster_5
Ctss,downup,neuron_cluster_5
5530401A14Rik,downup,neuron_cluster_5
Kcna1,downup,neuron_cluster_5
Cyp7b1,downup,neuron_cluster_5
Gulp1,downup,neuron_cluster_5
Aspa,downup,neuron_cluster_5
Rasgef1b,downup,neuron_cluster_5
Dpyd,downup,neuron_cluster_5
Pde6h,downup,neuron_cluster_5
Gm36431,downup,neuron_cluster_5
Schip1,downup,neuron_cluster_5
Car4,downup,neuron_cluster_5
Gm12296,downup,neuron_cluster_5
Spag17,downup,neuron_cluster_5
Csf3r,downup,neuron_cluster_5
Hes5,downup,neuron_cluster_5
Bmp6,downup,neuron_cluster_5
Plpp3,downup,neuron_cluster_5
Nkain3,downup,neuron_cluster_5
B3galt1,downup,neuron_cluster_5
Ghr,downup,neuron_cluster_5
Gm28905,downup,neuron_cluster_5
Ptprj,downup,neuron_cluster_5
Arhgap15,downup,neuron_cluster_5
Itm2a,downup,neuron_cluster_5
Adamts20,downup,neuron_cluster_5
Nwd2,downup,neuron_cluster_5
Dlgap1,downup,neuron_cluster_5
1700120B22Rik,downup,neuron_cluster_5
Nme8,downup,neuron_cluster_5
Neurl3,downup,neuron_cluster_5
Il1rl2,downup,neuron_cluster_5
Satb2,downup,neuron_cluster_5
Aox3,downup,neuron_cluster_5
Casp8,downup,neuron_cluster_5
Gm816,downup,neuron_cluster_5
Glrp1,downup,neuron_cluster_5
Sctr,downup,neuron_cluster_5
Tmem37,downup,neuron_cluster_5
Pkp1,downup,neuron_cluster_5
Gm20471,downup,neuron_cluster_5
Arhgap30,downup,neuron_cluster_5
F11r,downup,neuron_cluster_5
Cd84,downup,neuron_cluster_5
Mndal,downup,neuron_cluster_5
2210411M09Rik,downup,neuron_cluster_5
Ccdc121,downup,neuron_cluster_5
Gm32200,downup,neuron_cluster_5
Gm10134,downup,neuron_cluster_5
