Gene,RRquadrant,Sample
Zmat4,upup,neuron_cluster_9
Cd248,upup,neuron_cluster_9
Sox5os2,upup,neuron_cluster_9
Cyth4,upup,neuron_cluster_9
Chst7,upup,neuron_cluster_9
Lrfn5,upup,neuron_cluster_9
Tshz2,upup,neuron_cluster_9
Adgrl3,upup,neuron_cluster_9
Galntl6,upup,neuron_cluster_9
Ldb2,upup,neuron_cluster_9
Htr2c,upup,neuron_cluster_9
Nav3,upup,neuron_cluster_9
Csmd1,upup,neuron_cluster_9
Dnah8,upup,neuron_cluster_9
Slc7a5,upup,neuron_cluster_9
Kcnt2,upup,neuron_cluster_9
Gm26862,upup,neuron_cluster_9
Sema6a,upup,neuron_cluster_9
Prickle2,upup,neuron_cluster_9
Pde3a,upup,neuron_cluster_9
Slfn2,upup,neuron_cluster_9
Aldh1a1,upup,neuron_cluster_9
Gmfg,upup,neuron_cluster_9
Rgs7,upup,neuron_cluster_9
Car10,upup,neuron_cluster_9
Cntnap2,upup,neuron_cluster_9
Cntnap5c,upup,neuron_cluster_9
Rorb,upup,neuron_cluster_9
Cntn4,upup,neuron_cluster_9
Gnrh1,upup,neuron_cluster_9
Mir670hg,upup,neuron_cluster_9
2610307P16Rik,upup,neuron_cluster_9
Acta2,upup,neuron_cluster_9
Rbms3,upup,neuron_cluster_9
Ephb1,upup,neuron_cluster_9
Adcy2,upup,neuron_cluster_9
Sgcz,upup,neuron_cluster_9
C230072F16Rik,upup,neuron_cluster_9
Gm39027,upup,neuron_cluster_9
Eya1,upup,neuron_cluster_9
Casp8,upup,neuron_cluster_9
Apcdd1,upup,neuron_cluster_9
Frk,upup,neuron_cluster_9
Nlrc5,upup,neuron_cluster_9
Enpp1,upup,neuron_cluster_9
Gm12324,upup,neuron_cluster_9
Arl5c,upup,neuron_cluster_9
Gm47782,upup,neuron_cluster_9
Nhlh2,upup,neuron_cluster_9
Rasgrp3,upup,neuron_cluster_9
Gm48606,upup,neuron_cluster_9
Gp5,upup,neuron_cluster_9
Slc7a7,upup,neuron_cluster_9
Col23a1,upup,neuron_cluster_9
Prrx1,upup,neuron_cluster_9
Spata17,upup,neuron_cluster_9
Plcxd3,upup,neuron_cluster_9
Ptprt,upup,neuron_cluster_9
Grip1,upup,neuron_cluster_9
Cdh12,upup,neuron_cluster_9
Ankfn1,upup,neuron_cluster_9
Gm973,upup,neuron_cluster_9
Rtl4,upup,neuron_cluster_9
Hbb-bt,upup,neuron_cluster_9
Grid1,upup,neuron_cluster_9
Gm30524,upup,neuron_cluster_9
Rassf3,upup,neuron_cluster_9
Csf1r,upup,neuron_cluster_9
Myl9,upup,neuron_cluster_9
Gatm,upup,neuron_cluster_9
Ano1,upup,neuron_cluster_9
Acss3,upup,neuron_cluster_9
Phlpp1,upup,neuron_cluster_9
Zfpm2,upup,neuron_cluster_9
Slc7a1,upup,neuron_cluster_9
Nckap5,upup,neuron_cluster_9
Gm10754,upup,neuron_cluster_9
Cdh8,upup,neuron_cluster_9
Astn2,upup,neuron_cluster_9
Kcnd2,upup,neuron_cluster_9
Pde1c,upup,neuron_cluster_9
Thsd7b,upup,neuron_cluster_9
Skap2,upup,neuron_cluster_9
Pbx1,upup,neuron_cluster_9
Nrxn3,upup,neuron_cluster_9
4930555F03Rik,upup,neuron_cluster_9
Abtb2,upup,neuron_cluster_9
Ptprg,upup,neuron_cluster_9
Grm7,upup,neuron_cluster_9
Cdh10,upup,neuron_cluster_9
Dock8,upup,neuron_cluster_9
St18,upup,neuron_cluster_9
Gabrb2,upup,neuron_cluster_9
Dab1,upup,neuron_cluster_9
Ptchd4,upup,neuron_cluster_9
Tmeff2,upup,neuron_cluster_9
Cdh20,upup,neuron_cluster_9
Inhbb,upup,neuron_cluster_9
Gm20757,upup,neuron_cluster_9
Adamts4,upup,neuron_cluster_9
Abca9,upup,neuron_cluster_9
Tmprss4,upup,neuron_cluster_9
Tnfaip6,upup,neuron_cluster_9
Egfr,upup,neuron_cluster_9
Sctr,upup,neuron_cluster_9
Capn9,upup,neuron_cluster_9
Ecscr,upup,neuron_cluster_9
Ebf3,upup,neuron_cluster_9
Rem1,upup,neuron_cluster_9
Atad3aos,upup,neuron_cluster_9
Sult2a2,upup,neuron_cluster_9
Gm48607,upup,neuron_cluster_9
Apobec2,upup,neuron_cluster_9
Tbx3os1,upup,neuron_cluster_9
Slc6a13,upup,neuron_cluster_9
Trip13,upup,neuron_cluster_9
Rasal3,upup,neuron_cluster_9
Milr1,upup,neuron_cluster_9
Ptprc,upup,neuron_cluster_9
5033421B08Rik,upup,neuron_cluster_9
Hspa1a,upup,neuron_cluster_9
Tdo2,upup,neuron_cluster_9
Gm31592,upup,neuron_cluster_9
Zfp474,upup,neuron_cluster_9
Tal1,upup,neuron_cluster_9
Dnali1,upup,neuron_cluster_9
Trim12c,upup,neuron_cluster_9
Olfr287,upup,neuron_cluster_9
Wdfy4,upup,neuron_cluster_9
Bmp4,upup,neuron_cluster_9
Pde6b,upup,neuron_cluster_9
Fbxw15,upup,neuron_cluster_9
Skor1,upup,neuron_cluster_9
Bfsp2,upup,neuron_cluster_9
1700018A04Rik,upup,neuron_cluster_9
4833427G06Rik,upup,neuron_cluster_9
March1,upup,neuron_cluster_9
Lama1,upup,neuron_cluster_9
Grik2,upup,neuron_cluster_9
Pard3bos1,upup,neuron_cluster_9
Armc4,upup,neuron_cluster_9
Fam135b,upup,neuron_cluster_9
Gm19500,upup,neuron_cluster_9
Igfbp7,upup,neuron_cluster_9
Slco1a4,upup,neuron_cluster_9
Grid2,upup,neuron_cluster_9
Kif13b,upup,neuron_cluster_9
Svil,upup,neuron_cluster_9
Selplg,upup,neuron_cluster_9
Gm32647,upup,neuron_cluster_9
Igf1r,upup,neuron_cluster_9
Myo10,upup,neuron_cluster_9
6530403H02Rik,upup,neuron_cluster_9
Gpc6,upup,neuron_cluster_9
Pcdh9,upup,neuron_cluster_9
9430041J12Rik,upup,neuron_cluster_9
Galnt17,upup,neuron_cluster_9
Fnbp1,upup,neuron_cluster_9
Itgbl1,upup,neuron_cluster_9
Frmpd4,upup,neuron_cluster_9
Il1rapl1,upup,neuron_cluster_9
Esr1,upup,neuron_cluster_9
Ctnna2,upup,neuron_cluster_9
Gm32036,upup,neuron_cluster_9
Synpr,upup,neuron_cluster_9
Lrtm1,upup,neuron_cluster_9
Slc24a2,upup,neuron_cluster_9
Sox6,upup,neuron_cluster_9
Rgs5,upup,neuron_cluster_9
mt-Nd6,upup,neuron_cluster_9
Airn,upup,neuron_cluster_9
Podxl,upup,neuron_cluster_9
Stk32a,upup,neuron_cluster_9
Cemip,upup,neuron_cluster_9
Ccser1,upup,neuron_cluster_9
Cntnap5b,upup,neuron_cluster_9
Gm13481,upup,neuron_cluster_9
Unc5d,upup,neuron_cluster_9
Kif4,upup,neuron_cluster_9
Oacyl,upup,neuron_cluster_9
Zfp804b,upup,neuron_cluster_9
Nid1,upup,neuron_cluster_9
Dock1,upup,neuron_cluster_9
Kcnmb2,upup,neuron_cluster_9
Gria1,upup,neuron_cluster_9
Iqch,upup,neuron_cluster_9
Gria3,upup,neuron_cluster_9
Slco2b1,upup,neuron_cluster_9
Neu4,upup,neuron_cluster_9
9630013A20Rik,upup,neuron_cluster_9
Efna5,upup,neuron_cluster_9
Cped1,upup,neuron_cluster_9
Elavl2,upup,neuron_cluster_9
Khdrbs2,upup,neuron_cluster_9
Cp,upup,neuron_cluster_9
1700042O10Rik,upup,neuron_cluster_9
Klhl1,upup,neuron_cluster_9
Sox2ot,upup,neuron_cluster_9
Mdga2,upup,neuron_cluster_9
Ednrb,upup,neuron_cluster_9
Grm3,upup,neuron_cluster_9
Utrn,upup,neuron_cluster_9
Ncam2,upup,neuron_cluster_9
Uaca,upup,neuron_cluster_9
Itih5,upup,neuron_cluster_9
Egfem1,upup,neuron_cluster_9
Mcc,upup,neuron_cluster_9
Dpp6,upup,neuron_cluster_9
Auts2,upup,neuron_cluster_9
Pbx3,upup,neuron_cluster_9
Trps1,upup,neuron_cluster_9
Epha3,upup,neuron_cluster_9
Kcnip4,upup,neuron_cluster_9
Cntnap5a,upup,neuron_cluster_9
Malat1,upup,neuron_cluster_9
A230057D06Rik,upup,neuron_cluster_9
Zfp521,upup,neuron_cluster_9
Unc13c,upup,neuron_cluster_9
Pou6f2,upup,neuron_cluster_9
Epha6,upup,neuron_cluster_9
Arsb,upup,neuron_cluster_9
Mbp,upup,neuron_cluster_9
Nkain3,upup,neuron_cluster_9
Pld5,upup,neuron_cluster_9
Col9a1,upup,neuron_cluster_9
Il1rl2,upup,neuron_cluster_9
Gm553,upup,neuron_cluster_9
Aox3,upup,neuron_cluster_9
Ctla4,upup,neuron_cluster_9
Slc11a1,upup,neuron_cluster_9
Des,upup,neuron_cluster_9
A530032D15Rik,upup,neuron_cluster_9
Sp110,upup,neuron_cluster_9
A630001G21Rik,upup,neuron_cluster_9
Snorc,upup,neuron_cluster_9
Gm20528,upup,neuron_cluster_9
Gm29538,upup,neuron_cluster_9
Glrp1,upup,neuron_cluster_9
Gm28800,upup,neuron_cluster_9
Pkp1,upup,neuron_cluster_9
Gm20631,upup,neuron_cluster_9
C230024C17Rik,upup,neuron_cluster_9
Gm9530,upup,neuron_cluster_9
Fmo2,upup,neuron_cluster_9
Gm20471,upup,neuron_cluster_9
F5,upup,neuron_cluster_9
Rcsd1,upup,neuron_cluster_9
Gm15852,upup,neuron_cluster_9
Arhgap30,upup,neuron_cluster_9
Cd84,upup,neuron_cluster_9
Slamf6,upup,neuron_cluster_9
2210411M09Rik,upup,neuron_cluster_9
Ccdc121,upup,neuron_cluster_9
Gm32200,upup,neuron_cluster_9
Traf3ip3,upup,neuron_cluster_9
8030442B05Rik,upup,neuron_cluster_9
1810059C17Rik,upup,neuron_cluster_9
Armc3,upup,neuron_cluster_9
Apbb1ip,upup,neuron_cluster_9
Cutal,upup,neuron_cluster_9
Traf1,upup,neuron_cluster_9
Galnt5,upup,neuron_cluster_9
Dapl1,upup,neuron_cluster_9
Pla2r1,upup,neuron_cluster_9
Ttc30a1,upup,neuron_cluster_9
Neurod1,upup,neuron_cluster_9
P2rx3,upup,neuron_cluster_9
Spi1,upup,neuron_cluster_9
Bmf,upup,neuron_cluster_9
Plcb2,upup,neuron_cluster_9
Spint1,upup,neuron_cluster_9
Morrbid,upup,neuron_cluster_9
Fastkd5,upup,neuron_cluster_9
Gm14064,upup,neuron_cluster_9
Tpx2,upup,neuron_cluster_9
Foxs1,upup,neuron_cluster_9
Procr,upup,neuron_cluster_9
Fam83d,upup,neuron_cluster_9
Sgk2,upup,neuron_cluster_9
Wfdc3,upup,neuron_cluster_9
Gm14412,upup,neuron_cluster_9
Bhlhe22,upup,neuron_cluster_9
Gm30667,upup,neuron_cluster_9
Tnfsf10,upup,neuron_cluster_9
Mecomos,upup,neuron_cluster_9
Gpr160,upup,neuron_cluster_9
Rxfp1,upup,neuron_cluster_9
Fcrls,upup,neuron_cluster_9
Pear1,upup,neuron_cluster_9
Gm16069,upup,neuron_cluster_9
Efna1,upup,neuron_cluster_9
S100a4,upup,neuron_cluster_9
Hmgcs2,upup,neuron_cluster_9
Tbx15,upup,neuron_cluster_9
Tent5c,upup,neuron_cluster_9
Gm43242,upup,neuron_cluster_9
Gm42658,upup,neuron_cluster_9
Cd53,upup,neuron_cluster_9
Mybphl,upup,neuron_cluster_9
Gm12522,upup,neuron_cluster_9
Alpk1,upup,neuron_cluster_9
Enpep,upup,neuron_cluster_9
Gbp5,upup,neuron_cluster_9
Gm12381,upup,neuron_cluster_9
Tpm2,upup,neuron_cluster_9
8030451A03Rik,upup,neuron_cluster_9
A230083N12Rik,upup,neuron_cluster_9
Trabd2b,upup,neuron_cluster_9
Armh1,upup,neuron_cluster_9
Zfp69,upup,neuron_cluster_9
1700057H15Rik,upup,neuron_cluster_9
Col8a2,upup,neuron_cluster_9
Clspn,upup,neuron_cluster_9
Tinagl1,upup,neuron_cluster_9
Med18,upup,neuron_cluster_9
1700021N21Rik,upup,neuron_cluster_9
Tmem51os1,upup,neuron_cluster_9
1700012P22Rik,upup,neuron_cluster_9
Gm17590,upup,neuron_cluster_9
Cenpa,upup,neuron_cluster_9
Htra3,upup,neuron_cluster_9
Sh3tc1,upup,neuron_cluster_9
Gm3716,upup,neuron_cluster_9
Rhoh,upup,neuron_cluster_9
Rbm47,upup,neuron_cluster_9
Gbp9,upup,neuron_cluster_9
Gbp4,upup,neuron_cluster_9
Slc26a1,upup,neuron_cluster_9
Gm17655,upup,neuron_cluster_9
Pole,upup,neuron_cluster_9
Cmklr1,upup,neuron_cluster_9
Gm10401,upup,neuron_cluster_9
Gm13842,upup,neuron_cluster_9
B230112J18Rik,upup,neuron_cluster_9
Fzd10os,upup,neuron_cluster_9
Zp3,upup,neuron_cluster_9
Gm42557,upup,neuron_cluster_9
Pdk4,upup,neuron_cluster_9
Slc13a1,upup,neuron_cluster_9
Slc13a4,upup,neuron_cluster_9
Gm44284,upup,neuron_cluster_9
Gimap8,upup,neuron_cluster_9
Gimap9,upup,neuron_cluster_9
Gm16499,upup,neuron_cluster_9
Gm16499.1,upup,neuron_cluster_9
Gm16838,upup,neuron_cluster_9
Hk2,upup,neuron_cluster_9
Arhgap25,upup,neuron_cluster_9
Mcm2,upup,neuron_cluster_9
Gm9946,upup,neuron_cluster_9
A2m,upup,neuron_cluster_9
Ptpn6,upup,neuron_cluster_9
Tead4,upup,neuron_cluster_9
BC035044,upup,neuron_cluster_9
Clec1a,upup,neuron_cluster_9
Abcc9,upup,neuron_cluster_9
Sspnos,upup,neuron_cluster_9
Zfp541,upup,neuron_cluster_9
Kcnn4,upup,neuron_cluster_9
Gm44662,upup,neuron_cluster_9
Gm44992,upup,neuron_cluster_9
Gm17102,upup,neuron_cluster_9
Gm45669,upup,neuron_cluster_9
Gm30075,upup,neuron_cluster_9
Fes,upup,neuron_cluster_9
5930435M05Rik,upup,neuron_cluster_9
Gm34280,upup,neuron_cluster_9
P2ry6,upup,neuron_cluster_9
Trim5,upup,neuron_cluster_9
Trim30a,upup,neuron_cluster_9
Trim30d,upup,neuron_cluster_9
Gm45025,upup,neuron_cluster_9
Tmc5,upup,neuron_cluster_9
Gm44763,upup,neuron_cluster_9
Gm44866,upup,neuron_cluster_9
Zfp747,upup,neuron_cluster_9
Prss53,upup,neuron_cluster_9
1700120G07Rik,upup,neuron_cluster_9
Gm36356,upup,neuron_cluster_9
Irf7,upup,neuron_cluster_9
Sct,upup,neuron_cluster_9
Cracr2b,upup,neuron_cluster_9
Gm45408,upup,neuron_cluster_9
5830408C22Rik,upup,neuron_cluster_9
Gm31045,upup,neuron_cluster_9
Gm38414,upup,neuron_cluster_9
Gm16675,upup,neuron_cluster_9
Gm45600,upup,neuron_cluster_9
Ednra,upup,neuron_cluster_9
Ttc29,upup,neuron_cluster_9
Gm31105,upup,neuron_cluster_9
Gm10643,upup,neuron_cluster_9
C330011M18Rik,upup,neuron_cluster_9
Gm26532,upup,neuron_cluster_9
Crnde,upup,neuron_cluster_9
Irx5,upup,neuron_cluster_9
Adgrg3,upup,neuron_cluster_9
Sap18b,upup,neuron_cluster_9
Cdh5,upup,neuron_cluster_9
Dpep2.1,upup,neuron_cluster_9
Chtf8,upup,neuron_cluster_9
Crispld2,upup,neuron_cluster_9
Fendrr,upup,neuron_cluster_9
Gm26747,upup,neuron_cluster_9
Piezo1,upup,neuron_cluster_9
Cdt1,upup,neuron_cluster_9
Casp1,upup,neuron_cluster_9
Gm27201,upup,neuron_cluster_9
Robo4,upup,neuron_cluster_9
Robo3,upup,neuron_cluster_9
Vsig2,upup,neuron_cluster_9
Cxcr5,upup,neuron_cluster_9
A830035O19Rik,upup,neuron_cluster_9
4931429L15Rik,upup,neuron_cluster_9
Btg4,upup,neuron_cluster_9
Rasl12,upup,neuron_cluster_9
Bmp5,upup,neuron_cluster_9
Tbx18,upup,neuron_cluster_9
Bcl2a1b,upup,neuron_cluster_9
Gm31409,upup,neuron_cluster_9
Gm29521,upup,neuron_cluster_9
Col6a6,upup,neuron_cluster_9
Mapkapk3,upup,neuron_cluster_9
Uba7,upup,neuron_cluster_9
Gm10030,upup,neuron_cluster_9
Klhl40,upup,neuron_cluster_9
Topaz1,upup,neuron_cluster_9
Adgrg6,upup,neuron_cluster_9
Gm26740,upup,neuron_cluster_9
Eya4,upup,neuron_cluster_9
Gm48084,upup,neuron_cluster_9
Gm48045,upup,neuron_cluster_9
Calhm6,upup,neuron_cluster_9
Amd2,upup,neuron_cluster_9
4930547M16Rik,upup,neuron_cluster_9
Derl3,upup,neuron_cluster_9
Gm867,upup,neuron_cluster_9
Zfp781,upup,neuron_cluster_9
Gm16268,upup,neuron_cluster_9
Gm32688,upup,neuron_cluster_9
Gm47719,upup,neuron_cluster_9
Epyc,upup,neuron_cluster_9
Gm20758,upup,neuron_cluster_9
Lyz2,upup,neuron_cluster_9
Irak3,upup,neuron_cluster_9
Gpr182,upup,neuron_cluster_9
Il23a,upup,neuron_cluster_9
Pgam2,upup,neuron_cluster_9
Ikzf1,upup,neuron_cluster_9
Egfros,upup,neuron_cluster_9
Gm12145,upup,neuron_cluster_9
Havcr2,upup,neuron_cluster_9
9930111J21Rik2,upup,neuron_cluster_9
Flt4,upup,neuron_cluster_9
A430108G06Rik,upup,neuron_cluster_9
Igtp,upup,neuron_cluster_9
Irgm2,upup,neuron_cluster_9
B9d1os,upup,neuron_cluster_9
Usp43,upup,neuron_cluster_9
Cfap52,upup,neuron_cluster_9
Pik3r6,upup,neuron_cluster_9
Acap1,upup,neuron_cluster_9
Gm12326,upup,neuron_cluster_9
Trpv3,upup,neuron_cluster_9
Hic1,upup,neuron_cluster_9
Adap2os,upup,neuron_cluster_9
Slfn3,upup,neuron_cluster_9
Lpo,upup,neuron_cluster_9
4930405D11Rik,upup,neuron_cluster_9
Abcc3,upup,neuron_cluster_9
Abi3,upup,neuron_cluster_9
Gngt2,upup,neuron_cluster_9
B4galnt2,upup,neuron_cluster_9
1700003D09Rik,upup,neuron_cluster_9
Erbb2,upup,neuron_cluster_9
Top2a,upup,neuron_cluster_9
Ptges3l,upup,neuron_cluster_9
Prr29,upup,neuron_cluster_9
Cd300c2,upup,neuron_cluster_9
6030468B19Rik,upup,neuron_cluster_9
Card14,upup,neuron_cluster_9
Fscn2,upup,neuron_cluster_9
Gm11775,upup,neuron_cluster_9
Slc7a15,upup,neuron_cluster_9
Gm47391,upup,neuron_cluster_9
Mycn,upup,neuron_cluster_9
Gm48605,upup,neuron_cluster_9
Pik3cg,upup,neuron_cluster_9
Gm34408,upup,neuron_cluster_9
Gm47431,upup,neuron_cluster_9
Tshr,upup,neuron_cluster_9
Gm20682,upup,neuron_cluster_9
Efcab11,upup,neuron_cluster_9
Gm20658,upup,neuron_cluster_9
9330199G10Rik,upup,neuron_cluster_9
C230035I16Rik,upup,neuron_cluster_9
Agtr1a,upup,neuron_cluster_9
F13a1,upup,neuron_cluster_9
Gm10790,upup,neuron_cluster_9
Edn1,upup,neuron_cluster_9
2010001K21Rik,upup,neuron_cluster_9
4931429P17Rik,upup,neuron_cluster_9
Susd3,upup,neuron_cluster_9
Nxnl2,upup,neuron_cluster_9
Tifab,upup,neuron_cluster_9
4930455J16Rik,upup,neuron_cluster_9
Hsd17b3,upup,neuron_cluster_9
Slc35d2,upup,neuron_cluster_9
Gm47467,upup,neuron_cluster_9
Gcnt4,upup,neuron_cluster_9
Zfp366,upup,neuron_cluster_9
Naip2,upup,neuron_cluster_9
Gm48371,upup,neuron_cluster_9
Sema3g,upup,neuron_cluster_9
Lrrc18,upup,neuron_cluster_9
Zfp488,upup,neuron_cluster_9
A530076I17Rik,upup,neuron_cluster_9
Gm48933,upup,neuron_cluster_9
Olfr1511,upup,neuron_cluster_9
Olfr1510,upup,neuron_cluster_9
Olfr1508,upup,neuron_cluster_9
Mhrt,upup,neuron_cluster_9
Nfatc4,upup,neuron_cluster_9
Gjb2,upup,neuron_cluster_9
Gm4491,upup,neuron_cluster_9
Gm27010,upup,neuron_cluster_9
Sox7,upup,neuron_cluster_9
4930438E09Rik,upup,neuron_cluster_9
Reep4,upup,neuron_cluster_9
Gm19301,upup,neuron_cluster_9
Fam216b,upup,neuron_cluster_9
4930452G13Rik,upup,neuron_cluster_9
Gm34589,upup,neuron_cluster_9
Dct,upup,neuron_cluster_9
Sox21,upup,neuron_cluster_9
Gm4675,upup,neuron_cluster_9
Gm2245,upup,neuron_cluster_9
Il7r,upup,neuron_cluster_9
Fer1l6,upup,neuron_cluster_9
Gm20712,upup,neuron_cluster_9
Myc,upup,neuron_cluster_9
Tg,upup,neuron_cluster_9
Mafa,upup,neuron_cluster_9
Gsdmd,upup,neuron_cluster_9
Csf2rb,upup,neuron_cluster_9
Tmprss6,upup,neuron_cluster_9
Gm36738,upup,neuron_cluster_9
Fam83f,upup,neuron_cluster_9
A4galt,upup,neuron_cluster_9
1700001L05Rik,upup,neuron_cluster_9
Arhgap8,upup,neuron_cluster_9
Upk3a,upup,neuron_cluster_9
Celsr1,upup,neuron_cluster_9
Slc38a4,upup,neuron_cluster_9
Prph,upup,neuron_cluster_9
Fam186a,upup,neuron_cluster_9
Smagp,upup,neuron_cluster_9
Nckap1l,upup,neuron_cluster_9
Gm49785,upup,neuron_cluster_9
Tbx1,upup,neuron_cluster_9
Klhl6,upup,neuron_cluster_9
Atp13a4,upup,neuron_cluster_9
Nrros,upup,neuron_cluster_9
Cd86,upup,neuron_cluster_9
Cd200r1,upup,neuron_cluster_9
4930500H12Rik,upup,neuron_cluster_9
Gm49678,upup,neuron_cluster_9
Cyyr1,upup,neuron_cluster_9
4930420G21Rik,upup,neuron_cluster_9
Runx1,upup,neuron_cluster_9
Gm5678,upup,neuron_cluster_9
Bace2,upup,neuron_cluster_9
Ccr6,upup,neuron_cluster_9
Smoc2,upup,neuron_cluster_9
Igfals,upup,neuron_cluster_9
Gm33727,upup,neuron_cluster_9
Itpr3,upup,neuron_cluster_9
Gm41556,upup,neuron_cluster_9
Fgd2,upup,neuron_cluster_9
Ager,upup,neuron_cluster_9
Msh5,upup,neuron_cluster_9
Ly6g6f,upup,neuron_cluster_9
Olfr111,upup,neuron_cluster_9
1700071M16Rik,upup,neuron_cluster_9
Gm49870,upup,neuron_cluster_9
Gm26510,upup,neuron_cluster_9
Psma8,upup,neuron_cluster_9
Gm50035,upup,neuron_cluster_9
BC051408,upup,neuron_cluster_9
Gm50146,upup,neuron_cluster_9
Tmem173,upup,neuron_cluster_9
Arap3,upup,neuron_cluster_9
Adrb2,upup,neuron_cluster_9
Loxhd1,upup,neuron_cluster_9
Gm17266,upup,neuron_cluster_9
Acy3,upup,neuron_cluster_9
4833408A19Rik,upup,neuron_cluster_9
Gm10817,upup,neuron_cluster_9
Frmd8os,upup,neuron_cluster_9
Slc25a45,upup,neuron_cluster_9
Slc22a6,upup,neuron_cluster_9
Ms4a6b,upup,neuron_cluster_9
Fas,upup,neuron_cluster_9
Kif20b,upup,neuron_cluster_9
Hhex,upup,neuron_cluster_9
4833438C02Rik,upup,neuron_cluster_9
Ndp,upup,neuron_cluster_9
Dipk2b,upup,neuron_cluster_9
Sash3,upup,neuron_cluster_9
Map7d3,upup,neuron_cluster_9
Bgn,upup,neuron_cluster_9
Dnase1l1,upup,neuron_cluster_9
Heph,upup,neuron_cluster_9
Cysltr1,upup,neuron_cluster_9
Gm5127,upup,neuron_cluster_9
Lpar4,upup,neuron_cluster_9
Ace2,upup,neuron_cluster_9
Bmx,upup,neuron_cluster_9
Tlr7,upup,neuron_cluster_9
Oxt,downdown,neuron_cluster_9
Tmem212,downdown,neuron_cluster_9
Gjc3,downdown,neuron_cluster_9
Avp,downdown,neuron_cluster_9
Fn1,downdown,neuron_cluster_9
Tgfbr1,downdown,neuron_cluster_9
Dleu2,downdown,neuron_cluster_9
Bmp6,downdown,neuron_cluster_9
Mgp,downdown,neuron_cluster_9
Arhgap15,downdown,neuron_cluster_9
9330175M20Rik,downdown,neuron_cluster_9
Avil,downdown,neuron_cluster_9
Meg3,downdown,neuron_cluster_9
Ushbp1,downdown,neuron_cluster_9
Ppef1,downdown,neuron_cluster_9
Gm26512,downdown,neuron_cluster_9
Dkkl1,downdown,neuron_cluster_9
Car4,downdown,neuron_cluster_9
Gm15655,downdown,neuron_cluster_9
Apoe,downdown,neuron_cluster_9
Grm1,downdown,neuron_cluster_9
Srgap2,downdown,neuron_cluster_9
Itih3,downdown,neuron_cluster_9
Slc2a1,downdown,neuron_cluster_9
Fgf1,downdown,neuron_cluster_9
Itga1,downdown,neuron_cluster_9
Slc14a2,downdown,neuron_cluster_9
Pdzrn4,downdown,neuron_cluster_9
Ptch1,downdown,neuron_cluster_9
Ets1,downdown,neuron_cluster_9
Gm2164,downdown,neuron_cluster_9
Neat1,downdown,neuron_cluster_9
Cables1,downdown,neuron_cluster_9
Tspan2,downdown,neuron_cluster_9
Hcn1,downdown,neuron_cluster_9
Prima1,downdown,neuron_cluster_9
Sox10,downdown,neuron_cluster_9
Ddo,downdown,neuron_cluster_9
Adamtsl1,downdown,neuron_cluster_9
Rnf220,downdown,neuron_cluster_9
Bcl2,downdown,neuron_cluster_9
Lrmda,downdown,neuron_cluster_9
Chn2,downdown,neuron_cluster_9
Gm15155,downdown,neuron_cluster_9
Itga9,downdown,neuron_cluster_9
Plp1,downdown,neuron_cluster_9
Gsdme,downdown,neuron_cluster_9
5530401A14Rik,downdown,neuron_cluster_9
