Gene,RRquadrant,Sample
Atg4a,upup,neuron_cluster_12
Akap13,upup,neuron_cluster_12
Oacyl,upup,neuron_cluster_12
Daam2,upup,neuron_cluster_12
Zmat4,upup,neuron_cluster_12
Prr16,upup,neuron_cluster_12
Pip4k2a,upup,neuron_cluster_12
Sept4,upup,neuron_cluster_12
Gm34544,upup,neuron_cluster_12
Skap2,upup,neuron_cluster_12
Nxph1,upup,neuron_cluster_12
Nckap5,upup,neuron_cluster_12
Lyz2,upup,neuron_cluster_12
Rgs5,upup,neuron_cluster_12
Fa2h,upup,neuron_cluster_12
Spon1,upup,neuron_cluster_12
Frmd4b,upup,neuron_cluster_12
Lef1,upup,neuron_cluster_12
Gm31356,upup,neuron_cluster_12
Nfia,upup,neuron_cluster_12
Efna5,upup,neuron_cluster_12
Mobp,upup,neuron_cluster_12
Myo10,upup,neuron_cluster_12
Kank1,downdown,neuron_cluster_12
Avp,downdown,neuron_cluster_12
March1,downdown,neuron_cluster_12
Gm4876,downdown,neuron_cluster_12
Hcn1,downdown,neuron_cluster_12
Rgs6,downdown,neuron_cluster_12
Zfpm2,downdown,neuron_cluster_12
Alk,downdown,neuron_cluster_12
Sorcs2,downdown,neuron_cluster_12
Kcnb2,downdown,neuron_cluster_12
Gabrb2,downdown,neuron_cluster_12
Cadps2,downdown,neuron_cluster_12
Grin2a,downdown,neuron_cluster_12
5730522E02Rik,downdown,neuron_cluster_12
Cacnb2,downdown,neuron_cluster_12
Ctnna3,downdown,neuron_cluster_12
Ptprt,downdown,neuron_cluster_12
Cadm2,downdown,neuron_cluster_12
Hdac9,downdown,neuron_cluster_12
Adcy2,downdown,neuron_cluster_12
Dpp6,downdown,neuron_cluster_12
Trps1,downdown,neuron_cluster_12
Sgcd,downdown,neuron_cluster_12
Dock4,downdown,neuron_cluster_12
Cacna2d3,downdown,neuron_cluster_12
Schip1,downdown,neuron_cluster_12
Lrrtm3,downdown,neuron_cluster_12
Gm16351,downdown,neuron_cluster_12
Cdh8,downdown,neuron_cluster_12
Dpp10,downdown,neuron_cluster_12
Lingo2,downdown,neuron_cluster_12
Elmo1,downdown,neuron_cluster_12
Anks1b,downdown,neuron_cluster_12
Chst9,downdown,neuron_cluster_12
A230057D06Rik,downdown,neuron_cluster_12
Usp29,downdown,neuron_cluster_12
Zbtb20,downdown,neuron_cluster_12
Epha5,downdown,neuron_cluster_12
Epha6,downdown,neuron_cluster_12
Chn2,downdown,neuron_cluster_12
Negr1,downdown,neuron_cluster_12
Dmd,downdown,neuron_cluster_12
Pbx3,downdown,neuron_cluster_12
Dlgap1,downdown,neuron_cluster_12
Cacna2d1,downdown,neuron_cluster_12
Inpp4b,downdown,neuron_cluster_12
Galnt13,downdown,neuron_cluster_12
Grm5,downdown,neuron_cluster_12
Nav3,downdown,neuron_cluster_12
Dcc,downdown,neuron_cluster_12
Agbl4,downdown,neuron_cluster_12
Fgf14,downdown,neuron_cluster_12
Kcnip4,downdown,neuron_cluster_12
Tnr,downdown,neuron_cluster_12
Ptprn2,downdown,neuron_cluster_12
Rora,downdown,neuron_cluster_12
Cpne4,downdown,neuron_cluster_12
Nkain2,downdown,neuron_cluster_12
Nrxn1,downdown,neuron_cluster_12
Il1rapl1,downdown,neuron_cluster_12
Trpm3,downdown,neuron_cluster_12
Plcl1,downdown,neuron_cluster_12
Grm8,downdown,neuron_cluster_12
Ube3a,downdown,neuron_cluster_12
Unc5d,downdown,neuron_cluster_12
Lrp1b,downdown,neuron_cluster_12
Nfib,downdown,neuron_cluster_12
Slc35f1,downdown,neuron_cluster_12
Tmeff2,downdown,neuron_cluster_12
Mdga2,downdown,neuron_cluster_12
Pigk,downdown,neuron_cluster_12
Adarb2,downdown,neuron_cluster_12
Oxt,downdown,neuron_cluster_12
Ptprg,downdown,neuron_cluster_12
Gm38505,downdown,neuron_cluster_12
Syt1,downdown,neuron_cluster_12
Adgrl3,downdown,neuron_cluster_12
Fgf12,downdown,neuron_cluster_12
Pex5l,downdown,neuron_cluster_12
Mctp1,downdown,neuron_cluster_12
Grip1,downdown,neuron_cluster_12
Snhg11,downdown,neuron_cluster_12
Dgkb,downdown,neuron_cluster_12
Htr1f,downdown,neuron_cluster_12
Lrrtm4,downdown,neuron_cluster_12
Sorcs3,downdown,neuron_cluster_12
Adgrb3,downdown,neuron_cluster_12
Enox1,downdown,neuron_cluster_12
Tenm1,downdown,neuron_cluster_12
Foxp2,downdown,neuron_cluster_12
Nrg1,downdown,neuron_cluster_12
Gria1,downdown,neuron_cluster_12
Dab1,downdown,neuron_cluster_12
Nrg3,downdown,neuron_cluster_12
Frmd4a,downdown,neuron_cluster_12
Cntn5,downdown,neuron_cluster_12
Phactr1,downdown,neuron_cluster_12
Cntnap2,downdown,neuron_cluster_12
Sntg1,downdown,neuron_cluster_12
Gm28822,downdown,neuron_cluster_12
Col9a1,downdown,neuron_cluster_12
Neurl3,downdown,neuron_cluster_12
Rfx8,downdown,neuron_cluster_12
Col3a1,downdown,neuron_cluster_12
Stk17b,downdown,neuron_cluster_12
Aox3,downdown,neuron_cluster_12
Casp8,downdown,neuron_cluster_12
Gm973,downdown,neuron_cluster_12
Ctla4,downdown,neuron_cluster_12
Fn1,downdown,neuron_cluster_12
Slc11a1,downdown,neuron_cluster_12
Des,downdown,neuron_cluster_12
A530032D15Rik,downdown,neuron_cluster_12
Sp110,downdown,neuron_cluster_12
A630001G21Rik,downdown,neuron_cluster_12
Gm29374,downdown,neuron_cluster_12
Snorc,downdown,neuron_cluster_12
Gm20528,downdown,neuron_cluster_12
Trpm8,downdown,neuron_cluster_12
Gm29538,downdown,neuron_cluster_12
Glrp1,downdown,neuron_cluster_12
Neu4,downdown,neuron_cluster_12
Cdh19,downdown,neuron_cluster_12
Gm29455,downdown,neuron_cluster_12
Inhbb,downdown,neuron_cluster_12
Sctr,downdown,neuron_cluster_12
Pkp1,downdown,neuron_cluster_12
Ptprc,downdown,neuron_cluster_12
Cfh,downdown,neuron_cluster_12
Hmcn1,downdown,neuron_cluster_12
C230024C17Rik,downdown,neuron_cluster_12
A830008E24Rik,downdown,neuron_cluster_12
Gm9530,downdown,neuron_cluster_12
Fmo2,downdown,neuron_cluster_12
Gm20471,downdown,neuron_cluster_12
Rcsd1,downdown,neuron_cluster_12
Nuf2,downdown,neuron_cluster_12
Gm15852,downdown,neuron_cluster_12
Ddr2,downdown,neuron_cluster_12
Fcgr3,downdown,neuron_cluster_12
Adamts4,downdown,neuron_cluster_12
Arhgap30,downdown,neuron_cluster_12
Cd84,downdown,neuron_cluster_12
Slamf6,downdown,neuron_cluster_12
Mndal,downdown,neuron_cluster_12
2210411M09Rik,downdown,neuron_cluster_12
Ccdc121,downdown,neuron_cluster_12
Gm37885,downdown,neuron_cluster_12
9630028B13Rik,downdown,neuron_cluster_12
Spata17,downdown,neuron_cluster_12
Ush2a,downdown,neuron_cluster_12
Prox1,downdown,neuron_cluster_12
Gm32200,downdown,neuron_cluster_12
Traf3ip3,downdown,neuron_cluster_12
Acbd7,downdown,neuron_cluster_12
Itih5,downdown,neuron_cluster_12
8030442B05Rik,downdown,neuron_cluster_12
Mrc1,downdown,neuron_cluster_12
Slc39a12,downdown,neuron_cluster_12
Malrd1,downdown,neuron_cluster_12
1810059C17Rik,downdown,neuron_cluster_12
Armc3,downdown,neuron_cluster_12
Myo3a,downdown,neuron_cluster_12
Sardhos,downdown,neuron_cluster_12
Gm10134,downdown,neuron_cluster_12
Cutal,downdown,neuron_cluster_12
Traf1,downdown,neuron_cluster_12
Arhgap15,downdown,neuron_cluster_12
Gm13481,downdown,neuron_cluster_12
Tnfaip6,downdown,neuron_cluster_12
Galnt5,downdown,neuron_cluster_12
Dapl1,downdown,neuron_cluster_12
Pla2r1,downdown,neuron_cluster_12
Slc38a11,downdown,neuron_cluster_12
Nostrin,downdown,neuron_cluster_12
Ttc30a1,downdown,neuron_cluster_12
Neurod1,downdown,neuron_cluster_12
P2rx3,downdown,neuron_cluster_12
Slc35c1,downdown,neuron_cluster_12
Gm13905,downdown,neuron_cluster_12
Bmf,downdown,neuron_cluster_12
Patl2,downdown,neuron_cluster_12
Morrbid,downdown,neuron_cluster_12
Mertk,downdown,neuron_cluster_12
Fastkd5,downdown,neuron_cluster_12
Gm14064,downdown,neuron_cluster_12
Gm5535,downdown,neuron_cluster_12
Nkx2-2os,downdown,neuron_cluster_12
Rem1,downdown,neuron_cluster_12
Tpx2,downdown,neuron_cluster_12
Foxs1,downdown,neuron_cluster_12
Procr,downdown,neuron_cluster_12
Fam83d,downdown,neuron_cluster_12
Sgk2,downdown,neuron_cluster_12
Slpi,downdown,neuron_cluster_12
Wfdc3,downdown,neuron_cluster_12
BC046401,downdown,neuron_cluster_12
Bcas1os2,downdown,neuron_cluster_12
Gm10714,downdown,neuron_cluster_12
Gm14412,downdown,neuron_cluster_12
Sox18,downdown,neuron_cluster_12
Bhlhe22,downdown,neuron_cluster_12
Gm30667,downdown,neuron_cluster_12
Tnfsf10,downdown,neuron_cluster_12
Tmem212,downdown,neuron_cluster_12
Mannr,downdown,neuron_cluster_12
Mecom,downdown,neuron_cluster_12
Mecomos,downdown,neuron_cluster_12
Gpr160,downdown,neuron_cluster_12
C230034O21Rik,downdown,neuron_cluster_12
Mindy4b-ps,downdown,neuron_cluster_12
Wdr49,downdown,neuron_cluster_12
Rxfp1,downdown,neuron_cluster_12
Gm36569,downdown,neuron_cluster_12
Tdo2,downdown,neuron_cluster_12
Pear1,downdown,neuron_cluster_12
Gm16069,downdown,neuron_cluster_12
Efna1,downdown,neuron_cluster_12
Cks1b,downdown,neuron_cluster_12
Il6ra,downdown,neuron_cluster_12
S100a4,downdown,neuron_cluster_12
Hmgcs2,downdown,neuron_cluster_12
Tbx15,downdown,neuron_cluster_12
Spag17,downdown,neuron_cluster_12
Tent5c,downdown,neuron_cluster_12
Gm43464,downdown,neuron_cluster_12
Nhlh2,downdown,neuron_cluster_12
Gm43242,downdown,neuron_cluster_12
Dennd2c,downdown,neuron_cluster_12
Gm42658,downdown,neuron_cluster_12
Gm40117,downdown,neuron_cluster_12
I830077J02Rik,downdown,neuron_cluster_12
Cd53,downdown,neuron_cluster_12
Eps8l3,downdown,neuron_cluster_12
Mybphl,downdown,neuron_cluster_12
Gm12522,downdown,neuron_cluster_12
Slc25a54,downdown,neuron_cluster_12
Palmd,downdown,neuron_cluster_12
4930447N08Rik,downdown,neuron_cluster_12
Ndst4,downdown,neuron_cluster_12
Alpk1,downdown,neuron_cluster_12
Gm43824,downdown,neuron_cluster_12
Enpep,downdown,neuron_cluster_12
Dapp1,downdown,neuron_cluster_12
Gbp5,downdown,neuron_cluster_12
Wdr63,downdown,neuron_cluster_12
Adgrl4,downdown,neuron_cluster_12
Lrrc69,downdown,neuron_cluster_12
Gm12381,downdown,neuron_cluster_12
Ccdc180,downdown,neuron_cluster_12
Lpar1,downdown,neuron_cluster_12
Shoc1,downdown,neuron_cluster_12
Aknaos,downdown,neuron_cluster_12
8030451A03Rik,downdown,neuron_cluster_12
Pappa,downdown,neuron_cluster_12
A230083N12Rik,downdown,neuron_cluster_12
Gm11266,downdown,neuron_cluster_12
Bnc2,downdown,neuron_cluster_12
Acer2,downdown,neuron_cluster_12
Cyp2j8,downdown,neuron_cluster_12
Gm12695,downdown,neuron_cluster_12
E130114P18Rik,downdown,neuron_cluster_12
Ror1,downdown,neuron_cluster_12
Lepr,downdown,neuron_cluster_12
Trabd2b,downdown,neuron_cluster_12
Gm12830,downdown,neuron_cluster_12
Cyp4x1os,downdown,neuron_cluster_12
Gm12828,downdown,neuron_cluster_12
Zfp69,downdown,neuron_cluster_12
Dnali1,downdown,neuron_cluster_12
Csf3r,downdown,neuron_cluster_12
Col8a2,downdown,neuron_cluster_12
Clspn,downdown,neuron_cluster_12
Tinagl1,downdown,neuron_cluster_12
Gm26716,downdown,neuron_cluster_12
Med18,downdown,neuron_cluster_12
Crybg2,downdown,neuron_cluster_12
1700021N21Rik,downdown,neuron_cluster_12
Aunip,downdown,neuron_cluster_12
Tcea3,downdown,neuron_cluster_12
Tmem51os1,downdown,neuron_cluster_12
1700012P22Rik,downdown,neuron_cluster_12
Gpr157,downdown,neuron_cluster_12
Atad3aos,downdown,neuron_cluster_12
Gm17590,downdown,neuron_cluster_12
Abcb1a,downdown,neuron_cluster_12
4632411P08Rik,downdown,neuron_cluster_12
3110082J24Rik,downdown,neuron_cluster_12
Cenpa,downdown,neuron_cluster_12
4930557J02Rik,downdown,neuron_cluster_12
Htra3,downdown,neuron_cluster_12
Sh3tc1,downdown,neuron_cluster_12
Msx1,downdown,neuron_cluster_12
Prom1,downdown,neuron_cluster_12
Gm3716,downdown,neuron_cluster_12
Rhoh,downdown,neuron_cluster_12
Rbm47,downdown,neuron_cluster_12
Gm42670,downdown,neuron_cluster_12
Gm15477,downdown,neuron_cluster_12
Pdgfra,downdown,neuron_cluster_12
Kdr,downdown,neuron_cluster_12
Tecrl,downdown,neuron_cluster_12
Shroom3,downdown,neuron_cluster_12
4930467D21Rik,downdown,neuron_cluster_12
Cfap299,downdown,neuron_cluster_12
Gbp9,downdown,neuron_cluster_12
Gbp4,downdown,neuron_cluster_12
Pde6b,downdown,neuron_cluster_12
Slc26a1,downdown,neuron_cluster_12
Gm17655,downdown,neuron_cluster_12
Pole,downdown,neuron_cluster_12
Cryba4,downdown,neuron_cluster_12
Cmklr1,downdown,neuron_cluster_12
Selplg,downdown,neuron_cluster_12
Gm10401,downdown,neuron_cluster_12
Gm13842,downdown,neuron_cluster_12
Gm14507,downdown,neuron_cluster_12
B230112J18Rik,downdown,neuron_cluster_12
Tbx3os1,downdown,neuron_cluster_12
Tbx3,downdown,neuron_cluster_12
Mapkapk5,downdown,neuron_cluster_12
Fzd10os,downdown,neuron_cluster_12
Ncf1,downdown,neuron_cluster_12
Wbscr25,downdown,neuron_cluster_12
Zp3,downdown,neuron_cluster_12
Gper1,downdown,neuron_cluster_12
Zfp853,downdown,neuron_cluster_12
Gm42791,downdown,neuron_cluster_12
Gm42557,downdown,neuron_cluster_12
Kl,downdown,neuron_cluster_12
Pdk4,downdown,neuron_cluster_12
Slc13a1,downdown,neuron_cluster_12
Podxl,downdown,neuron_cluster_12
Slc13a4,downdown,neuron_cluster_12
Atp6v0a4,downdown,neuron_cluster_12
Tbxas1,downdown,neuron_cluster_12
Gm42962,downdown,neuron_cluster_12
Gm44284,downdown,neuron_cluster_12
Gimap8,downdown,neuron_cluster_12
Gimap9,downdown,neuron_cluster_12
Gm16499.1,downdown,neuron_cluster_12
Gm16838,downdown,neuron_cluster_12
Gm20383,downdown,neuron_cluster_12
Arhgap25,downdown,neuron_cluster_12
1810020O05Rik,downdown,neuron_cluster_12
Mcm2,downdown,neuron_cluster_12
A730049H05Rik,downdown,neuron_cluster_12
Fancd2,downdown,neuron_cluster_12
Gm9946,downdown,neuron_cluster_12
Slc6a13,downdown,neuron_cluster_12
A2m,downdown,neuron_cluster_12
Ptpn6,downdown,neuron_cluster_12
Tspan11,downdown,neuron_cluster_12
Tead4,downdown,neuron_cluster_12
BC035044,downdown,neuron_cluster_12
Clec2d,downdown,neuron_cluster_12
2310001H17Rik,downdown,neuron_cluster_12
Clec1a,downdown,neuron_cluster_12
Pde6h,downdown,neuron_cluster_12
Gm30524,downdown,neuron_cluster_12
Abcc9,downdown,neuron_cluster_12
Sox5os2,downdown,neuron_cluster_12
Sox5os4,downdown,neuron_cluster_12
Sspnos,downdown,neuron_cluster_12
Lair1,downdown,neuron_cluster_12
9430041J12Rik,downdown,neuron_cluster_12
Sult2a2,downdown,neuron_cluster_12
Ccdc8,downdown,neuron_cluster_12
Mypopos,downdown,neuron_cluster_12
Kcnn4,downdown,neuron_cluster_12
Gm9844,downdown,neuron_cluster_12
Gmfg,downdown,neuron_cluster_12
Gm44662,downdown,neuron_cluster_12
Gm44992,downdown,neuron_cluster_12
Gm17102,downdown,neuron_cluster_12
Cd33,downdown,neuron_cluster_12
Klk8,downdown,neuron_cluster_12
Klk6,downdown,neuron_cluster_12
Gm45669,downdown,neuron_cluster_12
Cd37,downdown,neuron_cluster_12
Abcc6,downdown,neuron_cluster_12
Gm32633,downdown,neuron_cluster_12
Gm39027,downdown,neuron_cluster_12
Gm30075,downdown,neuron_cluster_12
Fsd2,downdown,neuron_cluster_12
Adamtsl3,downdown,neuron_cluster_12
5930435M05Rik,downdown,neuron_cluster_12
Slco2b1,downdown,neuron_cluster_12
Gm34280,downdown,neuron_cluster_12
P2ry6,downdown,neuron_cluster_12
Trim5,downdown,neuron_cluster_12
Trim12c,downdown,neuron_cluster_12
Trim30d,downdown,neuron_cluster_12
Insc,downdown,neuron_cluster_12
Gm45025,downdown,neuron_cluster_12
Tmc5,downdown,neuron_cluster_12
Gm44763,downdown,neuron_cluster_12
Gm44866,downdown,neuron_cluster_12
Zfp747,downdown,neuron_cluster_12
Prss53,downdown,neuron_cluster_12
Itgam,downdown,neuron_cluster_12
D7Ertd443e,downdown,neuron_cluster_12
1700120G07Rik,downdown,neuron_cluster_12
Gm36431,downdown,neuron_cluster_12
Ebf3,downdown,neuron_cluster_12
Tcerg1l,downdown,neuron_cluster_12
Irf7,downdown,neuron_cluster_12
Sct,downdown,neuron_cluster_12
B230206H07Rik,downdown,neuron_cluster_12
Cracr2b,downdown,neuron_cluster_12
Ano1,downdown,neuron_cluster_12
Gm31135,downdown,neuron_cluster_12
Tmem255b,downdown,neuron_cluster_12
Gm45408,downdown,neuron_cluster_12
Thsd1,downdown,neuron_cluster_12
Adam5,downdown,neuron_cluster_12
5830408C22Rik,downdown,neuron_cluster_12
Gm31045,downdown,neuron_cluster_12
Rab11fip1,downdown,neuron_cluster_12
Rbpms,downdown,neuron_cluster_12
Gm38414,downdown,neuron_cluster_12
Gm16675,downdown,neuron_cluster_12
Enpp6,downdown,neuron_cluster_12
Gm45600,downdown,neuron_cluster_12
Gm45323,downdown,neuron_cluster_12
Gm34623,downdown,neuron_cluster_12
Sh2d4a,downdown,neuron_cluster_12
Ushbp1,downdown,neuron_cluster_12
Nwd1,downdown,neuron_cluster_12
Gm31105,downdown,neuron_cluster_12
Il15,downdown,neuron_cluster_12
C330011M18Rik,downdown,neuron_cluster_12
Gm26532,downdown,neuron_cluster_12
Gm27246,downdown,neuron_cluster_12
Gm10637,downdown,neuron_cluster_12
Crnde,downdown,neuron_cluster_12
Irx5,downdown,neuron_cluster_12
Nlrc5,downdown,neuron_cluster_12
Adgrg3,downdown,neuron_cluster_12
Cdh5,downdown,neuron_cluster_12
Fbxl8,downdown,neuron_cluster_12
Lrrc36,downdown,neuron_cluster_12
Dpep2.1,downdown,neuron_cluster_12
Chtf8,downdown,neuron_cluster_12
Gm15655,downdown,neuron_cluster_12
Crispld2,downdown,neuron_cluster_12
Fendrr,downdown,neuron_cluster_12
Gm26747,downdown,neuron_cluster_12
Piezo1,downdown,neuron_cluster_12
Cdt1,downdown,neuron_cluster_12
Capn9,downdown,neuron_cluster_12
Casp1,downdown,neuron_cluster_12
Pdgfd,downdown,neuron_cluster_12
Icam1,downdown,neuron_cluster_12
Npsr1,downdown,neuron_cluster_12
Gm47772,downdown,neuron_cluster_12
Gm27201,downdown,neuron_cluster_12
Gm27164,downdown,neuron_cluster_12
Robo4,downdown,neuron_cluster_12
Robo3,downdown,neuron_cluster_12
Vsig2,downdown,neuron_cluster_12
Gm36855,downdown,neuron_cluster_12
Tmprss4,downdown,neuron_cluster_12
A830035O19Rik,downdown,neuron_cluster_12
4931429L15Rik,downdown,neuron_cluster_12
Nnmt,downdown,neuron_cluster_12
Btg4,downdown,neuron_cluster_12
4833427G06Rik,downdown,neuron_cluster_12
Ccdc33,downdown,neuron_cluster_12
Skor1,downdown,neuron_cluster_12
Rasl12,downdown,neuron_cluster_12
Bmp5,downdown,neuron_cluster_12
Gm27224,downdown,neuron_cluster_12
Gm39383,downdown,neuron_cluster_12
Tbx18,downdown,neuron_cluster_12
Bcl2a1b,downdown,neuron_cluster_12
Ctsh,downdown,neuron_cluster_12
Gm29521,downdown,neuron_cluster_12
Gm5627,downdown,neuron_cluster_12
Bfsp2,downdown,neuron_cluster_12
Col6a6,downdown,neuron_cluster_12
Iqcf3,downdown,neuron_cluster_12
Mapkapk3,downdown,neuron_cluster_12
Uba7,downdown,neuron_cluster_12
4833445I07Rik,downdown,neuron_cluster_12
Gm10030,downdown,neuron_cluster_12
Trim71,downdown,neuron_cluster_12
Cmtm7,downdown,neuron_cluster_12
Tgfbr2,downdown,neuron_cluster_12
Itga9,downdown,neuron_cluster_12
Ttc21a,downdown,neuron_cluster_12
Gm47113,downdown,neuron_cluster_12
Topaz1,downdown,neuron_cluster_12
