Gene,RRquadrant,Sample
Gjc3,downdown,neuron_cluster_4
Egflam,downdown,neuron_cluster_4
Gm26936,downdown,neuron_cluster_4
Dleu2,downdown,neuron_cluster_4
1700042O10Rik,downdown,neuron_cluster_4
Mmd2,downdown,neuron_cluster_4
Klhl2,downdown,neuron_cluster_4
Foxp1,downdown,neuron_cluster_4
Gm31356,downdown,neuron_cluster_4
Pcdh9,downdown,neuron_cluster_4
Cacng4,downdown,neuron_cluster_4
Dach1,downdown,neuron_cluster_4
4930444A19Rik,downdown,neuron_cluster_4
Pip4k2a,downdown,neuron_cluster_4
Gm30382,downdown,neuron_cluster_4
Upk3a,downdown,neuron_cluster_4
Nme3,downdown,neuron_cluster_4
Tmem132cos,downdown,neuron_cluster_4
9630028B13Rik,downdown,neuron_cluster_4
Pbx1,downdown,neuron_cluster_4
Hes5,downdown,neuron_cluster_4
Apod,downdown,neuron_cluster_4
Csta2,downdown,neuron_cluster_4
Plpp3,downdown,neuron_cluster_4
Col11a1,downdown,neuron_cluster_4
Gm13842,downdown,neuron_cluster_4
9530059O14Rik,downdown,neuron_cluster_4
Cdh20,downdown,neuron_cluster_4
Ttll6,downdown,neuron_cluster_4
Sox18,downdown,neuron_cluster_4
Hdac9,downdown,neuron_cluster_4
Gm867,downdown,neuron_cluster_4
Gm20383,downdown,neuron_cluster_4
Tmem132d,downdown,neuron_cluster_4
Zbtb3,downdown,neuron_cluster_4
Ecscr,downdown,neuron_cluster_4
Wfdc18,downdown,neuron_cluster_4
Adgrg3,downdown,neuron_cluster_4
Skor1,downdown,neuron_cluster_4
Bcl2,downdown,neuron_cluster_4
Neu4,downdown,neuron_cluster_4
AI849053,downdown,neuron_cluster_4
3110082J24Rik,downdown,neuron_cluster_4
Sdk1,downdown,neuron_cluster_4
Gm43507,downdown,neuron_cluster_4
Gatm,downdown,neuron_cluster_4
Gm47782,downdown,neuron_cluster_4
Dyrk4,downdown,neuron_cluster_4
Tenm3,downdown,neuron_cluster_4
Dnah12,downdown,neuron_cluster_4
Dnah3,downdown,neuron_cluster_4
Unc13c,downdown,neuron_cluster_4
Nnat,downdown,neuron_cluster_4
Grm8,downdown,neuron_cluster_4
Slc6a11,downdown,neuron_cluster_4
Ldb2,downdown,neuron_cluster_4
Esr1,downdown,neuron_cluster_4
Spon1,downdown,neuron_cluster_4
Itpr2,downdown,neuron_cluster_4
Itpkb,downdown,neuron_cluster_4
Cldn5,downdown,neuron_cluster_4
Tnfaip8,downdown,neuron_cluster_4
E130114P18Rik,downdown,neuron_cluster_4
Slco2b1,downdown,neuron_cluster_4
Sema5a,downdown,neuron_cluster_4
Frmd4b,downdown,neuron_cluster_4
Abcc9,downdown,neuron_cluster_4
Adgrl4,downdown,neuron_cluster_4
Bcas1,downdown,neuron_cluster_4
Gm47865,downdown,neuron_cluster_4
Adra1a,downdown,neuron_cluster_4
Aff2,downdown,neuron_cluster_4
Slc2a1,downdown,neuron_cluster_4
Slc2a13,downdown,neuron_cluster_4
Pacrg,downdown,neuron_cluster_4
Rfx4,downdown,neuron_cluster_4
Pecam1,downdown,neuron_cluster_4
Gm15155,downdown,neuron_cluster_4
Lrp1b,downdown,neuron_cluster_4
Sorbs2os,downdown,neuron_cluster_4
Airn,downdown,neuron_cluster_4
Art3,downdown,neuron_cluster_4
9330185C12Rik,downdown,neuron_cluster_4
Gucy2f,downdown,neuron_cluster_4
Gm33727,downdown,neuron_cluster_4
Zmat4,downdown,neuron_cluster_4
A430108G06Rik,downdown,neuron_cluster_4
Rfx8,downdown,neuron_cluster_4
Crybg2,downdown,neuron_cluster_4
Vcan,downdown,neuron_cluster_4
Sema6a,downdown,neuron_cluster_4
Pde1a,downdown,neuron_cluster_4
Gm17655,downdown,neuron_cluster_4
Mypopos,downdown,neuron_cluster_4
Gm30624,downdown,neuron_cluster_4
Snorc,downdown,neuron_cluster_4
Gm28822,downdown,neuron_cluster_4
Maml2,downdown,neuron_cluster_4
Slc1a3,downdown,neuron_cluster_4
Rundc3b,downdown,neuron_cluster_4
Dennd2c,downdown,neuron_cluster_4
Nkx2-2os,downdown,neuron_cluster_4
Ptch1,downdown,neuron_cluster_4
Wipf1,downdown,neuron_cluster_4
Gm15261,downdown,neuron_cluster_4
Epha3,downdown,neuron_cluster_4
Sv2c,downdown,neuron_cluster_4
Pdgfd,downdown,neuron_cluster_4
Nxph1,downdown,neuron_cluster_4
Plekhg1,downdown,neuron_cluster_4
Sox2ot,downdown,neuron_cluster_4
5730522E02Rik,downdown,neuron_cluster_4
Ust,downdown,neuron_cluster_4
Utrn,downdown,neuron_cluster_4
4930428E07Rik,downdown,neuron_cluster_4
Dach2,downdown,neuron_cluster_4
Selplg,downdown,neuron_cluster_4
Vgll3,downdown,neuron_cluster_4
Lyz2,downdown,neuron_cluster_4
Ubash3b,downdown,neuron_cluster_4
Gsdme,downdown,neuron_cluster_4
Slc6a20a,downdown,neuron_cluster_4
Malrd1,downdown,neuron_cluster_4
Nfia,downdown,neuron_cluster_4
Slc22a8,downdown,neuron_cluster_4
Atp1a2,downdown,neuron_cluster_4
Pitpnc1,downdown,neuron_cluster_4
4930445E18Rik,downdown,neuron_cluster_4
Tmem163,downdown,neuron_cluster_4
Hepacam,downdown,neuron_cluster_4
Gm16675,downdown,neuron_cluster_4
Pde6b,downdown,neuron_cluster_4
Irf7,downdown,neuron_cluster_4
Cfap299,downdown,neuron_cluster_4
Ccdc170,downdown,neuron_cluster_4
Pfkfb1,downdown,neuron_cluster_4
Lama1,downdown,neuron_cluster_4
Ccdc33,downdown,neuron_cluster_4
Khdrbs2,downdown,neuron_cluster_4
Itgbl1,downdown,neuron_cluster_4
Cfap65,downdown,neuron_cluster_4
Casp8,downdown,neuron_cluster_4
Lag3,downdown,neuron_cluster_4
Tcf7l2,downdown,neuron_cluster_4
Gm11639,downdown,neuron_cluster_4
Nfasc,downdown,neuron_cluster_4
Gm42962,downdown,neuron_cluster_4
Cdh10,downdown,neuron_cluster_4
Dock2,downdown,neuron_cluster_4
Aunip,downdown,neuron_cluster_4
Gm48045,downdown,neuron_cluster_4
Grm3,downdown,neuron_cluster_4
Zeb2,downdown,neuron_cluster_4
4930555F03Rik,downdown,neuron_cluster_4
Chn2,downdown,neuron_cluster_4
Pigk,downdown,neuron_cluster_4
Glra3,downdown,neuron_cluster_4
0610040J01Rik,downdown,neuron_cluster_4
Fgf1,downdown,neuron_cluster_4
Fign,downdown,neuron_cluster_4
Galnt18,downdown,neuron_cluster_4
Pard3bos1,downdown,neuron_cluster_4
Ctss,downdown,neuron_cluster_4
Aspa,downdown,neuron_cluster_4
Adamts4,downdown,neuron_cluster_4
Ly6c1,downdown,neuron_cluster_4
Dnase1l3,downdown,neuron_cluster_4
Pard3b,downdown,neuron_cluster_4
Dpyd,downdown,neuron_cluster_4
Piezo1,downdown,neuron_cluster_4
Cntn5,downdown,neuron_cluster_4
Cd300c2,downdown,neuron_cluster_4
Shisa6,downdown,neuron_cluster_4
Megf11,downdown,neuron_cluster_4
C130073E24Rik,downdown,neuron_cluster_4
Bmp6,downdown,neuron_cluster_4
Adamtsl3,downdown,neuron_cluster_4
Gm32036,downdown,neuron_cluster_4
Parp14,downdown,neuron_cluster_4
Edil3,downdown,neuron_cluster_4
Cables1,downdown,neuron_cluster_4
Gm11844,downdown,neuron_cluster_4
Gm13404,downdown,neuron_cluster_4
Padi2,downdown,neuron_cluster_4
Neat1,downdown,neuron_cluster_4
Ndst4,downdown,neuron_cluster_4
Vtn,downdown,neuron_cluster_4
Cep112,downdown,neuron_cluster_4
Tmem212,downdown,neuron_cluster_4
Gm15680,downdown,neuron_cluster_4
Adamts20,downdown,neuron_cluster_4
Gm3764,downdown,neuron_cluster_4
Gm9946,downdown,neuron_cluster_4
Tshz2,downdown,neuron_cluster_4
Tnfaip6,downdown,neuron_cluster_4
Fli1,downdown,neuron_cluster_4
Fry,downdown,neuron_cluster_4
Col23a1,downdown,neuron_cluster_4
Nckap1l,downdown,neuron_cluster_4
Pcdh11x,downdown,neuron_cluster_4
Slc25a21,downdown,neuron_cluster_4
Unc93b1,downdown,neuron_cluster_4
Gm10714,downdown,neuron_cluster_4
Qk,downdown,neuron_cluster_4
Slc13a1,downdown,neuron_cluster_4
Emcn,downdown,neuron_cluster_4
Ccdc192,downdown,neuron_cluster_4
Mctp1,downdown,neuron_cluster_4
Tmem132c,downdown,neuron_cluster_4
Wwox,downdown,neuron_cluster_4
Rgs20,downdown,neuron_cluster_4
2610203C22Rik,downdown,neuron_cluster_4
Cacnb2,downdown,neuron_cluster_4
Luzp2,downdown,neuron_cluster_4
Acer2,downdown,neuron_cluster_4
Agmo,downdown,neuron_cluster_4
mt-Co3,updown,neuron_cluster_4
Mbp,updown,neuron_cluster_4
Lrrc7,downup,neuron_cluster_4
Lrfn5,downup,neuron_cluster_4
Nrxn1,downup,neuron_cluster_4
Gm15398,downup,neuron_cluster_4
Fgf14,downup,neuron_cluster_4
Uty,downup,neuron_cluster_4
Snhg11,downup,neuron_cluster_4
Meg3,downup,neuron_cluster_4
Ralyl,downup,neuron_cluster_4
Gm21798,downup,neuron_cluster_4
Ube3a,downup,neuron_cluster_4
Hs6st2,downup,neuron_cluster_4
Kcnh8,downup,neuron_cluster_4
Slc44a5,downup,neuron_cluster_4
Zbtb20,downup,neuron_cluster_4
Hs6st3,downup,neuron_cluster_4
Kcnk2,downup,neuron_cluster_4
Atp8b5,downup,neuron_cluster_4
3300002A11Rik,downup,neuron_cluster_4
Brinp3,downup,neuron_cluster_4
Mertk,downup,neuron_cluster_4
A330008L17Rik,downup,neuron_cluster_4
Hbb-bs,downup,neuron_cluster_4
4930445B16Rik,downup,neuron_cluster_4
Frmd4a,downup,neuron_cluster_4
Ptprm,downup,neuron_cluster_4
Prkca,downup,neuron_cluster_4
Gm20642,downup,neuron_cluster_4
Epn2,downup,neuron_cluster_4
Cntnap2,downup,neuron_cluster_4
Enox1,downup,neuron_cluster_4
Igf1r,downup,neuron_cluster_4
Hcrt,downup,neuron_cluster_4
Mmp16,downup,neuron_cluster_4
Acta2,downup,neuron_cluster_4
Arhgap24,downup,neuron_cluster_4
Col4a6,downup,neuron_cluster_4
Elavl2,downup,neuron_cluster_4
1700111E14Rik,downup,neuron_cluster_4
Kctd8,downup,neuron_cluster_4
Prrx1,downup,neuron_cluster_4
Tcerg1l,downup,neuron_cluster_4
Sash1,downup,neuron_cluster_4
Il1rapl1,downup,neuron_cluster_4
Nckap5,downup,neuron_cluster_4
Gabrg3,downup,neuron_cluster_4
Gm35188,downup,neuron_cluster_4
Adgrb3,downup,neuron_cluster_4
Shroom3,downup,neuron_cluster_4
Syne3,downup,neuron_cluster_4
Kctd16,downup,neuron_cluster_4
Zfp385b,downup,neuron_cluster_4
Dtna,downup,neuron_cluster_4
Nfib,downup,neuron_cluster_4
Nrg3os,downup,neuron_cluster_4
Ptprb,downup,neuron_cluster_4
Nxpe2,downup,neuron_cluster_4
Lrmda,downup,neuron_cluster_4
Kcnh7,downup,neuron_cluster_4
Gulp1,downup,neuron_cluster_4
Eya4,downup,neuron_cluster_4
Gm4258,downup,neuron_cluster_4
Egfem1,downup,neuron_cluster_4
1500015L24Rik,downup,neuron_cluster_4
Blnk,downup,neuron_cluster_4
Gbp4,downup,neuron_cluster_4
Cks1b,downup,neuron_cluster_4
Ptgds,downup,neuron_cluster_4
Srrm4,downup,neuron_cluster_4
Rims1,downup,neuron_cluster_4
Tmtc2,downup,neuron_cluster_4
Rxfp1,downup,neuron_cluster_4
Ndufa4l2,downup,neuron_cluster_4
Pbx3,downup,neuron_cluster_4
Runx1t1,downup,neuron_cluster_4
Adcy8,downup,neuron_cluster_4
Pld5,downup,neuron_cluster_4
Gm2516,downup,neuron_cluster_4
Cntn6,downup,neuron_cluster_4
Ptprj,downup,neuron_cluster_4
Tenm1,downup,neuron_cluster_4
Galnt17,downup,neuron_cluster_4
9630028H03Rik,downup,neuron_cluster_4
Negr1,downup,neuron_cluster_4
Syt1,downup,neuron_cluster_4
D030068K23Rik,downup,neuron_cluster_4
Ammecr1,downup,neuron_cluster_4
Fbxl7,downup,neuron_cluster_4
Procr,downup,neuron_cluster_4
Ccl12,downup,neuron_cluster_4
Kif20b,downup,neuron_cluster_4
5930435M05Rik,downup,neuron_cluster_4
Trp63,downup,neuron_cluster_4
Gm10602,downup,neuron_cluster_4
Ninj2,downup,neuron_cluster_4
Zfp781,downup,neuron_cluster_4
Trim30d,downup,neuron_cluster_4
Tbx3,downup,neuron_cluster_4
Gm11290,downup,neuron_cluster_4
Enpep,downup,neuron_cluster_4
Zfp957,downup,neuron_cluster_4
Gm42791,downup,neuron_cluster_4
Irgm2,downup,neuron_cluster_4
Fcrls,downup,neuron_cluster_4
Lcp2,downup,neuron_cluster_4
Gm42658,downup,neuron_cluster_4
Nme8,downup,neuron_cluster_4
Gm10817,downup,neuron_cluster_4
Dct,downup,neuron_cluster_4
1810059C17Rik,downup,neuron_cluster_4
Mafa,downup,neuron_cluster_4
Gm42756,downup,neuron_cluster_4
C230024C17Rik,downup,neuron_cluster_4
Zfp474,downup,neuron_cluster_4
Gm5127,downup,neuron_cluster_4
Dapl1,downup,neuron_cluster_4
Mcm2,downup,neuron_cluster_4
Gm47719,downup,neuron_cluster_4
Dkkl1,downup,neuron_cluster_4
Gm4675,downup,neuron_cluster_4
Gm43824,downup,neuron_cluster_4
Itpr3,downup,neuron_cluster_4
Kcnn4,downup,neuron_cluster_4
Sh3tc1,downup,neuron_cluster_4
Card14,downup,neuron_cluster_4
Amd2,downup,neuron_cluster_4
Foxf2,downup,neuron_cluster_4
F11r,downup,neuron_cluster_4
Trim5,downup,neuron_cluster_4
Pkp1,downup,neuron_cluster_4
Gm36738,downup,neuron_cluster_4
Mgat4c,downup,neuron_cluster_4
Kank1,downup,neuron_cluster_4
Tagln,downup,neuron_cluster_4
Robo2,downup,neuron_cluster_4
Gm4128,downup,neuron_cluster_4
9330175M20Rik,downup,neuron_cluster_4
Plcl1,downup,neuron_cluster_4
Rgs22,downup,neuron_cluster_4
Dpp6,downup,neuron_cluster_4
Gm20658,downup,neuron_cluster_4
Pde4d,downup,neuron_cluster_4
Dock8,downup,neuron_cluster_4
Chrm2,downup,neuron_cluster_4
A830018L16Rik,downup,neuron_cluster_4
Cyp7b1,downup,neuron_cluster_4
Pde10a,downup,neuron_cluster_4
6330576A10Rik,downup,neuron_cluster_4
Glis3,downup,neuron_cluster_4
Cntnap4,downup,neuron_cluster_4
Kcnab1,downup,neuron_cluster_4
Pou6f2,downup,neuron_cluster_4
Frmd5,downup,neuron_cluster_4
Cntnap5a,downup,neuron_cluster_4
Ube2cbp,downup,neuron_cluster_4
Usp43,downup,neuron_cluster_4
Epha6,downup,neuron_cluster_4
Gm12381,downup,neuron_cluster_4
Tmem108,downup,neuron_cluster_4
Arhgap19,downup,neuron_cluster_4
Ppp1r16b,downup,neuron_cluster_4
Pid1,downup,neuron_cluster_4
Cpa6,downup,neuron_cluster_4
Gm48749,downup,neuron_cluster_4
Csmd1,downup,neuron_cluster_4
Ipcef1,downup,neuron_cluster_4
Spock1,downup,neuron_cluster_4
Stk17b,downup,neuron_cluster_4
A330015K06Rik,downup,neuron_cluster_4
Spag16,downup,neuron_cluster_4
Gm28526,downup,neuron_cluster_4
Sema6d,downup,neuron_cluster_4
Il33,downup,neuron_cluster_4
Ddo,downup,neuron_cluster_4
Gm4876,downup,neuron_cluster_4
Plxdc2,downup,neuron_cluster_4
Ccser1,downup,neuron_cluster_4
Slit3,downup,neuron_cluster_4
Itgb5,downup,neuron_cluster_4
Zeb1,downup,neuron_cluster_4
Ptprg,downup,neuron_cluster_4
Lrrtm3,downup,neuron_cluster_4
Vwc2l,downup,neuron_cluster_4
Shoc1,downup,neuron_cluster_4
Prr16,downup,neuron_cluster_4
Adgrl3,downup,neuron_cluster_4
Gm45025,downup,neuron_cluster_4
Myof,downup,neuron_cluster_4
Gpr158,downup,neuron_cluster_4
Kcnq5,downup,neuron_cluster_4
Sgcz,downup,neuron_cluster_4
Grik1,downup,neuron_cluster_4
Chsy3,downup,neuron_cluster_4
Tcf4,downup,neuron_cluster_4
Ntm,downup,neuron_cluster_4
Zfp521,downup,neuron_cluster_4
Mir9-3hg,downup,neuron_cluster_4
Col8a1,downup,neuron_cluster_4
Gm6133,downup,neuron_cluster_4
Gm42439,downup,neuron_cluster_4
Gcnt2,downup,neuron_cluster_4
Mecom,downup,neuron_cluster_4
Wdr49,downup,neuron_cluster_4
Paqr8,downup,neuron_cluster_4
Ptprk,downup,neuron_cluster_4
Efna5,downup,neuron_cluster_4
8030451O07Rik,downup,neuron_cluster_4
Dock4,downup,neuron_cluster_4
Tmc5,downup,neuron_cluster_4
Slc35d3,downup,neuron_cluster_4
Gm47772,downup,neuron_cluster_4
Ankfn1,downup,neuron_cluster_4
Cp,downup,neuron_cluster_4
2610035D17Rik,downup,neuron_cluster_4
Arl5c,downup,neuron_cluster_4
Lhfp,downup,neuron_cluster_4
Dlc1,downup,neuron_cluster_4
Xylt1,downup,neuron_cluster_4
Gm48091,downup,neuron_cluster_4
Reln,downup,neuron_cluster_4
Gm32647,downup,neuron_cluster_4
Ypel2,downup,neuron_cluster_4
St6galnac3,downup,neuron_cluster_4
Gm32688,downup,neuron_cluster_4
Tenm2,downup,neuron_cluster_4
Plcxd3,downup,neuron_cluster_4
Pdzrn4,downup,neuron_cluster_4
Gm6277,downup,neuron_cluster_4
Asic2,downup,neuron_cluster_4
Trpc5,downup,neuron_cluster_4
Pde1c,downup,neuron_cluster_4
Trpc4,downup,neuron_cluster_4
Lrig1,downup,neuron_cluster_4
Gm48742,downup,neuron_cluster_4
Lepr,downup,neuron_cluster_4
Ntng1,downup,neuron_cluster_4
Kcnj4,downup,neuron_cluster_4
Sfta3-ps,downup,neuron_cluster_4
Rab37,downup,neuron_cluster_4
Gm12296,downup,neuron_cluster_4
Mis18a,downup,neuron_cluster_4
Hydin,downup,neuron_cluster_4
Gm11423,downup,neuron_cluster_4
Ano4,downup,neuron_cluster_4
Macrod2os1,downup,neuron_cluster_4
Gm45321,downup,neuron_cluster_4
Rbms3,downup,neuron_cluster_4
St3gal6,downup,neuron_cluster_4
Aqp4,downup,neuron_cluster_4
Litaf,downup,neuron_cluster_4
Lpar1,downup,neuron_cluster_4
Sgms1,downup,neuron_cluster_4
Klhl1,downup,neuron_cluster_4
Akap13,downup,neuron_cluster_4
Lrrc4c,downup,neuron_cluster_4
Clstn2,downup,neuron_cluster_4
Gm12128,downup,neuron_cluster_4
Fbxl8,downup,neuron_cluster_4
Prkg1,downup,neuron_cluster_4
Shisa9,downup,neuron_cluster_4
Fsd2,downup,neuron_cluster_4
Slc39a12,downup,neuron_cluster_4
Omd,downup,neuron_cluster_4
Emid1,downup,neuron_cluster_4
Map7,downup,neuron_cluster_4
Nr3c2,downup,neuron_cluster_4
Grb14,downup,neuron_cluster_4
Fstl4,downup,neuron_cluster_4
Prickle2,downup,neuron_cluster_4
Cntn3,downup,neuron_cluster_4
Gpr6,downup,neuron_cluster_4
Gm9970,downup,neuron_cluster_4
Gm28154,downup,neuron_cluster_4
Megf10,downup,neuron_cluster_4
Apbb1ip,downup,neuron_cluster_4
Cdh13,downup,neuron_cluster_4
Myo1d,downup,neuron_cluster_4
Slc22a6,downup,neuron_cluster_4
Gm15743,downup,neuron_cluster_4
4930550C14Rik,downup,neuron_cluster_4
Abtb2,downup,neuron_cluster_4
4930447N08Rik,downup,neuron_cluster_4
2610307P16Rik,downup,neuron_cluster_4
Eya1,downup,neuron_cluster_4
Nxnl2,downup,neuron_cluster_4
Dnah6,downup,neuron_cluster_4
Fcgr3,downup,neuron_cluster_4
Msh5,downup,neuron_cluster_4
Zfp536,downup,neuron_cluster_4
Phactr1,downup,neuron_cluster_4
Gm16046,downup,neuron_cluster_4
Fam20a,downup,neuron_cluster_4
Slc14a2,downup,neuron_cluster_4
Slc26a1,downup,neuron_cluster_4
Dock1,downup,neuron_cluster_4
Gm48933,downup,neuron_cluster_4
Igf1,downup,neuron_cluster_4
Kcnt2,downup,neuron_cluster_4
Myh11,downup,neuron_cluster_4
8030442B05Rik,downup,neuron_cluster_4
Kcnb2,downup,neuron_cluster_4
Rmst,downup,neuron_cluster_4
Efcab11,downup,neuron_cluster_4
Zfpm2,downup,neuron_cluster_4
Itgad,downup,neuron_cluster_4
Alox5,downup,neuron_cluster_4
Prr5l,downup,neuron_cluster_4
Unc5c,downup,neuron_cluster_4
Gm32509,downup,neuron_cluster_4
Myc,downup,neuron_cluster_4
A330049N07Rik,downup,neuron_cluster_4
Gm20939,downup,neuron_cluster_4
Gm12324,downup,neuron_cluster_4
Fermt3,downup,neuron_cluster_4
Auts2,downup,neuron_cluster_4
Trhde,downup,neuron_cluster_4
Msi2,downup,neuron_cluster_4
Csgalnact1,downup,neuron_cluster_4
Gria1,downup,neuron_cluster_4
Inpp5d,downup,neuron_cluster_4
Trpm8,downup,neuron_cluster_4
1700012P22Rik,downup,neuron_cluster_4
Tbxas1,downup,neuron_cluster_4
Hba-a1,downup,neuron_cluster_4
Gm1992,downup,neuron_cluster_4
Gm34408,downup,neuron_cluster_4
Sh3d19,downup,neuron_cluster_4
Ccdc153,downup,neuron_cluster_4
Dlgap2,downup,neuron_cluster_4
Rab3d,downup,neuron_cluster_4
Tns3,downup,neuron_cluster_4
Srgap2,downup,neuron_cluster_4
Arl15,downup,neuron_cluster_4
Rreb1,downup,neuron_cluster_4
Ranbp3l,downup,neuron_cluster_4
Rasgef1b,downup,neuron_cluster_4
Arhgap29,downup,neuron_cluster_4
Nav2,downup,neuron_cluster_4
Gnrh1,downup,neuron_cluster_4
Kcnd2,downup,neuron_cluster_4
Itih5,downup,neuron_cluster_4
Mcc,downup,neuron_cluster_4
Gm29683,downup,neuron_cluster_4
Col3a1,downup,neuron_cluster_4
Aox3,downup,neuron_cluster_4
Ctla4,downup,neuron_cluster_4
Gm29538,downup,neuron_cluster_4
Glrp1,downup,neuron_cluster_4
Sctr,downup,neuron_cluster_4
Gm20471,downup,neuron_cluster_4
Rcsd1,downup,neuron_cluster_4
Gm15852,downup,neuron_cluster_4
Gm32200,downup,neuron_cluster_4
Sardhos,downup,neuron_cluster_4
Gm10134,downup,neuron_cluster_4
Cutal,downup,neuron_cluster_4
Traf1,downup,neuron_cluster_4
Pla2r1,downup,neuron_cluster_4
Neurod1,downup,neuron_cluster_4
P2rx3,downup,neuron_cluster_4
Bmf,downup,neuron_cluster_4
Spint1,downup,neuron_cluster_4
Patl2,downup,neuron_cluster_4
Fastkd5,downup,neuron_cluster_4
Gm14064,downup,neuron_cluster_4
Tpx2,downup,neuron_cluster_4
Foxs1,downup,neuron_cluster_4
Fam83d,downup,neuron_cluster_4
Bhlhe22,downup,neuron_cluster_4
Gm30667,downup,neuron_cluster_4
S100a4,downup,neuron_cluster_4
Tent5c,downup,neuron_cluster_4
Gm43464,downup,neuron_cluster_4
Nhlh2,downup,neuron_cluster_4
Gm43242,downup,neuron_cluster_4
Gm12522,downup,neuron_cluster_4
Aknaos,downup,neuron_cluster_4
8030451A03Rik,downup,neuron_cluster_4
Tcea3,downup,neuron_cluster_4
Gm17590,downup,neuron_cluster_4
4632411P08Rik,downup,neuron_cluster_4
Htra3,downup,neuron_cluster_4
Msx1,downup,neuron_cluster_4
Tecrl,downup,neuron_cluster_4
Gbp9,downup,neuron_cluster_4
Cryba4,downup,neuron_cluster_4
Gm10401,downup,neuron_cluster_4
B230112J18Rik,downup,neuron_cluster_4
Fzd10os,downup,neuron_cluster_4
Wbscr25,downup,neuron_cluster_4
Zp3,downup,neuron_cluster_4
Gper1,downup,neuron_cluster_4
Pdk4,downup,neuron_cluster_4
Gimap8,downup,neuron_cluster_4
Gm16499.1,downup,neuron_cluster_4
Arhgap25,downup,neuron_cluster_4
Ptpn6,downup,neuron_cluster_4
Tead4,downup,neuron_cluster_4
2310001H17Rik,downup,neuron_cluster_4
Clec1a,downup,neuron_cluster_4
Gm17102,downup,neuron_cluster_4
Cd33,downup,neuron_cluster_4
Klk8,downup,neuron_cluster_4
Gm32633,downup,neuron_cluster_4
Gm34280,downup,neuron_cluster_4
Trim12c,downup,neuron_cluster_4
1700120G07Rik,downup,neuron_cluster_4
Ebf3,downup,neuron_cluster_4
B230206H07Rik,downup,neuron_cluster_4
Gm45408,downup,neuron_cluster_4
Adam5,downup,neuron_cluster_4
Gm38414,downup,neuron_cluster_4
Gm45600,downup,neuron_cluster_4
Gm31105,downup,neuron_cluster_4
Il15,downup,neuron_cluster_4
Crnde,downup,neuron_cluster_4
Irx5,downup,neuron_cluster_4
Dpep2.1,downup,neuron_cluster_4
Gm26747,downup,neuron_cluster_4
Vsig2,downup,neuron_cluster_4
4931429L15Rik,downup,neuron_cluster_4
Nnmt,downup,neuron_cluster_4
Bcl2a1b,downup,neuron_cluster_4
Gm29521,downup,neuron_cluster_4
Uba7,downup,neuron_cluster_4
Topaz1,downup,neuron_cluster_4
Gm26740,downup,neuron_cluster_4
Prdm1,downup,neuron_cluster_4
Arhgap45,downup,neuron_cluster_4
Gm20758,downup,neuron_cluster_4
Irak3,downup,neuron_cluster_4
Avpr1a,downup,neuron_cluster_4
Avil,downup,neuron_cluster_4
Egfros,downup,neuron_cluster_4
