p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,specificity,n_cells,prop
4.536397158402788e-72,0.55201575755380194,0.563,0.208,9.874829334411188e-68,8,Gnal,0.06216748320189542,407,0.04160703332651809
7.680266116418018e-70,0.2570148349712347,0.238,0.042,1.671840328221874e-65,8,Gm48006,0.06059720722299368,407,0.04160703332651809
2.6318204884147033e-68,0.3020012535493841,0.238,0.044,5.728946839181127e-64,8,Adam12,0.06796726228674803,407,0.04160703332651809
2.7287426201091955e-67,0.3285012977816687,0.278,0.059,5.939926935453697e-63,8,Npas2,0.06440159517967052,407,0.04160703332651809
9.410939760822427e-67,0.14403211984284744,0.111,0.009,2.0485733671358258e-62,8,Itpka,0.07391057359481495,407,0.04160703332651809
1.6557466682579968e-65,0.37325726221971256,0.396,0.113,3.604229347464008e-61,8,Gda,0.054424163097540106,407,0.04160703332651809
3.0236298591579125e-65,0.13461970416597896,0.108,0.009,6.581837477414943e-61,8,Car12,0.06721351821167872,407,0.04160703332651809
1.129252516597127e-63,0.265338038503905,0.226,0.042,2.458156878128626e-59,8,Wfs1,0.05940533014396263,407,0.04160703332651809
5.09967699695699e-63,0.3135334725737631,0.297,0.07,1.1100976886975975e-58,8,Baiap2,0.05534890999685121,407,0.04160703332651809
3.0053127950165896e-62,0.5762135739882313,0.511,0.187,6.541964892192112e-58,8,Chsy3,0.06551330801709916,407,0.04160703332651809
7.450285781702717e-62,0.159718245018723,0.128,0.014,1.6217782089610475e-57,8,Inf2,0.06075796428202962,407,0.04160703332651809
1.8299728380473836e-60,0.498237254469614,0.474,0.167,3.983484873861545e-56,8,Cnksr2,0.05883893712744353,407,0.04160703332651809
6.04779633816139e-60,0.45807305437281226,0.467,0.163,1.3164843068909711e-55,8,Slc35f3,0.05460479393827529,407,0.04160703332651809
1.3011539724945749e-59,0.6881238263306607,0.823,0.552,2.8323519673261906e-55,8,Ppp3ca,0.04268684958759367,407,0.04160703332651809
6.960634496671277e-59,0.14911997813353822,0.118,0.012,1.5151909172354036e-54,8,Zfp831,0.06101032568187577,407,0.04160703332651809
3.6530135828669664e-58,0.6954626667240379,0.678,0.353,7.95187996718481e-54,8,Dlgap2,0.05557705893053014,407,0.04160703332651809
2.0428825843807205e-57,0.18601893700444969,0.143,0.019,4.446946809679951e-53,8,Gpr88,0.05825139704826252,407,0.04160703332651809
3.5719333548626267e-57,0.492841834645032,0.509,0.201,7.775384526864964e-53,8,Sipa1l1,0.051927335816607384,407,0.04160703332651809
1.0058633152848173e-56,0.7640507068813269,0.943,0.85,2.1895632647119893e-52,8,Dlg2,0.03526807044773234,407,0.04160703332651809
1.9712896225654697e-56,0.6745950844481037,0.565,0.258,4.291103250400514e-52,8,Foxp1,0.0614665255453632,407,0.04160703332651809
2.7330362008026367e-56,0.4418119944420468,0.44,0.154,5.94927320190718e-52,8,Osbpl8,0.052521389648016184,407,0.04160703332651809
5.551410620632785e-56,0.26729492313144626,0.256,0.058,1.2084310638993448e-51,8,2010300C02Rik,0.04908733252298671,407,0.04160703332651809
2.5741209044898183e-55,0.3882687537983329,0.391,0.125,5.603346384893437e-51,8,Adcy5,0.05053193594210207,407,0.04160703332651809
1.674672808254365e-54,0.8007586911107789,0.84,0.579,3.645427769008102e-50,8,Robo1,0.048335824835816846,407,0.04160703332651809
1.2868951125425679e-53,0.3955723363141009,0.41,0.137,2.801313280982662e-49,8,Neto1,0.04925563843670409,407,0.04160703332651809
1.3632227055391508e-53,-0.8240577780445111,0.514,0.813,2.967463185417624e-49,8,Fam155a,0.021676890663117166,407,0.04160703332651809
1.769760780362211e-53,0.6830122352855375,0.735,0.399,3.852415266692462e-49,8,Plcb1,0.05234915522410916,407,0.04160703332651809
2.8870961395451902e-52,0.1352256095212871,0.103,0.011,6.284630876561969e-48,8,Ano2,0.052682968501904015,407,0.04160703332651809
9.532305068214121e-52,0.31278867732421145,0.302,0.083,2.0749921672488495e-47,8,Kctd1,0.04735290475083091,407,0.04160703332651809
1.3961565897868074e-51,0.14681267271376103,0.125,0.016,3.039153664647922e-47,8,Chil5,0.04772218567466132,407,0.04160703332651809
1.7381994984103706e-51,0.20587364036458655,0.179,0.032,3.783712668139694e-47,8,Ryr1,0.0479148957315772,407,0.04160703332651809
2.6689999120894477e-51,0.32058804154561554,0.329,0.097,5.809879008636308e-47,8,Cpne5,0.04524162887765932,407,0.04160703332651809
5.189181219507011e-51,0.3077823173929697,0.307,0.086,1.129580967862286e-46,8,Cacng3,0.04571411750097969,407,0.04160703332651809
1.0910738124638406e-50,0.4566465168341205,0.455,0.172,2.3750494749712883e-46,8,Fstl4,0.05026085240803386,407,0.04160703332651809
1.2147186312293404e-50,0.5754142219666687,0.862,0.572,2.6441995164600283e-46,8,Gria1,0.03607933959431949,407,0.04160703332651809
2.298675472130456e-50,0.49473013458457216,0.413,0.148,5.003756767733577e-46,8,Slit3,0.057441193043797564,407,0.04160703332651809
3.7187554798986376e-47,0.7228037105622953,0.887,0.653,8.094986928643355e-43,8,Nkain2,0.04085051750619613,407,0.04160703332651809
2.185071465330748e-45,0.13020522895315378,0.101,0.012,4.756463565731973e-41,8,Fgf10,0.045596898611201635,407,0.04160703332651809
5.1941596416410035e-45,0.339578130236027,0.354,0.119,1.1306646707924135e-40,8,Cap2,0.04203032653711954,407,0.04160703332651809
5.2262900628657284e-45,0.6631882179653124,0.737,0.443,1.1376588208846116e-40,8,Kirrel3,0.045905774016368826,407,0.04160703332651809
6.154468842101174e-44,0.3973938939161813,0.432,0.169,1.3397047775485838e-39,8,Runx1t1,0.042265399921797335,407,0.04160703332651809
1.4998892535355274e-43,0.14811135148840138,0.128,0.02,3.2649589270961366e-39,8,Gm42722,0.039439833199446724,407,0.04160703332651809
7.152911233591521e-43,0.2257268879629496,0.187,0.041,1.5570457173282022e-38,8,Gm2164,0.04283589000197508,407,0.04160703332651809
3.3919072109196495e-42,0.3970014648843356,0.346,0.117,7.383503616729895e-38,8,Gm38505,0.04884825983180506,407,0.04160703332651809
1.4811747636322618e-41,0.30046078648105023,0.305,0.096,3.224221225474708e-37,8,Man1a,0.03971761454907097,407,0.04160703332651809
1.2309400404011222e-40,0.32263904461210713,0.3,0.096,2.6795102799451634e-36,8,Sv2c,0.041950167130037186,407,0.04160703332651809
1.304411066979187e-40,0.17617191907915392,0.167,0.035,2.8394420106002945e-36,8,Icam5,0.034974528048284055,407,0.04160703332651809
1.4353091622390351e-40,-1.1167165130822003,0.373,0.663,3.124380984361932e-36,8,Galntl6,0.026139964432397286,407,0.04160703332651809
1.4485101563643496e-40,0.5990212091146394,0.87,0.673,3.1531169083739164e-36,8,Anks1b,0.0322190802488913,407,0.04160703332651809
2.443318566119892e-40,0.33045552992403865,0.248,0.07,5.318615854729781e-36,8,Htr1f,0.04871171447324934,407,0.04160703332651809
3.548408968260351e-40,0.2132741453477482,0.199,0.048,7.724176642109133e-36,8,Gm48003,0.03678889979501075,407,0.04160703332651809
6.659905765600068e-40,0.20393711729545916,0.189,0.044,1.4497282870558227e-35,8,Pifo,0.03644787009934435,407,0.04160703332651809
9.06777764144121e-40,0.49240191505681274,0.595,0.31,1.9738738369889224e-35,8,Enox1,0.03932255748205494,407,0.04160703332651809
1.2704220486163974e-39,0.5382554568667781,0.531,0.263,2.765454715428174e-35,8,Ryr3,0.04521618996468157,407,0.04160703332651809
1.8955725038031118e-39,0.22473552358103757,0.216,0.056,4.1262822262786146e-35,8,Ngef,0.036066516760113645,407,0.04160703332651809
2.4616803365417308e-39,0.28541756564522014,0.307,0.101,5.35858575658404e-35,8,Pde2a,0.03609644650388833,407,0.04160703332651809
2.571135595830305e-39,0.2791843858086378,0.302,0.099,5.596847965003407e-35,8,Cdk17,0.0354347705198405,407,0.04160703332651809
2.838423152552848e-39,0.2036420864615942,0.165,0.035,6.178679518477039e-35,8,Gm28376,0.039943874510992086,407,0.04160703332651809
5.0059665651647165e-39,0.5045265677283779,0.843,0.621,1.0896988019050555e-34,8,Grin2b,0.02849618789682291,407,0.04160703332651809
5.7980717669618185e-39,0.2631407852014741,0.256,0.075,1.2621242622322487e-34,8,Pde1b,0.037370905325035085,407,0.04160703332651809
1.0970383250109739e-38,0.5264823326531167,0.826,0.608,2.388033025883888e-34,8,Adgrl3,0.02975959528847125,407,0.04160703332651809
1.56101359198145e-38,0.4421592519000018,0.364,0.139,3.3980143870252198e-34,8,Pde7b,0.04817614562239663,407,0.04160703332651809
1.5867578925131734e-38,0.5993402266781289,0.816,0.574,3.4540545804226763e-34,8,Grm7,0.035450180015367545,407,0.04160703332651809
1.6485076764844998e-38,0.15138896128458856,0.14,0.026,3.588471510171459e-34,8,Gm44593,0.03391686069387988,407,0.04160703332651809
2.45008921004847e-38,0.149016903379764,0.118,0.019,5.33335419243351e-34,8,Spata13,0.0385062025940048,407,0.04160703332651809
1.435374061463121e-37,0.5662334690938233,0.602,0.332,3.124522256992922e-33,8,Alcam,0.042718962292603455,407,0.04160703332651809
1.5187616131287603e-37,0.20756848898368024,0.214,0.056,3.306040279458686e-33,8,Sez6,0.03300303811209469,407,0.04160703332651809
2.013097281697459e-37,0.20100689034142857,0.197,0.049,4.382110162799028e-33,8,Lzts1,0.03362388114088225,407,0.04160703332651809
8.956373173369404e-37,0.414192544886335,0.477,0.219,1.949623312379052e-32,8,5730522E02Rik,0.03753559397219577,407,0.04160703332651809
1.4021211943878011e-36,0.5719918434683973,0.494,0.233,3.0521374159433657e-32,8,Sox2ot,0.05045771907588388,407,0.04160703332651809
9.713444759005339e-36,0.7383195788818555,0.914,0.778,2.1144226551402824e-31,8,Kcnip4,0.03608923986411383,407,0.04160703332651809
1.0357427770603966e-35,0.2489755589083459,0.248,0.075,2.2546048771050715e-31,8,Gulp1,0.03425420433990704,407,0.04160703332651809
1.0511742840617894e-35,0.34986328508487863,0.373,0.15,2.288196181545703e-31,8,Plppr1,0.036197843094132424,407,0.04160703332651809
3.4674295231006285e-35,0.1799431540499909,0.17,0.04,7.547900585885448e-31,8,Filip1,0.03181932843160619,407,0.04160703332651809
4.945057806685257e-35,0.22922494338062924,0.241,0.072,1.0764401833592469e-30,8,Lmo3,0.031923696331947256,407,0.04160703332651809
5.098473838273699e-35,0.14063440359271356,0.111,0.018,1.1098357851154188e-30,8,D430036J16Rik,0.03608351195567835,407,0.04160703332651809
5.120663772722489e-35,0.5985269062556364,0.823,0.613,1.1146660900462314e-30,8,Dcc,0.03343411176807656,407,0.04160703332651809
1.458744507193998e-34,0.3788416641343827,0.469,0.223,3.1753950432598944e-30,8,Cttnbp2,0.03315068189443013,407,0.04160703332651809
3.4854668185794334e-34,0.1604007111215838,0.15,0.033,7.587164170683711e-30,8,Gm15810,0.030335444241967897,407,0.04160703332651809
7.991221901788259e-34,-0.7777418000687688,0.661,0.83,1.739529183581268e-29,8,Nrg3,0.02577066104291638,407,0.04160703332651809
1.0153801364551708e-33,0.3227223282516054,0.359,0.145,2.210279481035616e-29,8,Ppp1r2,0.03324468414739728,407,0.04160703332651809
1.179691415762917e-33,0.5322656025401518,0.759,0.524,2.5679522738327177e-29,8,Lrrc7,0.032077878686176564,407,0.04160703332651809
2.2171657844832598e-33,0.249292224582577,0.253,0.081,4.8263264796631596e-29,8,Sgk1,0.032397461774704026,407,0.04160703332651809
2.862419214978028e-33,0.3962121811054672,0.568,0.306,6.23091414716417e-29,8,Atp2b1,0.030600004002027694,407,0.04160703332651809
5.486076530437272e-33,0.458216329756303,0.612,0.344,1.194209139145585e-28,8,Pde10a,0.033918004438925245,407,0.04160703332651809
5.489762031997037e-33,0.23299352442741267,0.229,0.069,1.1950113991251152e-28,8,Sox1ot,0.03217340257795024,407,0.04160703332651809
3.089687864109481e-32,0.39965887482104095,0.381,0.167,6.725632542593518e-28,8,Camk4,0.037937151300674675,407,0.04160703332651809
4.0743042048658654e-32,0.3843551006919559,0.42,0.188,8.868945393152016e-28,8,Zfp804a,0.03572653033594212,407,0.04160703332651809
6.227940140751422e-32,0.2336119506840984,0.256,0.084,1.3556980098387698e-27,8,Dchs2,0.029622553044072176,407,0.04160703332651809
1.1984768462172194e-31,0.4198703747988201,0.462,0.235,2.6088443988456432e-27,8,Elmod1,0.03434441290556313,407,0.04160703332651809
1.351404936456728e-31,0.2902967221407896,0.305,0.114,2.9417382656790057e-27,8,Itpr1,0.03231497846290081,407,0.04160703332651809
1.4325394865424876e-31,0.25351975332966364,0.317,0.12,3.1183519543056867e-27,8,Camkv,0.027864841081271616,407,0.04160703332651809
1.0507596440307707e-30,0.2695180404365305,0.224,0.069,2.2872935931261814e-26,8,Dach1,0.03640436991711722,407,0.04160703332651809
2.14477904383133e-30,0.3646197580358124,0.442,0.209,4.668755022612039e-26,8,A830018L16Rik,0.03208358813135661,407,0.04160703332651809
2.4644144958669015e-30,0.23989705339617817,0.278,0.1,5.364537474603072e-26,8,Wasf1,0.02774830505373541,407,0.04160703332651809
4.1689879210465255e-30,0.4966952557705055,0.872,0.673,9.075052906534078e-26,8,Kcnd2,0.026776769694340403,407,0.04160703332651809
1.337515842886569e-29,0.5972803896356482,0.7,0.477,2.911504486795484e-25,8,Mgat4c,0.036469068246944,407,0.04160703332651809
2.38610084505394e-29,0.3231619852094417,0.314,0.128,5.194064319513417e-25,8,Rgs9,0.032984256307660303,407,0.04160703332651809
2.9615140504180323e-29,0.3336633345007982,0.354,0.151,6.4466237849499725e-25,8,Arhgap6,0.03254629459177351,407,0.04160703332651809
8.475589472288346e-29,0.5684737208045612,0.749,0.535,1.8449663163277275e-24,8,Ctnna3,0.033113507065471164,407,0.04160703332651809
8.61500693070283e-29,0.26900755545083943,0.27,0.099,1.875314708675392e-24,8,4933424G05Rik,0.030525289976531568,407,0.04160703332651809
9.031636259718499e-29,0.14696669739225532,0.125,0.027,1.9660065810155232e-24,8,Dclk3,0.028309482760591975,407,0.04160703332651809
9.300577552387103e-29,0.18648229290924095,0.204,0.062,2.0245497216036245e-24,8,Prmt8,0.025529530565799683,407,0.04160703332651809
1.1420137828198552e-28,0.3570283178594345,0.494,0.254,2.4859356024422612e-24,8,Grin2a,0.028891004823330565,407,0.04160703332651809
1.6221542386550435e-28,0.14292825547226898,0.128,0.028,3.5311053467042986e-24,8,Ntn1,0.027185466005649313,407,0.04160703332651809
1.677338033812475e-28,0.21242669470173503,0.238,0.081,3.651229432002995e-24,8,Fam49a,0.025969750699796634,407,0.04160703332651809
2.163897837123499e-28,0.1459593118128013,0.147,0.036,4.7103728118504325e-24,8,Fam126a,0.024797813632886054,407,0.04160703332651809
2.2050448448449423e-28,0.454635746181112,0.727,0.499,4.7999416182584705e-24,8,Gm26871,0.027559047004617098,407,0.04160703332651809
4.628245868445571e-28,0.47396956741467633,0.661,0.432,1.0074765606432319e-23,8,Dgkb,0.030174141377603075,407,0.04160703332651809
8.299677110983035e-28,0.31896026648249554,0.447,0.222,1.8066737135187872e-23,8,Slc2a13,0.026721318583357703,407,0.04160703332651809
8.497078680173232e-28,0.1566822312010388,0.143,0.035,1.849644087100109e-23,8,Mlip,0.026635109788041178,407,0.04160703332651809
9.861543666014548e-28,0.32277793222144563,0.442,0.219,2.1466608252180464e-23,8,Mrtfb,0.027104958104506898,407,0.04160703332651809
1.0475368003990196e-27,0.3384370503156393,0.467,0.24,2.2802781071085855e-23,8,Trerf1,0.02739998284112113,407,0.04160703332651809
1.3088320273283049e-27,0.1479287385322734,0.108,0.022,2.8490655570882534e-23,8,Drd2,0.030214845592668394,407,0.04160703332651809
1.5029464205920883e-27,0.21605594423462768,0.192,0.059,3.271613768344858e-23,8,Prex2,0.029253793211105047,407,0.04160703332651809
2.4931730598032304e-27,0.441857386321577,0.577,0.349,5.427139116579671e-23,8,Prkcb,0.03039479763320994,407,0.04160703332651809
3.7111933026029486e-27,0.193665678730651,0.206,0.066,8.0785255811061e-23,8,Rab40b,0.025150272665525483,407,0.04160703332651809
4.2835808990355864e-27,0.3481210361666274,0.349,0.15,9.324498901020664e-23,8,Gm15261,0.03370009973435306,407,0.04160703332651809
4.6893386338949436e-27,-0.6895061625951768,0.651,0.804,1.0207752338262517e-22,8,Oxt,0.02322896409421028,407,0.04160703332651809
9.033340980996351e-27,0.24258527605212857,0.226,0.078,1.9663776647432857e-22,8,Msra,0.029244555491545022,407,0.04160703332651809
4.489230438855182e-26,0.22318291414692656,0.275,0.107,9.772156819299959e-22,8,Lmo4,0.023865833741828643,407,0.04160703332651809
4.7879909217168807e-26,0.3386784198705156,0.435,0.214,1.0422498638393303e-21,8,Tafa2,0.028643742390646678,407,0.04160703332651809
5.905383803976825e-26,0.4150067738604478,0.504,0.272,1.2854839464496751e-21,8,Nkain3,0.031995107125199165,407,0.04160703332651809
8.78943650733968e-26,0.3955401917026973,0.666,0.43,1.913284538917701e-21,8,Cacna1e,0.025489607262346246,407,0.04160703332651809
1.4445983060517644e-25,0.231858778286544,0.231,0.082,3.1446015926134807e-21,8,Gucy1a1,0.02717618068798092,407,0.04160703332651809
1.6376251744056883e-25,0.3289077534530206,0.398,0.192,3.564782479646303e-21,8,8030451O07Rik,0.02836760724994515,407,0.04160703332651809
1.8959498012630143e-25,0.27118596458217986,0.356,0.161,4.12710352738933e-21,8,9530059O14Rik,0.024949283688916007,407,0.04160703332651809
2.340839661169525e-25,0.1777946874714142,0.162,0.046,5.0955397744338216e-21,8,Ust,0.02605209862778178,407,0.04160703332651809
4.208646583124195e-24,0.4521484534939983,0.737,0.529,9.161381882144748e-20,8,Gabrg3,0.026209553128060576,407,0.04160703332651809
4.6433550900482475e-24,0.24572475789809128,0.319,0.14,1.0107655360017026e-19,8,Smpd3,0.023295836735244678,407,0.04160703332651809
6.809433455457602e-24,0.23469307158745717,0.302,0.129,1.4822774745840106e-19,8,Prkar2b,0.0228604224822849,407,0.04160703332651809
7.681467124776907e-24,0.3834105066292278,0.654,0.439,1.6721017637214369e-19,8,Kalrn,0.02376533762527766,407,0.04160703332651809
1.4045417235798734e-23,0.3284122799216152,0.381,0.189,3.0574064238886685e-19,8,Grm3,0.02754541437766868,407,0.04160703332651809
1.4626588144640073e-23,0.11711409177515288,0.111,0.025,3.1839157073252516e-19,8,Ccdc88c,0.021635098442551955,407,0.04160703332651809
1.813601968350513e-23,0.29510506275030446,0.518,0.293,3.947848764705398e-19,8,Camk2a,0.021707287104403537,407,0.04160703332651809
2.5190701637666284e-23,0.45050779491498005,0.821,0.638,5.483511932487197e-19,8,Grik2,0.024120790625519688,407,0.04160703332651809
2.5905768425278524e-23,0.4755389186125911,0.848,0.703,5.639167670814629e-19,8,Negr1,0.023866753289168343,407,0.04160703332651809
4.5460335333994e-23,0.1513387815260639,0.16,0.048,9.895805795503811e-19,8,Tesc,0.020989192421831938,407,0.04160703332651809
7.814373880559949e-23,0.3984398134078574,0.69,0.471,1.7010329063202895e-18,8,Zbtb20,0.024286093483227043,407,0.04160703332651809
4.772054242686625e-22,0.30425806337096006,0.351,0.172,1.0387807675480247e-17,8,Thrb,0.025833753832968744,407,0.04160703332651809
6.413845757421746e-22,0.14660984290718954,0.12,0.031,1.396165944475566e-17,8,Iqgap2,0.023612905625167806,407,0.04160703332651809
1.1601593836022632e-21,0.2546244928690927,0.29,0.128,2.5254349462254068e-17,8,Syndig1,0.024002415863750872,407,0.04160703332651809
1.201552553271118e-21,0.3926291057941717,0.681,0.465,2.6155395979605694e-17,8,Cntnap5a,0.02392452922432758,407,0.04160703332651809
1.5007339632853722e-21,0.19374313401530804,0.226,0.087,3.266797691279598e-17,8,Gm45159,0.020940269076201497,407,0.04160703332651809
1.7926383703919053e-21,0.27961285883329623,0.226,0.089,3.9022152046691e-17,8,Tac1,0.029542165248718985,407,0.04160703332651809
2.6519434907465438e-21,0.2811279048118224,0.369,0.182,5.772750590657077e-17,8,9630028H03Rik,0.02371513956355917,407,0.04160703332651809
2.6898302546668174e-21,0.25581745308297066,0.371,0.185,5.855222498358727e-17,8,Ndrg4,0.021345144674536968,407,0.04160703332651809
5.270468361382676e-21,0.33877440555956284,0.528,0.327,1.1472755529057806e-16,8,R3hdm1,0.022759541696171594,407,0.04160703332651809
5.985110975271976e-21,0.49550089277243914,0.644,0.468,1.3028389570972034e-16,8,March1,0.028369468953703222,407,0.04160703332651809
7.190115773813616e-21,0.35799328733861113,0.6,0.397,1.5651444016437482e-16,8,Ppp1r9a,0.02251139340599601,407,0.04160703332651809
9.19069466555411e-21,0.3561127711288491,0.514,0.313,2.0006304147978188e-16,8,Lrrtm3,0.024331735179831827,407,0.04160703332651809
3.676271223079487e-20,0.21574770928717463,0.256,0.109,8.002507198399428e-16,8,Tmem158,0.021082708856793045,407,0.04160703332651809
6.126042005610928e-20,0.27994706749096543,0.359,0.185,1.333516823781387e-15,8,Pard3,0.02260296400576206,407,0.04160703332651809
7.821652955847617e-20,0.3141032839733039,0.445,0.258,1.7026174154289093e-15,8,Cacnb4,0.02254132977864141,407,0.04160703332651809
8.233593237673536e-20,0.22794517177414783,0.243,0.102,1.792288575976775e-15,8,Slc4a4,0.022594526795549845,407,0.04160703332651809
9.300641335130544e-20,0.3308177297954211,0.558,0.348,2.0245636058312165e-15,8,Pde4b,0.022070414149998392,407,0.04160703332651809
2.1116814845009625e-19,0.34717985914470045,0.383,0.205,4.596708255461695e-15,8,Dpyd,0.02698771941661641,407,0.04160703332651809
2.230271403372698e-19,0.2992485447403159,0.388,0.211,4.854854790861689e-15,8,Dock4,0.022895391182378568,407,0.04160703332651809
2.7008116368013186e-19,0.34563435668192233,0.452,0.276,5.879126770989111e-15,8,Stox2,0.02355119829405428,407,0.04160703332651809
2.9374587675757186e-19,0.3012921183266108,0.474,0.283,6.3942602452588235e-15,8,Rbfox3,0.02099647686467215,407,0.04160703332651809
3.033487367377462e-19,0.1935012189847468,0.174,0.062,6.603295301307259e-15,8,4930509J09Rik,0.02259477467841163,407,0.04160703332651809
4.405432891654497e-19,0.3266280853623417,0.452,0.262,9.589746318553508e-15,8,Shisa9,0.02344538773334955,407,0.04160703332651809
5.043220502438838e-19,0.3034053315478789,0.413,0.234,1.0978082389708864e-14,8,Gm15738,0.02228046000468963,407,0.04160703332651809
6.845310792340333e-19,0.3872867883781388,0.688,0.516,1.490087253276644e-14,8,Dlgap1,0.021485139081292508,407,0.04160703332651809
1.1429539548594307e-18,0.40620294687773906,0.727,0.548,2.4879821689380094e-14,8,Auts2,0.022421448853007855,407,0.04160703332651809
2.9808216588865918e-18,0.3931851118952492,0.693,0.527,6.488652587064333e-14,8,Nrg1,0.02151227964991015,407,0.04160703332651809
6.339754808752746e-18,0.4136304775159685,0.794,0.627,1.380037826769298e-13,8,Sgcz,0.021793763999871086,407,0.04160703332651809
6.513823549115424e-18,0.3420235394637009,0.617,0.411,1.4179291101714454e-13,8,Cacnb2,0.021363189354344444,407,0.04160703332651809
1.5837917460171215e-17,0.4975355352867528,0.875,0.743,3.44759787273007e-13,8,Lrrtm4,0.02437867482917574,407,0.04160703332651809
2.977516993722129e-17,0.26170053941716787,0.31,0.155,6.481458991934329e-13,8,Pbx3,0.02177716613019573,407,0.04160703332651809
2.9700156653871422e-16,0.3573168290850228,0.533,0.354,6.4651301004147305e-12,8,Kctd16,0.02238433357078177,407,0.04160703332651809
1.2682208828059415e-134,1.4681530297314105,0.798,0.284,2.7606632176919737e-130,9,Pdzrn4,0.1438078513511638,341,0.03485994684113678
3.84483094669919e-125,1.1370499739833906,0.663,0.187,8.369428004774797e-121,9,Ntng1,0.14053296039111832,341,0.03485994684113678
6.297187746160595e-104,0.5751236660336584,0.416,0.08,1.3707718285842384e-99,9,Esr1,0.10425365821006777,341,0.03485994684113678
1.1417903125509942e-76,0.7010414144553784,0.543,0.168,2.485449152361004e-72,9,Pde1c,0.07898796831936283,341,0.03485994684113678
7.996084108190254e-69,0.6772761354382454,0.516,0.165,1.7405875886708547e-64,9,Hs3st5,0.07383431515348036,341,0.03485994684113678
1.4353582293427174e-67,1.2061335342742514,0.953,0.775,3.124487793633227e-63,9,Ctnna2,0.051702710446931,341,0.03485994684113678
1.7799833687645486e-65,0.28795441992601056,0.202,0.029,3.874667797126669e-61,9,Pappa,0.06992038985520012,341,0.03485994684113678
3.6928894875797146e-64,0.9756284671504832,0.935,0.641,8.038681836563524e-60,9,Galntl6,0.04960949037279851,341,0.03485994684113678
2.7937144227311317e-62,0.921012499450042,0.953,0.763,6.081357555401127e-58,9,Lrp1b,0.040101499046685425,341,0.03485994684113678
2.7450997233021677e-61,0.3953060860109678,0.367,0.094,5.975533077684159e-57,9,Scml4,0.053802001446441546,341,0.03485994684113678
1.704799004888017e-56,0.7487577307204105,0.88,0.586,3.711006473840235e-52,9,Xkr4,0.03919702410755507,341,0.03485994684113678
1.5524808791634035e-51,0.7385417293148089,0.83,0.49,3.379440377762897e-47,9,Pcdh7,0.04360976755472783,341,0.03485994684113678
2.29635495100446e-50,0.2040519374406477,0.176,0.028,4.9987054573465086e-46,9,4930588J15Rik,0.044711792349789385,341,0.03485994684113678
6.328239266909989e-45,0.7414285264424649,0.669,0.325,1.3775311236209668e-40,9,Adarb2,0.05320332425610401,341,0.03485994684113678
4.3773220172640967e-44,0.71884556510319,0.604,0.306,9.528554567180486e-40,9,Fstl5,0.049462701256981746,341,0.03485994684113678
9.064007983087766e-42,0.5920637244226321,0.994,0.853,1.973053257758545e-37,9,Nrxn3,0.024050966119787548,341,0.03485994684113678
3.3954252799613006e-41,0.2633869624200611,0.258,0.066,7.39116174941976e-37,9,Gm27153,0.03589192607911894,341,0.03485994684113678
9.34743756786357e-41,0.5111600555743954,0.478,0.196,2.0347502097725416e-36,9,Tmcc3,0.04345657097089785,341,0.03485994684113678
2.423290106342572e-39,0.5656702922169645,0.663,0.354,5.275017903486511e-35,9,Efna5,0.03693179005000768,341,0.03485994684113678
8.05509133715955e-39,0.6201657411698016,0.648,0.345,1.7534322822728906e-34,9,Kcnq3,0.04060601800254497,341,0.03485994684113678
9.860037681313405e-37,0.5315338210684188,0.528,0.247,2.1463330024683015e-32,9,Gm1992,0.03960906523993366,341,0.03485994684113678
3.0461361572725103e-36,0.5770816641065597,0.962,0.754,6.630829187150801e-32,9,Lingo2,0.025666563343059605,341,0.03485994684113678
9.907396694798873e-36,0.7256320551571284,0.692,0.432,2.1566421125238184e-31,9,Dgkb,0.040519635299420396,341,0.03485994684113678
1.6337787360417495e-34,0.2098125668205802,0.161,0.033,3.5564095526156805e-30,9,Gm20319,0.035683722517600894,341,0.03485994684113678
7.310780718197296e-34,0.2680905132489809,0.282,0.087,1.5914107467371875e-29,9,Il1rap,0.030292702682911028,341,0.03485994684113678
1.9952715295085495e-32,0.22727020872466747,0.22,0.059,4.343307065434211e-28,9,Gm32014,0.029542000454873107,341,0.03485994684113678
6.533927242165131e-32,0.5283221609981479,0.985,0.942,1.4223052820745055e-27,9,Lsamp,0.019257986423226216,341,0.03485994684113678
6.586498793010516e-32,0.15850053945551815,0.138,0.027,1.4337490572625289e-27,9,Taf7l,0.028240526385188876,341,0.03485994684113678
1.2507437717774214e-29,0.46072093278594783,0.387,0.164,2.722619042405091e-25,9,Ptprk,0.037899351806555584,341,0.03485994684113678
1.452767160862935e-29,0.4437514955638585,0.698,0.439,3.162383555766437e-25,9,Kalrn,0.02459560176567124,341,0.03485994684113678
3.328917199383507e-29,0.49733788406125035,0.935,0.703,7.246386959618019e-25,9,Asic2,0.023058685643568742,341,0.03485994684113678
5.477991777205313e-29,0.2928728023918896,0.284,0.099,1.1924492500620527e-24,9,Pgr,0.029287945571891637,341,0.03485994684113678
3.3789204022264067e-28,0.5302383863744803,0.563,0.314,7.355233931566443e-24,9,Sorcs1,0.033141841225119005,341,0.03485994684113678
6.617799429277814e-28,0.4461246544640384,0.742,0.477,1.4405625797651948e-23,9,Magi1,0.024191816038657388,341,0.03485994684113678
