p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,specificity
6.75804255840039e-10,-0.27802477907749923,0.649,0.747,1.471090704112597e-5,6,Rps8,-0.2415503100686707
7.65878660260069e-10,0.16157046063099295,0.328,0.21,1.667164667654118e-5,6,3110021N24Rik,0.2523576718426938
1.1197800261891518e-9,0.21037708872532712,0.528,0.384,2.4375371610085456e-5,6,Hs6st3,0.2892684969973248
1.2692208640051146e-9,0.19748575136532198,0.521,0.385,2.7628399767663336e-5,6,Ptprg,0.26724695184761754
1.2959820444068784e-9,0.16050271603563382,0.557,0.412,2.821093714264893e-5,6,Cacnb2,0.21699032240739818
1.3241955901989374e-9,0.26251821816459586,0.296,0.194,2.882508960745047e-5,6,Ext1,0.40054326070474416
1.4370137160350824e-9,0.16356600547644645,0.228,0.132,3.128091457065167e-5,6,Klhl1,0.2825231003684075
1.7535208188000867e-9,0.2084084568891713,0.979,0.942,3.817064118364029e-5,6,Lsamp,0.21659435169267383
2.06829120415066e-9,0.21248637986233987,0.194,0.107,4.5022562931951565e-5,6,Gm20713,0.38525567937657884
2.8457934697757206e-9,-0.17252076915134407,0.106,0.22,6.194723225007789e-5,6,Gad1,-0.08312364331837487
3.1707868878372635e-9,0.20493213277445316,0.311,0.202,6.902168897444155e-5,6,Plxdc2,0.31551432323195505
3.31800081687892e-9,-0.23850285679170768,0.362,0.496,7.222624178182034e-5,6,Scg2,-0.17406861725523828
3.604901635340536e-9,0.20597956309997878,0.86,0.747,7.847149879809278e-5,6,Mdga2,0.23713845283263954
3.658353917509557e-9,0.1402103319908521,0.353,0.229,7.963504807634803e-5,6,Gm48749,0.21613208381122614
4.472367849717465e-9,0.18665390343127286,0.468,0.336,9.735450335264978e-5,6,Khdrbs2,0.25998222263641574
4.502703587474033e-9,0.24182122532215844,0.377,0.265,9.801485169213475e-5,6,Etl4,0.34402491300548577
5.091019893649708e-9,0.22503876507650644,0.447,0.329,1.1082132104496683e-4,6,Rbms3,0.3057517568060741
6.674547834152483e-9,-0.21114707202870478,0.07,0.171,1.4529155725383127e-4,6,Zfpm2,-0.08643447392987916
6.69115568063025e-9,-0.14457716690201053,0.079,0.185,1.456530768559593e-4,6,Grik3,-0.06173835775815585
7.563689847761233e-9,0.11238432331136936,0.17,0.091,1.646464006060665e-4,6,Ubash3b,0.2099487358564043
8.464704137785068e-9,0.16166910279470176,0.232,0.139,1.8425967967130536e-4,6,Gm45323,0.2698362003479914
9.000375036833739e-9,0.13171264718541525,0.202,0.115,1.9592016380179681e-4,6,Rbms1,0.231356128099599
1.040981445143448e-8,0.12589693304034158,0.245,0.148,2.2660084097882575e-4,6,Gm4924,0.20841046347894385
1.19436359782663e-8,0.1505971887123042,0.268,0.168,2.599890679749008e-4,6,Gm47271,0.24023837246962815
1.2183429637835233e-8,0.19892515525733906,0.343,0.233,2.652088963563974e-4,6,Gm5441,0.29283831868355065
