Gene,logFC_DvsS,AveExpr_DvsS,t_DvsS,P.Value_DvsS,adj.P.Val_DvsS,B_DvsS,logFC_DvsS_M,AveExpr_DvsS_M,t_DvsS_M,P.Value_DvsS_M,adj.P.Val_DvsS_M,B_DvsS_M,logFC_DvsS_F,AveExpr_DvsS_F,t_DvsS_F,P.Value_DvsS_F,adj.P.Val_DvsS_F,B_DvsS_F,logFC_MvsF,AveExpr_MvsF,t_MvsF,P.Value_MvsF,adj.P.Val_MvsF,B_MvsF,logFC_MvsFD,AveExpr_MvsFD,t_MvsFD,P.Value_MvsFD,adj.P.Val_MvsFD,B_MvsFD,logFC_MvsFS,AveExpr_MvsFS,t_MvsFS,P.Value_MvsFS,adj.P.Val_MvsFS,B_MvsFS,Sig_DvsS,Direction.type_DvsS,Sig.direction_DvsS,Sig_DvsS_M,Direction.type_DvsS_M,Sig.direction_DvsS_M,Sig_DvsS_F,Direction.type_DvsS_F,Sig.direction_DvsS_F,Sig_MvsF,Direction.type_MvsF,Sig.direction_MvsF,Sig_MvsFD,Direction.type_MvsFD,Sig.direction_MvsFD,Sig_MvsFS,Direction.type_MvsFS,Sig.direction_MvsFS
Oxt,-0.24240239708420486,14.165983957553665,-7.10008537964295,5.656200878068122e-12,9.208295029494902e-9,10.192839532155585,-0.2634734578650324,14.165983957553665,-6.875826055546216,2.3527551227352595e-11,3.830285339813002e-8,8.906844927357835,-0.2213313363033773,14.165983957553665,-3.9162720208703425,1.0556641418472983e-4,0.01718621222927402,-5.568542922937438,-0.13849556720647271,14.165983957553665,-4.056603250199909,5.978075755996626e-5,0.012143990596920028,-5.533009417030769,-0.15956662798729937,14.165983957553665,-5.431946918921296,9.652009307710833e-8,2.244781593279034e-5,0.5060142039120503,-0.11742450642564428,14.165983957553665,-1.9050163551470995,0.05748825758158242,0.6936948674112393,-11.216003058666544,Sig,down,down,Sig,down,down,Sig,down,down,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig
Kcnq5,0.20717796468893468,14.35216703376906,4.736248199278976,3.019554804032418e-6,0.002457917610482388,-2.675192918685889,0.2384749537509343,14.35216703376906,4.857300959412261,1.7052394798079781e-6,9.253766243757961e-4,-2.009035338289591,0.17588097562693505,14.35216703376906,2.428919042406929,0.015579577609092263,0.5284073405750459,-10.177966830623262,0.18293251235062513,14.35216703376906,4.18197844307958,3.546966571467368e-5,0.00962410263058146,-5.036161294703033,0.21422950141262476,14.35216703376906,5.691896007482541,2.4193466437821636e-8,1.312898778692454e-5,1.8522058920709323,0.1516355232886255,14.35216703376906,1.9200173334812969,0.055560042510734715,0.6936948674112393,-11.187500616556598,Sig,up,up,Sig,up,up,Not Sig,up,Not Sig,Sig,up,up,Sig,up,up,Not Sig,up,Not Sig
Brinp3,-0.12264946917395392,14.00235948552551,-4.291828936443502,2.2210030104862497e-5,0.00942461419027189,-4.589449248878509,-0.04964323070542065,14.00235948552551,-1.5477403921261224,0.12246834256851802,0.7247849461816424,-12.30510947334103,-0.1956557076424872,14.00235948552551,-4.1359238595409655,4.3032428669970245e-5,0.007784088208301284,-4.71625736207381,-0.050856565824053845,14.00235948552551,-1.7796055888529658,0.07589271069217296,0.6954515011379271,-12.036500366111197,0.022149672644479423,14.00235948552551,0.9008050900908424,0.36822901461912205,1,-13.361733347574072,-0.12386280429258711,14.00235948552551,-2.400661585811525,0.016817189808513062,0.4977888183319866,-10.15861331062974,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig
Avp,-0.10440540529792486,13.988855525969548,-4.282133016349246,2.3156300221798254e-5,0.00942461419027189,-4.629304094311154,-0.13330321115056876,13.988855525969548,-4.871235549919741,1.5954765612854052e-6,9.253766243757961e-4,-1.9448478668311253,-0.07550759944528096,13.988855525969548,-1.87081617499266,0.0620937805909622,1,-11.366947930040054,-0.03238194377339987,13.988855525969548,-1.3281284639426283,0.18488603365947137,0.9626844798663229,-12.735505343730445,-0.06127974962604377,13.988855525969548,-2.9210631171654637,0.0036841999333296345,0.10710495520465438,-9.535752726722489,-0.0034841379207559697,13.988855525969548,-0.07914906933497293,0.936953271386721,0.9999999999998543,-13.023773939989628,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
Cacng4,-0.07310245235735913,13.938787273135903,-4.0832744193693875,5.355650518294043e-5,0.015613702196075555,-5.42847949585498,-0.09042177985002198,13.938787273135903,-4.499984543607568,8.9003314125131e-6,0.0016313340614046742,-3.5986247520288934,-0.055783124864696276,13.938787273135903,-1.882273566410428,0.06051789076691692,1,-11.345580746231558,0.02874168281481637,13.938787273135903,1.6054205354651683,0.10918320113593781,0.8313755128386783,-12.32995336912485,0.011422355322153521,13.938787273135903,0.7415135240929944,0.4588132671022027,1,-13.492640401392116,0.04606101030747922,13.938787273135903,1.4250279592387411,0.1549217444514828,0.9999999999998543,-12.011598053183173,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
Glis3,-0.02087045217056449,13.899387869696099,-4.055755101471192,6.0004860418696235e-5,0.015613702196075555,-5.536522790660582,-0.024703771449088308,13.899387869696099,-4.277248420383737,2.365482141771929e-5,0.0032834795941112144,-4.534151422528042,-0.017037132892040674,13.899387869696099,-2.000044499325729,0.0461658692760268,0.9879555180222281,-11.11853057081569,0.004847494473069425,13.899387869696099,0.9420136314168303,0.3467498211360036,0.999999956943769,-13.173420021030253,0.0010141751945447197,13.899387869696099,0.22905492682788128,0.8189423837431418,1,-13.741758589188814,0.008680813751592353,13.899387869696099,0.9343586432198747,0.3506782451640268,0.9999999999998543,-12.589791284203734,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
Acta2,-0.025704092542671475,13.90113046441826,-4.028358550552661,6.713508315265902e-5,0.015613702196075555,-5.643204546529041,0.0040680853391350524,13.90113046441826,0.568037812814801,0.5703255173298263,0.999999999999827,-13.34060916944797,-0.055476270424478,13.90113046441826,-5.252141061530101,2.439366168375151e-7,3.971288122114746e-4,0.2604977771259662,-0.025704092542675028,13.90113046441826,-4.028358550553218,6.71350831525063e-5,0.012143990596920028,-5.643204546526884,0.0040680853391315,13.90113046441826,0.7409735170582349,0.45914086000473486,1,-13.493040444622661,-0.055476270424481555,13.90113046441826,-4.815555618623783,2.080386947913404e-6,0.0017958606185605739,-1.7253737196239314,Sig,down,down,Not Sig,up,Not Sig,Sig,down,down,Sig,down,down,Not Sig,up,Not Sig,Sig,down,down
Car2,-0.05663789257978813,13.929926160012737,-3.5645335193914196,4.081285699436634e-4,0.0530252630981156,-7.347207282177394,-0.0026815760867382465,13.929926160012737,-0.15036511499771962,0.8805516598248263,0.999999999999827,-13.490945619174209,-0.11059420907283801,13.929926160012737,-4.204663911522726,3.222764101443654e-5,0.006558324946437836,-4.440750441302971,-0.042274873042701167,13.929926160012737,-2.660589847626155,0.00811136246847747,0.34449500835845825,-10.100338582729556,0.011681443450347828,13.929926160012737,0.8544347783734602,0.393370872212523,1,-13.402451922184511,-0.09623118953575194,13.929926160012737,-3.354476671561062,8.703624759731533e-4,0.11646015339511764,-7.463894629469576,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Sig,down,down,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig
Gm11290,-0.008905071375862939,13.896546014253309,-3.5546099982554846,4.2342040555383046e-4,0.0530252630981156,-7.381654949695698,3.552713678800501e-15,13.896546014253309,1.263502514724325e-12,0.9999999999989925,0.999999999999827,-13.502278138122374,-0.01781014275172943,13.896546014253309,-4.294624887792968,2.1951013891131826e-5,0.005105178659604315,-4.074166370316215,-0.00890507137586738,13.896546014253309,-3.5546099982572574,4.234204055510639e-4,0.045955228018039126,-7.381654949689607,0,13.896546014253309,0,1,1,-13.768055031175344,-0.017810142751732982,13.896546014253309,-3.937633198730345,9.693848428340675e-5,0.022545121774662974,-5.400936932951202,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down
Aox3,-0.00851856644601856,13.896511827085066,-3.5546099982488535,4.2342040556418085e-4,0.0530252630981156,-7.381654949718625,3.552713678800501e-15,13.896511827085066,1.3208302298845416e-12,0.9999999999989468,0.999999999999827,-13.502278138122374,-0.017037132892040674,13.896511827085066,-4.294624887784995,2.1951013891886024e-5,0.005105178659604315,-4.074166370349037,-0.008518566446021225,13.896511827085066,-3.554609998249965,4.234204055624457e-4,0.045955228018039126,-7.381654949714796,0,13.896511827085066,0,1,1,-13.768055031175344,-0.017037132892044227,13.896511827085066,-3.9376331987230704,9.693848428623526e-5,0.022545121774662974,-5.400936932978854,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down
