Gene,logFC_DvsS,AveExpr_DvsS,t_DvsS,P.Value_DvsS,adj.P.Val_DvsS,B_DvsS,logFC_DvsS_M,AveExpr_DvsS_M,t_DvsS_M,P.Value_DvsS_M,adj.P.Val_DvsS_M,B_DvsS_M,logFC_DvsS_F,AveExpr_DvsS_F,t_DvsS_F,P.Value_DvsS_F,adj.P.Val_DvsS_F,B_DvsS_F,logFC_MvsF,AveExpr_MvsF,t_MvsF,P.Value_MvsF,adj.P.Val_MvsF,B_MvsF,logFC_MvsFD,AveExpr_MvsFD,t_MvsFD,P.Value_MvsFD,adj.P.Val_MvsFD,B_MvsFD,logFC_MvsFS,AveExpr_MvsFS,t_MvsFS,P.Value_MvsFS,adj.P.Val_MvsFS,B_MvsFS,Sig_DvsS,Direction.type_DvsS,Sig.direction_DvsS,Sig_DvsS_M,Direction.type_DvsS_M,Sig.direction_DvsS_M,Sig_DvsS_F,Direction.type_DvsS_F,Sig.direction_DvsS_F,Sig_MvsF,Direction.type_MvsF,Sig.direction_MvsF,Sig_MvsFD,Direction.type_MvsFD,Sig.direction_MvsFD,Sig_MvsFS,Direction.type_MvsFS,Sig.direction_MvsFS
Oxt,-0.19942540481025084,14.658921983122342,-4.19171671666692,3.684592481024092e-5,0.05998516559107221,-6.884126143968368,-0.20955109773509228,14.658921983122342,-3.260851359056703,0.0012438491955059133,0.8705480397824138,-9.902239547844808,-0.1892997118854094,14.658921983122342,-2.6976186054721216,0.007394474829665914,0.9999999999999598,-11.447440505740051,-0.12872861901812893,14.658921983122342,-2.7057430559820133,0.007220426447019884,0.9999998524352278,-11.814590093639506,-0.13885431194297126,14.658921983122342,-2.2929466506524987,0.0225698138836226,0.9999999999997093,-12.586562063293453,-0.11860292609328837,14.658921983122342,-1.615963486162671,0.10719416246580073,1,-13.704176891355514,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
Ubash3b,-0.01570437924996071,14.23502361750176,-2.346223737814918,0.019640869501178333,1,-12.706079622380159,-0.031530679371067905,14.23502361750176,-3.4874789758947218,5.635109311930887e-4,0.8705480397824138,-9.164047670576021,1.2192087114648587e-4,14.23502361750176,0.01234940006144261,0.9901553823007883,0.9999999999999598,-15.05328995073331,0.009422999677291877,14.23502361750176,1.4077898382605494,0.16026888673778716,0.9999998524352278,-14.451027756106503,-0.006403300443816207,14.23502361750176,-0.7515807816815568,0.452915306662277,0.9999999999997093,-14.917603016912167,0.025249299798398184,14.23502361750176,2.4452467256314647,0.015072710423938285,1,-12.039146573333456,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig
Lyz2,-0.008957907948048849,14.22717378991583,-2.340281246613285,0.019951754147851084,1,-12.719829937458305,-0.0038005797528821716,14.22717378991583,-0.7350906988560527,0.46288224402347844,0.999999999999821,-14.870486251100173,-0.014115236143215526,14.22717378991583,-2.500165501916438,0.012969443968720587,0.9999999999999598,-11.950644711326012,-0.0051573281951684535,14.22717378991583,-1.347367993484638,0.1789204984101292,0.9999998524352278,-14.53400558292054,-1.7763568394002505e-15,14.22717378991583,-3.6459844060346845e-13,0.9999999999997093,0.9999999999997093,-15.20074108835264,-0.01031465639033513,14.22717378991583,-1.746790894705985,0.08173933660047873,1,-13.4855945571754,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
Elovl7,-0.012370250579058606,14.23085441626746,-2.318941590762408,0.021097611844610186,1,-12.768788115222089,-0.011165114604118287,14.23085441626746,-1.5495447326076779,0.12234830056336427,0.999999999999821,-13.941629996163517,-0.013575386553998925,14.23085441626746,-1.7253717009219651,0.08553253083261562,0.9999999999999598,-13.56740955831399,0.0024957990009149,14.23085441626746,0.4678653895016954,0.6402344833714697,0.9999998524352278,-15.33221161484723,0.003700934975855219,14.23085441626746,0.545061999064079,0.5861324560720909,0.9999999999997093,-15.051756114242773,0.001290663025974581,14.23085441626746,0.1568371272726171,0.8754830330098068,1,-14.996137731700887,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
Kcnip3,0.011440977832299914,14.230131270342124,2.2305825654876674,0.026478658188267577,1,-12.966924360645532,0.019239079116561086,14.230131270342124,2.7769563922519636,0.005846769896773152,0.999999999999821,-11.323094551990607,0.0036428765480387426,14.230131270342124,0.4815249181718453,0.6305089782609907,0.9999999999999598,-14.937077767504189,0.007798101284262948,14.230131270342124,1.5203515838896826,0.12951921720953627,0.9999998524352278,-14.286880292301213,0.01559620256852412,14.230131270342124,2.3888955625303683,0.017542595328403517,0.9999999999997093,-12.365413824830288,1.7763568394002505e-15,14.230131270342124,2.2449675557694604e-13,0.999999999999821,1,-15.0084788254632,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
Cntnap5b,0.015177062142889497,14.235073710265757,2.2182716365881263,0.027314131899526414,1,-12.99391347252002,0.011899643566925633,14.235073710265757,1.2876285187162835,0.19890628589298745,0.999999999999821,-14.311863934668525,0.01845448071885336,14.235073710265757,1.8287232909789102,0.06847241181093532,0.9999999999999598,-13.385103085308709,6.818291790091635e-4,14.235073710265757,0.09965580390687129,0.9206867371168548,0.9999998524352278,-15.437015980776254,-0.0025955893969555888,14.235073710265757,-0.29804795231027653,0.7658808971051636,0.9999999999997093,-15.156177838267482,0.0039592477549721394,14.235073710265757,0.37511496485236084,0.7078503307034589,1,-14.937896761467844,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig
Nxph1,-0.0981344396366115,14.425203734726239,-2.186478729860825,0.029583113250111294,1,-13.063015094342422,-0.10807332399417646,14.425203734726239,-1.782674036053383,0.07568984787200544,0.999999999999821,-13.555593207008085,-0.08819555527904654,14.425203734726239,-1.3322620647622532,0.18382451233994637,0.9999999999999598,-14.165557783956865,-0.02534998820944523,14.425203734726239,-0.564808952162154,0.57264220835897,0.9999998524352278,-15.28203013599643,-0.03528887256701019,14.425203734726239,-0.6177101400207611,0.5372532483268333,0.9999999999997093,-15.009423871889444,-0.01541110385188027,14.425203734726239,-0.22257800951795237,0.8240213004496102,1,-14.983624692270078,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
Hcrt,0.012780082715161178,14.23225446359883,2.182500644539716,0.02987928336509817,1,-13.07160864230583,-1.7763568394002505e-15,14.23225446359883,-2.24584897639101e-13,0.999999999999821,0.999999999999821,-15.141349320396365,0.025560165430324133,14.23225446359883,2.959399044820628,0.0033381346555979943,0.7183789644309679,-10.724565770799764,-0.012780082715161178,14.23225446359883,-2.182500644539716,0.02987928336509817,0.9999998524352278,-13.07160864230583,-0.025560165430324133,14.23225446359883,-3.4293160609749243,6.934067899015686e-4,0.6586765162943218,-9.417386154971734,1.7763568394002505e-15,14.23225446359883,1.9664170252507268e-13,0.9999999999998432,1,-15.0084788254632,Not Sig,up,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig
Gm17655,-0.006426097498796857,14.226007331574879,-2.1583899850929256,0.031723495183412144,1,-13.123287511928483,-1.7763568394002505e-15,14.226007331574879,-4.417152966771455e-13,0.9999999999996478,0.999999999999821,-15.141349320396365,-0.012852194997591937,14.226007331574879,-2.9267057841259896,0.003698660016182192,0.7183789644309679,-10.818349229053863,-0.006426097498796857,14.226007331574879,-2.1583899850929256,0.031723495183412144,0.9999998524352278,-13.123287511928483,-1.7763568394002505e-15,14.226007331574879,-4.687442532003025e-13,0.9999999999996263,0.9999999999997093,-15.20074108835264,-0.012852194997591937,14.226007331574879,-2.798237743078779,0.0054847495841151344,1,-11.132264100051552,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
Gm49678,-0.006282520083939147,14.225961111448177,-2.1583615313572535,0.031725727275732696,1,-13.123348158252139,-1.7763568394002505e-15,14.225961111448177,-4.518040699646966e-13,0.9999999999996398,0.999999999999821,-15.141349320396365,-0.012565040167876518,14.225961111448177,-2.926667201796861,0.0036991053963720028,0.7183789644309679,-10.8184592676523,-0.006282520083938259,14.225961111448177,-2.158361531356948,0.031725727275756684,0.9999998524352278,-13.123348158252801,-1.7763568394002505e-15,14.225961111448177,-4.794503676046603e-13,0.9999999999996179,0.9999999999997093,-15.20074108835264,-0.012565040167876518,14.225961111448177,-2.7982008543248194,0.005485359205783061,1,-11.132364940367005,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
