term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.clusters,EffectType
Sex,Male - Female,0.012443446965029765,0.002558287160924597,4.863975848798987,1.1505095812331807e-6,19.729295571211942,0.007429296267506331,0.017457597662553198,0.0035865666775350587,5,1123,Female,Dom,12,MER
Sex,Male - Female,0.012443446965029765,0.002558287160924597,4.863975848798987,1.1505095812331807e-6,19.729295571211942,0.007429296267506331,0.017457597662553198,0.0035865666775350587,5,1119,Female,Dom,12,MER
Sex,Male - Female,0.012443446965029765,0.002558287160924597,4.863975848798987,1.1505095812331807e-6,19.729295571211942,0.007429296267506331,0.017457597662553198,0.0035865666775350587,1,825,Female,Dom,12,MER
Sex,Male - Female,-3.642339018240994e-4,8.666373880104967e-4,-0.42028408520460436,0.674277934637514,0.568584707824806,-0.002062811969980537,0.0013343441663323382,7.674597083813071e-4,0,377,Female,Sub,12,MER
Sex,Male - Female,-3.642339018240994e-4,8.666373880104967e-4,-0.42028408520460436,0.674277934637514,0.568584707824806,-0.002062811969980537,0.0013343441663323382,7.674597083813071e-4,1,456,Female,Sub,12,MER
Sex,Male - Female,-3.642339018240994e-4,8.666373880104967e-4,-0.42028408520460436,0.674277934637514,0.568584707824806,-0.002062811969980537,0.0013343441663323382,7.674597083813071e-4,0,470,Female,Sub,12,MER
Sex,Male - Female,0.012443446965029765,0.002558287160924597,4.863975848798987,1.1505095812331807e-6,19.729295571211942,0.007429296267506331,0.017457597662553198,0.016030013642564823,9,767,Male,Dom,12,MER
Sex,Male - Female,0.012443446965029765,0.002558287160924597,4.863975848798987,1.1505095812331807e-6,19.729295571211942,0.007429296267506331,0.017457597662553198,0.016030013642564823,34,1261,Male,Dom,12,MER
Sex,Male - Female,0.012443446965029765,0.002558287160924597,4.863975848798987,1.1505095812331807e-6,19.729295571211942,0.007429296267506331,0.017457597662553198,0.016030013642564823,4,904,Male,Dom,12,MER
Sex,Male - Female,-3.642339018240994e-4,8.666373880104967e-4,-0.42028408520460436,0.674277934637514,0.568584707824806,-0.002062811969980537,0.0013343441663323382,4.0322580655720774e-4,0,864,Male,Sub,12,MER
Sex,Male - Female,-3.642339018240994e-4,8.666373880104967e-4,-0.42028408520460436,0.674277934637514,0.568584707824806,-0.002062811969980537,0.0013343441663323382,4.0322580655720774e-4,0,911,Male,Sub,12,MER
Sex,Male - Female,-3.642339018240994e-4,8.666373880104967e-4,-0.42028408520460436,0.674277934637514,0.568584707824806,-0.002062811969980537,0.0013343441663323382,4.0322580655720774e-4,1,705,Male,Sub,12,MER
Status,Sub - Dom,-0.0028191069691537517,0.0013242922790511586,-2.1287649363731185,0.033273713271887606,4.909473313033796,-0.005414672141098489,-2.2354179720901436e-4,0.0035865666775350587,5,1123,Female,Dom,12,MER
Status,Sub - Dom,-0.0028191069691537517,0.0013242922790511586,-2.1287649363731185,0.033273713271887606,4.909473313033796,-0.005414672141098489,-2.2354179720901436e-4,0.0035865666775350587,5,1119,Female,Dom,12,MER
Status,Sub - Dom,-0.0028191069691537517,0.0013242922790511586,-2.1287649363731185,0.033273713271887606,4.909473313033796,-0.005414672141098489,-2.2354179720901436e-4,0.0035865666775350587,1,825,Female,Dom,12,MER
Status,Sub - Dom,-0.0028191069691537517,0.0013242922790511586,-2.1287649363731185,0.033273713271887606,4.909473313033796,-0.005414672141098489,-2.2354179720901436e-4,7.674597083813071e-4,0,377,Female,Sub,12,MER
Status,Sub - Dom,-0.0028191069691537517,0.0013242922790511586,-2.1287649363731185,0.033273713271887606,4.909473313033796,-0.005414672141098489,-2.2354179720901436e-4,7.674597083813071e-4,1,456,Female,Sub,12,MER
Status,Sub - Dom,-0.0028191069691537517,0.0013242922790511586,-2.1287649363731185,0.033273713271887606,4.909473313033796,-0.005414672141098489,-2.2354179720901436e-4,7.674597083813071e-4,0,470,Female,Sub,12,MER
Status,Sub - Dom,-0.015626787836007617,0.0023541758520548967,-6.63790167687236,3.181799788121084e-11,34.87136598551889,-0.020240887719309108,-0.011012687952706126,0.016030013642564823,9,767,Male,Dom,12,MER
Status,Sub - Dom,-0.015626787836007617,0.0023541758520548967,-6.63790167687236,3.181799788121084e-11,34.87136598551889,-0.020240887719309108,-0.011012687952706126,0.016030013642564823,34,1261,Male,Dom,12,MER
Status,Sub - Dom,-0.015626787836007617,0.0023541758520548967,-6.63790167687236,3.181799788121084e-11,34.87136598551889,-0.020240887719309108,-0.011012687952706126,0.016030013642564823,4,904,Male,Dom,12,MER
Status,Sub - Dom,-0.015626787836007617,0.0023541758520548967,-6.63790167687236,3.181799788121084e-11,34.87136598551889,-0.020240887719309108,-0.011012687952706126,4.0322580655720774e-4,0,864,Male,Sub,12,MER
Status,Sub - Dom,-0.015626787836007617,0.0023541758520548967,-6.63790167687236,3.181799788121084e-11,34.87136598551889,-0.020240887719309108,-0.011012687952706126,4.0322580655720774e-4,0,911,Male,Sub,12,MER
Status,Sub - Dom,-0.015626787836007617,0.0023541758520548967,-6.63790167687236,3.181799788121084e-11,34.87136598551889,-0.020240887719309108,-0.011012687952706126,4.0322580655720774e-4,1,705,Male,Sub,12,MER
