term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.clusters,EffectType
Sex,Male - Female,-0.07413512944867934,0.010067331741478027,-7.36393031961369,1.785729323277038e-13,42.348551816884104,-0.09386673708239317,-0.05440352181496551,0.22693185523312684,281,1123,Female,Dom,0,MER
Sex,Male - Female,-0.07413512944867934,0.010067331741478027,-7.36393031961369,1.785729323277038e-13,42.348551816884104,-0.09386673708239317,-0.05440352181496551,0.22693185523312684,237,1119,Female,Dom,0,MER
Sex,Male - Female,-0.07413512944867934,0.010067331741478027,-7.36393031961369,1.785729323277038e-13,42.348551816884104,-0.09386673708239317,-0.05440352181496551,0.22693185523312684,178,825,Female,Dom,0,MER
Sex,Male - Female,-0.09128561879533575,0.015819749207688142,-5.770358151504223,7.910322762094911e-9,26.913616292313,-0.12229175748686055,-0.06027948010381095,0.34612432847275515,149,377,Female,Sub,0,MER
Sex,Male - Female,-0.09128561879533575,0.015819749207688142,-5.770358151504223,7.910322762094911e-9,26.913616292313,-0.12229175748686055,-0.06027948010381095,0.34612432847275515,141,456,Female,Sub,0,MER
Sex,Male - Female,-0.09128561879533575,0.015819749207688142,-5.770358151504223,7.910322762094911e-9,26.913616292313,-0.12229175748686055,-0.06027948010381095,0.34612432847275515,161,470,Female,Sub,0,MER
Sex,Male - Female,-0.07413512944867934,0.010067331741478027,-7.36393031961369,1.785729323277038e-13,42.348551816884104,-0.09386673708239317,-0.05440352181496551,0.1527967257844475,116,767,Male,Dom,0,MER
Sex,Male - Female,-0.07413512944867934,0.010067331741478027,-7.36393031961369,1.785729323277038e-13,42.348551816884104,-0.09386673708239317,-0.05440352181496551,0.1527967257844475,174,1261,Male,Dom,0,MER
Sex,Male - Female,-0.07413512944867934,0.010067331741478027,-7.36393031961369,1.785729323277038e-13,42.348551816884104,-0.09386673708239317,-0.05440352181496551,0.1527967257844475,158,904,Male,Dom,0,MER
Sex,Male - Female,-0.09128561879533575,0.015819749207688142,-5.770358151504223,7.910322762094911e-9,26.913616292313,-0.12229175748686055,-0.06027948010381095,0.2548387096774194,248,864,Male,Sub,0,MER
Sex,Male - Female,-0.09128561879533575,0.015819749207688142,-5.770358151504223,7.910322762094911e-9,26.913616292313,-0.12229175748686055,-0.06027948010381095,0.2548387096774194,254,911,Male,Sub,0,MER
Sex,Male - Female,-0.09128561879533575,0.015819749207688142,-5.770358151504223,7.910322762094911e-9,26.913616292313,-0.12229175748686055,-0.06027948010381095,0.2548387096774194,130,705,Male,Sub,0,MER
Status,Sub - Dom,0.11919247323962831,0.015195186655480494,7.844094050443191,4.360901892388597e-15,47.704294888969,0.0894104546565229,0.1489744918227337,0.22693185523312684,281,1123,Female,Dom,0,MER
Status,Sub - Dom,0.11919247323962831,0.015195186655480494,7.844094050443191,4.360901892388597e-15,47.704294888969,0.0894104546565229,0.1489744918227337,0.22693185523312684,237,1119,Female,Dom,0,MER
Status,Sub - Dom,0.11919247323962831,0.015195186655480494,7.844094050443191,4.360901892388597e-15,47.704294888969,0.0894104546565229,0.1489744918227337,0.22693185523312684,178,825,Female,Dom,0,MER
Status,Sub - Dom,0.11919247323962831,0.015195186655480494,7.844094050443191,4.360901892388597e-15,47.704294888969,0.0894104546565229,0.1489744918227337,0.34612432847275515,149,377,Female,Sub,0,MER
Status,Sub - Dom,0.11919247323962831,0.015195186655480494,7.844094050443191,4.360901892388597e-15,47.704294888969,0.0894104546565229,0.1489744918227337,0.34612432847275515,141,456,Female,Sub,0,MER
Status,Sub - Dom,0.11919247323962831,0.015195186655480494,7.844094050443191,4.360901892388597e-15,47.704294888969,0.0894104546565229,0.1489744918227337,0.34612432847275515,161,470,Female,Sub,0,MER
Status,Sub - Dom,0.1020419838929719,0.010987348961611906,9.287225175926492,1.5836294939428125e-20,65.77532705587484,0.080507175642639,0.12357679214330479,0.1527967257844475,116,767,Male,Dom,0,MER
Status,Sub - Dom,0.1020419838929719,0.010987348961611906,9.287225175926492,1.5836294939428125e-20,65.77532705587484,0.080507175642639,0.12357679214330479,0.1527967257844475,174,1261,Male,Dom,0,MER
Status,Sub - Dom,0.1020419838929719,0.010987348961611906,9.287225175926492,1.5836294939428125e-20,65.77532705587484,0.080507175642639,0.12357679214330479,0.1527967257844475,158,904,Male,Dom,0,MER
Status,Sub - Dom,0.1020419838929719,0.010987348961611906,9.287225175926492,1.5836294939428125e-20,65.77532705587484,0.080507175642639,0.12357679214330479,0.2548387096774194,248,864,Male,Sub,0,MER
Status,Sub - Dom,0.1020419838929719,0.010987348961611906,9.287225175926492,1.5836294939428125e-20,65.77532705587484,0.080507175642639,0.12357679214330479,0.2548387096774194,254,911,Male,Sub,0,MER
Status,Sub - Dom,0.1020419838929719,0.010987348961611906,9.287225175926492,1.5836294939428125e-20,65.77532705587484,0.080507175642639,0.12357679214330479,0.2548387096774194,130,705,Male,Sub,0,MER
