Gene,logFC_DvsS,AveExpr_DvsS,t_DvsS,P.Value_DvsS,adj.P.Val_DvsS,B_DvsS,logFC_DvsS_M,AveExpr_DvsS_M,t_DvsS_M,P.Value_DvsS_M,adj.P.Val_DvsS_M,B_DvsS_M,logFC_DvsS_F,AveExpr_DvsS_F,t_DvsS_F,P.Value_DvsS_F,adj.P.Val_DvsS_F,B_DvsS_F,logFC_MvsF,AveExpr_MvsF,t_MvsF,P.Value_MvsF,adj.P.Val_MvsF,B_MvsF,logFC_MvsFD,AveExpr_MvsFD,t_MvsFD,P.Value_MvsFD,adj.P.Val_MvsFD,B_MvsFD,logFC_MvsFS,AveExpr_MvsFS,t_MvsFS,P.Value_MvsFS,adj.P.Val_MvsFS,B_MvsFS,Sig_DvsS,Direction.type_DvsS,Sig.direction_DvsS,Sig_DvsS_M,Direction.type_DvsS_M,Sig.direction_DvsS_M,Sig_DvsS_F,Direction.type_DvsS_F,Sig.direction_DvsS_F,Sig_MvsF,Direction.type_MvsF,Sig.direction_MvsF,Sig_MvsFD,Direction.type_MvsFD,Sig.direction_MvsFD,Sig_MvsFS,Direction.type_MvsFS,Sig.direction_MvsFS
Oxt,-0.23782071095666613,14.172356687775292,-11.163328026892774,4.4663092851023327e-26,7.271151516146597e-23,42.60388713216287,-0.23221495799596426,14.172356687775292,-8.939814938533157,6.881856529476106e-18,1.12036624299871e-14,24.09487807816895,-0.243426463917368,14.172356687775292,-7.207523913799507,2.0277464010298997e-12,3.301171140876677e-9,11.92508944789919,-0.16798893467994347,14.172356687775292,-7.885417443992833,1.8702473833967743e-14,1.5223813700849742e-11,16.08112921404699,-0.1623831817192425,14.172356687775292,-7.887659428309745,1.840505483273346e-14,1.4981714633845036e-11,16.062721349919563,-0.17359468764064623,14.172356687775292,-4.653537759793408,4.149865727973286e-6,0.001351196281028102,-2.1476161533449485,Sig,down,down,Sig,down,down,Sig,down,down,Sig,down,down,Sig,down,down,Sig,down,down
Avp,-0.1177221338049268,13.987099029315896,-6.496550669535356,1.9321555277614222e-10,1.5727745995977977e-7,6.989988019289388,-0.1248354638986573,13.987099029315896,-5.650111369807495,2.6497472394276017e-8,2.156894252894068e-5,2.381586297828564,-0.1106088037111963,13.987099029315896,-3.850247859944196,1.3276938494569395e-4,0.02084095055061881,-5.55270521148655,-0.0680250227620034,13.987099029315896,-3.7539924981478365,1.93756875578414e-4,0.01855507020245047,-6.370230688648215,-0.075138352855733,13.987099029315896,-4.290910593732622,2.1240875794857605e-5,0.004940020827718312,-4.306405111886043,-0.06091169266827201,13.987099029315896,-1.9196770420154587,0.0554479454262682,0.49327461832767555,-10.935882554243655,Sig,down,down,Sig,down,down,Sig,down,down,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig
Apoe,-0.1315073175617183,14.173866584797095,-6.039345864945737,2.9563484007494632e-9,1.604311732140042e-6,4.321460810987116,-0.07004220565175245,14.173866584797095,-2.6381174123038305,0.008587651965712857,0.4990690133061779,-9.674102454839268,-0.19297242947168414,14.173866584797095,-5.589970748393311,3.678554508369608e-8,1.4971716849064305e-5,2.324953515448618,-0.1082938362612822,14.173866584797095,-4.973289276596661,8.968567514182594e-7,1.8251034891361579e-4,-1.2318788672923837,-0.04682872435131635,14.173866584797095,-2.2254374924110008,0.026481842777712726,0.5257614639282479,-10.900640897686662,-0.16975894817124804,14.173866584797095,-4.4522081094766905,1.0416998000957352e-5,0.002422696106508367,-3.0306437337603853,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down
Gm29683,-0.023976027428225244,13.865065651315806,-5.538351639603911,4.865767605989114e-8,1.9803674156375693e-5,1.5922113066538142,-0.008879517548090021,13.865065651315806,-1.682236275037966,0.09312662909169427,0.7084586549592442,-11.723598095443014,-0.03907253730836047,13.865065651315806,-5.693105114009211,2.093143900746879e-8,1.135879423471973e-5,2.873700081515395,-0.016762393500177275,13.865065651315806,-3.87203550727105,1.2176104855898447e-4,0.016418282795561092,-5.931675637249676,-0.0016658836200420524,13.865065651315806,-0.3982089786571704,0.6906404748537469,0.9999999999994551,-13.290491676395362,-0.0318589033803125,13.865065651315806,-4.2027825524401425,3.106173810220927e-5,0.006321063703799586,-4.074464692643863,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down
Nrxn3,0.10472051393797699,14.628385544337963,5.460354274893478,7.386220380199548e-8,2.4049533557929727e-5,1.1865706017558377,0.08011469473592925,14.628385544337963,3.4260647196692235,6.610620498386436e-4,0.08278530901056244,-7.322802128023633,0.12932633314002473,14.628385544337963,4.253537916403641,2.4974091676396504e-5,0.005808260178453359,-3.965900583334964,0.05800175242892891,14.628385544337963,3.024336922316803,0.0026154547839168465,0.1290291026732311,-8.793560017537857,0.03339593322688117,14.628385544337963,1.801962425368699,0.07213289000972661,0.698751626328026,-11.748327695877684,0.08260757163097665,14.628385544337963,2.4598674745653684,0.014224551519970235,0.2498323519210167,-9.761742028092193,Sig,up,up,Not Sig,up,Not Sig,Sig,up,up,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
Mog,-0.02951529316808532,13.872410570818918,-4.499927594329856,8.401428312066928e-6,0.0022795875486741595,-3.384820961929247,-0.02066655778066462,13.872410570818918,-2.5841688990226093,0.010034118487219924,0.4990690133061779,-9.813407088398986,-0.038364028555506025,13.872410570818918,-3.689409981430876,2.485654123925249e-4,0.031128037798079267,-6.143970130102329,-0.009610743743342809,13.872410570818918,-1.4652624565309993,0.14345633938759922,0.6672769157800329,-12.2623480067948,-7.620083559221058e-4,13.872410570818918,-0.12022125262730973,0.9043545219342259,0.9999999999994551,-13.362677561687448,-0.018459479130763512,13.872410570818918,-1.607239751410962,0.10861144931986706,0.6348807481540316,-11.484595302397922,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
Pcdh11x,-0.05250449411608393,13.896502787895326,-4.402856774781579,1.2984956822154312e-5,0.0027171832046620136,-3.801795131300935,-0.026911675453270334,13.896502787895326,-1.85085817100021,0.06475934005390009,0.5990238954985758,-11.426935286915976,-0.07809731277889753,13.896502787895326,-4.130935924254975,4.212257768778326e-5,0.008571944559463893,-4.463959138697369,-0.02264750572423324,13.896502787895326,-1.8991464576229324,0.05810081237933861,0.4379079747850151,-11.535097330713043,0.002945312938580358,13.896502787895326,0.25558338363017136,0.7983740585817853,0.9999999999994551,-13.337195539015953,-0.04824032438704684,13.896502787895326,-2.310208074216543,0.021268954646763316,0.30773342254288083,-10.115484309082113,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig
mt-Co3,-0.06668265945265617,14.570833377284982,-4.396576263242827,1.3352251619960755e-5,0.0027171832046620136,-3.828483117677388,0.008819421892326318,14.570833377284982,0.4769096840744849,0.6336276710804563,1,-13.023512769230113,-0.14218474079763865,14.570833377284982,-5.913287268292413,6.094520169211902e-9,4.960939417738488e-6,4.076162614284776,0.14165218254498235,14.570833377284982,9.339528874909053,2.855549141461061e-19,4.648834002298607e-16,27.048219626721412,0.21715426388996484,14.570833377284982,14.816074410894808,1.1688222450701597e-41,1.90284261497422e-38,78.30706874888601,0.06615010119999987,14.570833377284982,2.4907779353588895,0.013058627213349364,0.24613976822961448,-9.68597758299416,Sig,down,down,Not Sig,up,Not Sig,Sig,down,down,Sig,up,up,Sig,up,up,Not Sig,up,Not Sig
Magi2,0.09027550493587189,14.330363847441085,4.286846484248036,2.1619431573173467e-5,0.003910714955680712,-4.289046532567035,-0.0010433619869800737,14.330363847441085,-0.040634726334604646,0.9676027644825813,1,-13.136601640784686,0.18159437185872385,14.330363847441085,5.439320854085838,8.26022512831533e-8,2.689529301779472e-5,1.5387576247043047,0.0817482680765167,14.330363847441085,3.881919861274902,1.1703608153286645e-4,0.016418282795561092,-5.8942707840565705,-0.009570598846336154,14.330363847441085,-0.47029483446026377,0.6383424384476666,0.9999999999994551,-13.259139436073594,0.17306713499936777,14.330363847441085,4.693376641849398,3.44488701557178e-6,0.001351196281028102,-1.9686225756208504,Sig,up,up,Not Sig,down,Not Sig,Sig,up,up,Sig,up,up,Not Sig,down,Not Sig,Sig,up,up
Fam155a,0.08416458740848931,14.364898378759014,3.9316362954745063,9.5845570998491e-5,0.015603658958554336,-5.705237626188841,0.03816486362483573,14.364898378759014,1.4621838270906347,0.14429757255545134,0.8169980471578071,-12.068578738660028,0.1301643111921429,14.364898378759014,3.8353954585292445,1.408172334501271e-4,0.02084095055061881,-5.6083046820276525,0.05552144013349114,14.364898378759014,2.5936099246395252,0.009766257722537329,0.21485766989582122,-9.987496684480043,0.009521716349837561,14.364898378759014,0.4602801724902681,0.6455083843067009,0.9999999999994551,-13.263806181711443,0.10152116391714472,14.364898378759014,2.7083408689497817,0.006985820114701837,0.1805224626465808,-9.126631021847716,Sig,up,up,Not Sig,up,Not Sig,Sig,up,up,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
