Gene,logFC_DvsS,AveExpr_DvsS,t_DvsS,P.Value_DvsS,adj.P.Val_DvsS,B_DvsS,logFC_DvsS_M,AveExpr_DvsS_M,t_DvsS_M,P.Value_DvsS_M,adj.P.Val_DvsS_M,B_DvsS_M,logFC_DvsS_F,AveExpr_DvsS_F,t_DvsS_F,P.Value_DvsS_F,adj.P.Val_DvsS_F,B_DvsS_F,logFC_MvsF,AveExpr_MvsF,t_MvsF,P.Value_MvsF,adj.P.Val_MvsF,B_MvsF,logFC_MvsFD,AveExpr_MvsFD,t_MvsFD,P.Value_MvsFD,adj.P.Val_MvsFD,B_MvsFD,logFC_MvsFS,AveExpr_MvsFS,t_MvsFS,P.Value_MvsFS,adj.P.Val_MvsFS,B_MvsFS,Sig_DvsS,Direction.type_DvsS,Sig.direction_DvsS,Sig_DvsS_M,Direction.type_DvsS_M,Sig.direction_DvsS_M,Sig_DvsS_F,Direction.type_DvsS_F,Sig.direction_DvsS_F,Sig_MvsF,Direction.type_MvsF,Sig.direction_MvsF,Sig_MvsFD,Direction.type_MvsFD,Sig.direction_MvsFD,Sig_MvsFS,Direction.type_MvsFS,Sig.direction_MvsFS
Cwc22,0.18117743577593437,13.870392367826557,4.853508735074471,1.8567078686823576e-6,0.003713415737364715,-4.082885561511146,0.07525975950492736,13.870392367826557,1.817049261246151,0.0700956660882138,1,-13.750648508974114,0.2870951120469414,13.870392367826557,4.621940901082651,5.418113039062087e-6,0.010836226078124175,-4.6054107584532105,-0.06962924339541487,13.870392367826557,-1.8652772051273374,0.06300944979011583,0.9999998278927018,-13.766431916872099,-0.17554691966642189,13.870392367826557,-4.126545566826041,4.643039036288064e-5,0.018572156145152254,-7.040488492026119,0.036288432875592136,13.870392367826557,0.5914735990727353,0.5545987884112715,1,-14.830076751031072,Sig,up,up,Not Sig,up,Not Sig,Sig,up,up,Not Sig,down,Not Sig,Sig,down,down,Not Sig,up,Not Sig
Oxt,-0.1787602945593436,14.003965938453815,-4.474080740959931,1.0501055368905617e-5,0.010501055368905617,-5.750165408996251,-0.18227780191227438,14.003965938453815,-4.11167431414447,4.9371992380966125e-5,0.06066988395816517,-7.125721525818413,-0.17524278720641284,14.003965938453815,-2.6358445278844935,0.008780053234803518,0.5487533271752199,-11.544289981694199,-0.1937456381084015,14.003965938453815,-4.849139627133621,1.8953402753217844e-6,0.0012635601835478561,-4.102759434393093,-0.19726314546133317,14.003965938453815,-4.33231907165086,1.9483306729289693e-5,0.012988871152859795,-6.211533656466104,-0.19022813075547162,14.003965938453815,-2.8968295369525268,0.00401540811700851,0.28856734355222835,-10.848618223204788,Sig,down,down,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig
Tmem212,-0.019987764518001327,13.703202727827437,-3.5951353208889207,3.726236486762992e-4,0.24841576578419944,-9.14176051472055,-3.426881222523548e-5,13.703202727827437,-0.005555232473545514,0.9955708736600061,1,-15.398314456765096,-0.03994126022377742,13.703202727827437,-4.3173739219488265,2.078478571570005e-5,0.020784785715700048,-5.894780645292618,-0.020178645666504735,13.703202727827437,-3.6294685029943237,3.2802889196639225e-4,0.10924808343366732,-9.022005265178928,-2.2514996072864335e-4,13.703202727827437,-0.03553567900123321,0.9716736235371419,0.9999999999997142,-15.370962635359161,-0.04013214137228083,13.703202727827437,-4.391964236708665,1.505837950709033e-5,0.03011675901418066,-5.598709588083928,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Sig,down,down,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Sig,down,down
Gjc3,-0.018771801337067018,13.703601399574335,-3.389376576370225,7.835259592591553e-4,0.3917629796295776,-9.837265432660612,-0.008657013461492724,13.703601399574335,-1.4087506700650587,0.15983020027074615,1,-14.406015240096334,-0.02888658921264131,13.703601399574335,-3.13441879336004,0.0018731310518026567,0.30109807746115363,-10.136606462961858,-0.007415669468284314,13.703601399574335,-1.3389496267614884,0.18148886496988736,0.9999998278927018,-14.605616849687271,0.0026991184072890917,13.703601399574335,0.42763922749904637,0.669186731762291,0.9999999999997142,-15.279911969862646,-0.017530457343859496,13.703601399574335,-1.9258504734136401,0.05496346317882026,1,-13.155628657202206,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig
Fn1,-0.010884493319796462,13.699216627049434,-3.1594065725372285,0.0017240243245689344,0.6896097298275737,-10.56924003550542,-0.0029610515126190506,13.699216627049434,-0.7746319957279916,0.43910015656081636,1,-15.097680018779792,-0.018807935126973874,13.699216627049434,-3.280841886830022,0.0011431933024065141,0.30109807746115363,-9.67952772652331,-0.007923441807174747,13.699216627049434,-2.299911754015599,0.0220637469320998,0.6640486708788348,-12.870241270877601,1.7763568394002505e-15,13.699216627049434,4.524485883988115e-13,0.9999999999996393,0.9999999999997142,-15.371595898899393,-0.015846883614353047,13.699216627049434,-2.798701705135493,0.005426089819413738,0.3500703109299186,-11.122382367629406,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig
Tgfbr1,-0.020115783330392212,13.706333651193583,-3.0817744372915312,0.0022268944265075347,0.6968195254107048,-10.805292341730372,-0.020278067226177754,13.706333651193583,-2.7999006814468004,0.005405846306781367,1,-11.511932719029957,-0.01995349943460667,13.706333651193583,-1.837087554903402,0.06707541593598236,1,-13.30902100860356,0.002903109668346282,13.706333651193583,0.44476165892312913,0.65677687617899,0.9999998278927018,-15.403116393741515,0.00274082577256074,13.706333651193583,0.3684572053158808,0.7127631785172307,0.9999999999997142,-15.303528247303193,0.003065393564131824,13.706333651193583,0.28573641039474007,0.7752551719968597,1,-14.964485790459339,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
AY036118,-0.13411474433025905,14.342293686117959,-3.0538343269583152,0.002438868338937467,0.6968195254107048,-10.88893032964312,-0.1362277320233254,14.342293686117959,-2.79567473253287,0.005475384226526617,1,-11.52352243647168,-0.1320017566371927,14.342293686117959,-1.806323532740602,0.07175780970562498,1,-13.364682982315724,0.04991678520423726,14.342293686117959,1.1366206818597469,0.2565026623729945,0.9999998278927018,-14.855656767989762,0.04780379751117181,14.342293686117959,0.9551532761509387,0.34018330114963713,0.9999999999997142,-14.914703233690167,0.05202977289730448,14.342293686117959,0.7208357554825628,0.4715091865456196,1,-14.745053287900246,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
Avp,-0.08963517564898016,13.812031939257396,-2.8775595341522466,0.004262645293249087,0.9927719017010255,-11.39993746885471,-0.14037341104533674,13.812031939257396,-4.061466406639946,6.0669883958165174e-5,0.06066988395816517,-7.321811313534242,-0.03889694025262358,13.812031939257396,-0.7504265073260813,0.45352031692917794,1,-14.710894330016606,-0.055335664989807576,13.812031939257396,-1.776441773190045,0.07656022367683339,0.9999998278927018,-13.927089674321568,-0.10607390038616415,13.812031939257396,-2.988106739565534,0.003012644697272407,0.32521093942959794,-10.952148488872854,-0.004597429593450997,13.812031939257396,-0.08980000786324598,0.9284993684653777,1,-15.001380444917059,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
Gm34544,-0.013322108233091434,13.700289246140844,-2.572512848361641,0.010523849633570705,0.9927719017010255,-12.215716623876396,-1.7763568394002505e-15,13.700289246140844,-3.0914838047748497e-13,0.9999999999997535,1,-15.398329932829093,-0.026644216466181092,13.700289246140844,-3.091964015456409,0.0021542438414962613,0.30109807746115363,-10.265489704977284,-0.01667886588887324,13.700289246140844,-3.220706215901273,0.001403308458277493,0.2551469924140896,-10.378858675381059,-0.003356757655783582,13.700289246140844,-0.5687826075782257,0.5698824308405503,0.9999999999997142,-15.209437002286231,-0.030000974121962898,13.700289246140844,-3.524807429037884,4.823361273286197e-4,0.28856734355222835,-8.886939501819693,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
Gm48746,-0.00990868707681436,13.69958758542982,-2.4429839326665195,0.015079156680066605,0.9927719017010255,-12.535535593064328,-0.0055853349468169,13.69958758542982,-1.2410974640112278,0.21543275576549312,1,-14.627643206419805,-0.01423203920681182,13.69958758542982,-2.1087180310212283,0.03570629593440533,1,-12.777701337001528,-0.004323352129994795,13.69958758542982,-1.065921217105637,0.2872221310814385,0.9999998278927018,-14.933465422764428,1.7763568394002505e-15,13.69958758542982,3.843053538973765e-13,0.9999999999996936,0.9999999999997142,-15.371595898899393,-0.008646704259993143,13.69958758542982,-1.2970913004142897,0.19548686316925384,1,-14.163804439366237,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig
