Gene,logFC_DvsS,AveExpr_DvsS,t_DvsS,P.Value_DvsS,adj.P.Val_DvsS,B_DvsS,logFC_DvsS_M,AveExpr_DvsS_M,t_DvsS_M,P.Value_DvsS_M,adj.P.Val_DvsS_M,B_DvsS_M,logFC_DvsS_F,AveExpr_DvsS_F,t_DvsS_F,P.Value_DvsS_F,adj.P.Val_DvsS_F,B_DvsS_F,logFC_MvsF,AveExpr_MvsF,t_MvsF,P.Value_MvsF,adj.P.Val_MvsF,B_MvsF,logFC_MvsFD,AveExpr_MvsFD,t_MvsFD,P.Value_MvsFD,adj.P.Val_MvsFD,B_MvsFD,logFC_MvsFS,AveExpr_MvsFS,t_MvsFS,P.Value_MvsFS,adj.P.Val_MvsFS,B_MvsFS,Sig_DvsS,Direction.type_DvsS,Sig.direction_DvsS,Sig_DvsS_M,Direction.type_DvsS_M,Sig.direction_DvsS_M,Sig_DvsS_F,Direction.type_DvsS_F,Sig.direction_DvsS_F,Sig_MvsF,Direction.type_MvsF,Sig.direction_MvsF,Sig_MvsFD,Direction.type_MvsFD,Sig.direction_MvsFD,Sig_MvsFS,Direction.type_MvsFS,Sig.direction_MvsFS
Oxt,-0.23611328260351172,14.860049561511163,-9.1926497337171,1.812560636925311e-18,2.950848716914406e-15,24.42163216635084,-0.2522830288234932,14.860049561511163,-7.4727595616357725,4.62611741315148e-13,7.53131914861061e-10,12.387959189813042,-0.21994353638353026,14.860049561511163,-5.680590170524892,2.5157422578818443e-8,2.0478141979158213e-5,1.832791951167982,-0.11695714253380007,14.860049561511163,-4.553517842429334,6.9265403279255656e-6,0.0037588025512876066,-4.01485351505508,-0.13312688875378242,14.860049561511163,-3.7583445145779866,1.9531920595012396e-4,0.07949491682170046,-6.87369036265988,-0.1007873963138195,14.860049561511163,-2.709002983852577,0.007025431147585265,0.2723190930540193,-10.140981087770552,Sig,down,down,Sig,down,down,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig,Not Sig,down,Not Sig
mt-Co3,-0.09051725755158646,15.176475162572736,-5.671964742504547,2.6362535081046498e-8,2.1459103555971848e-5,1.3768133033063812,-0.01011099028472806,15.176475162572736,-0.4820238279697281,0.6300408822013615,1,-13.767958220378379,-0.17092352481844486,15.176475162572736,-7.105030332831883,5.209930891758634e-12,8.481767491783057e-9,10.14091773475042,0.1280983209501807,15.176475162572736,8.026857857347029,1.0191601872545334e-14,1.6591927848503805e-11,15.878510975970933,0.2085045882170391,15.176475162572736,9.473888373335171,2.0143007000085583e-19,3.279281539613933e-16,26.920998197382293,0.0476920536833223,15.176475162572736,2.063151515134016,0.03971420042481926,0.6051588295422528,-11.664622508481918,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down,Sig,up,up,Sig,up,up,Not Sig,up,Not Sig
Dlg2,0.13275972549043136,14.772849494820184,4.896225141761161,1.3974651587980308e-6,7.583577595077313e-4,-2.473994611964244,0.11999389482581257,14.772849494820184,3.3668739940187087,8.305071574052323e-4,0.08971896280275059,-8.27846833675581,0.14552555615505014,14.772849494820184,3.5603792598358313,4.128030992652708e-4,0.05666654281482447,-7.488335996903328,0.0435470555387516,14.772849494820184,1.606030649663197,0.10902105451280036,0.7587926614884578,-12.868974834591308,0.030781224874132818,14.772849494820184,0.8231736186295171,0.4108778579358505,1,-13.496997884509938,0.05631288620337038,14.772849494820184,1.4337907841874566,0.15237831960958934,0.831046625138089,-12.75941967831974,Sig,up,up,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
Dcc,0.13501382189184596,14.629931979564043,4.815305940111916,2.056971237727046e-6,8.371872937549077e-4,-2.8468591933649012,0.15818840608923423,14.629931979564043,4.292328809215205,2.1988589198708324e-5,0.011932474405165715,-4.847724287115907,0.1118392376944577,14.629931979564043,2.6460729498498696,0.008450009226171869,0.3199212795397164,-10.267154317478646,-0.009962046466393204,14.629931979564043,-0.35529918976533503,0.722544375653372,1,-14.094496654776517,0.013212537730995066,14.629931979564043,0.34169797615193415,0.7327496223868758,1,-13.777829929012373,-0.033136630663781474,14.629931979564043,-0.8159000601127028,0.4150212046045949,1,-13.453855007228045,Sig,up,up,Sig,up,up,Not Sig,up,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig
Cntnap2,0.13852124987723613,14.807444416004014,4.7344010577516515,3.0114758607136155e-6,9.805365402483534e-4,-3.214092823702785,0.11679380432267727,14.807444416004014,3.0369743739745454,0.0025390642959946716,0.16632389456840718,-9.311934351006574,0.16024869543179499,14.807444416004014,3.633332192502342,3.1453366301720194e-4,0.054560280982895386,-7.233192506151262,0.04592623676089058,14.807444416004014,1.5696741409134873,0.11724631050026654,0.7604661095395774,-12.926495068230961,0.02419879120633084,14.807444416004014,0.5997259314741918,0.5490133042431762,1,-13.656152231468583,0.06765368231544855,14.807444416004014,1.5963313654843945,0.11116926653071087,0.7661669685058848,-12.513922334423754,Sig,up,up,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
Apoe,-0.10142328705324921,14.8293455750794,-4.6152262446670775,5.228991462563394e-6,0.0014187996835088674,-3.7448374243710347,-0.0530062289184734,14.8293455750794,-1.8350795729178235,0.06720309588558403,0.631329460761736,-12.20334800491345,-0.14984034518802503,14.8293455750794,-4.523202589028445,7.94330207144148e-6,0.004310565257435577,-3.735889430112005,-0.06874840990753306,14.8293455750794,-3.128368986086928,0.001880629550231639,0.17009249487650602,-9.309170310622179,-0.020331351772757245,14.8293455750794,-0.6708602821984305,0.5026794296301493,1,-13.610896897078101,-0.11716546804230887,14.8293455750794,-3.680763466093476,2.629295837366692e-4,0.061149908903328214,-7.104584935784088,Sig,down,down,Not Sig,down,Not Sig,Sig,down,down,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
Sorcs1,0.08607100921365163,14.47524754205908,4.575186478126384,6.277645908786645e-6,0.0014600010770720942,-3.9204130956522967,0.09363490172914801,14.47524754205908,3.786712583704524,1.7497865782316124e-4,0.04069503641944379,-6.817978846073429,0.07850711669815524,14.47524754205908,2.768362088278088,0.00588401455294343,0.2736907340626258,-9.941012016831184,0.005558993268341972,14.47524754205908,0.2954935821674996,0.7677633343921642,1,-14.113998688030634,0.013122885783838356,14.47524754205908,0.5058150714941959,0.6132526629510726,1,-13.708149145915115,-0.0020048992471544125,14.47524754205908,-0.07357451728125189,0.9413840834544507,1,-13.784518406764507,Sig,up,up,Sig,up,up,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,down,Not Sig
Sorbs2os,0.06391298357542574,14.424660256244492,4.521505367113491,8.00426866046108e-6,0.00162886867240383,-4.153633080601185,0.0674502361159508,14.424660256244492,3.630363502382897,3.180611147401026e-4,0.04707304498153518,-7.3806984897425,0.06037573103490068,14.424660256244492,2.833468064577558,0.004827207145033247,0.23814221915497352,-9.761582547772731,0.009399121822553091,14.424660256244492,0.6649381297725507,0.5064561362479267,0.9171419241508617,-13.936274196026682,0.012936374363077263,14.424660256244492,0.6636163018759144,0.5073011388928118,1,-13.615736755609527,0.005861869282027143,14.424660256244492,0.2862945313770715,0.7747941463374971,1,-13.746155320537254,Sig,up,up,Sig,up,up,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig,Not Sig,up,Not Sig
Avp,-0.1428960961337804,14.62854205862401,-4.4725606243002884,9.968667752018004e-6,0.0018032212333650344,-4.3640991161574085,-0.2727560276277501,14.62854205862401,-6.495056117682542,2.357036509758189e-10,1.918627718943166e-7,6.260288126390268,-0.013036164639810721,14.62854205862401,-0.2706747033286478,0.7867746119233356,1,-13.710631700306028,-0.012670333138563805,14.62854205862401,-0.39657369673174125,0.691883890944766,1,-14.0789482687664,-0.1425302646325335,14.62854205862401,-3.2348449949330433,0.0013136190006195695,0.2673214666260824,-8.656197689748707,0.11718959835540588,14.62854205862401,2.5322577065569107,0.011697589184527667,0.33709084722095406,-10.597770604286264,Sig,down,down,Sig,down,down,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,up,Not Sig
Robo1,0.11272999235659231,14.560908481484306,4.420679101590778,1.2552589279985235e-5,0.0020435615347815963,-4.584919363602822,0.12952341401745393,14.560908481484306,3.8642967989536254,1.2907723302957002e-4,0.035022955895356665,-6.5305194733860885,0.0959365706957307,14.560908481484306,2.4957188781969073,0.012954088719817092,0.3826552874446468,-10.648595824040418,-0.025294462386249883,14.560908481484306,-0.9919161610794683,0.32181129961046084,0.8138920534478185,-13.665211338200573,-0.008501040725388265,14.560908481484306,-0.24173087363922827,0.8091070489847991,1,-13.807055308522678,-0.0420878840471115,14.560908481484306,-1.1394350356466882,0.25517318450808557,0.8393171296349766,-13.137531740053992,Sig,up,up,Sig,up,up,Not Sig,up,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig,Not Sig,down,Not Sig
