term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.sub_types,EffectType
Sex,Male - Female,-0.006842856068939644,0.002674033994002536,-2.559001151177271,0.010497339378890934,6.57383247629104,-0.012083866390620408,-0.0016018457472588808,0.014346266710140195,10,1123,Female,Dom,Lhx1.GABA_2,MER
Sex,Male - Female,-0.006842856068939644,0.002674033994002536,-2.559001151177271,0.010497339378890934,6.57383247629104,-0.012083866390620408,-0.0016018457472588808,0.014346266710140195,24,1119,Female,Dom,Lhx1.GABA_2,MER
Sex,Male - Female,-0.006842856068939644,0.002674033994002536,-2.559001151177271,0.010497339378890934,6.57383247629104,-0.012083866390620408,-0.0016018457472588808,0.014346266710140195,10,825,Female,Dom,Lhx1.GABA_2,MER
Sex,Male - Female,-0.009353105736142401,0.004672950754525468,-2.0015416869275775,0.04533404601531537,4.463261263809096,-0.018511920916541587,-1.9429055574321508e-4,0.02225633154259402,11,377,Female,Sub,Lhx1.GABA_2,MER
Sex,Male - Female,-0.009353105736142401,0.004672950754525468,-2.0015416869275775,0.04533404601531537,4.463261263809096,-0.018511920916541587,-1.9429055574321508e-4,0.02225633154259402,7,456,Female,Sub,Lhx1.GABA_2,MER
Sex,Male - Female,-0.009353105736142401,0.004672950754525468,-2.0015416869275775,0.04533404601531537,4.463261263809096,-0.018511920916541587,-1.9429055574321508e-4,0.02225633154259402,11,470,Female,Sub,Lhx1.GABA_2,MER
Sex,Male - Female,-0.006842856068939644,0.002674033994002536,-2.559001151177271,0.010497339378890934,6.57383247629104,-0.012083866390620408,-0.0016018457472588808,0.00750341064120055,2,767,Male,Dom,Lhx1.GABA_2,MER
Sex,Male - Female,-0.006842856068939644,0.002674033994002536,-2.559001151177271,0.010497339378890934,6.57383247629104,-0.012083866390620408,-0.0016018457472588808,0.00750341064120055,17,1261,Male,Dom,Lhx1.GABA_2,MER
Sex,Male - Female,-0.006842856068939644,0.002674033994002536,-2.559001151177271,0.010497339378890934,6.57383247629104,-0.012083866390620408,-0.0016018457472588808,0.00750341064120055,3,904,Male,Dom,Lhx1.GABA_2,MER
Sex,Male - Female,-0.009353105736142401,0.004672950754525468,-2.0015416869275775,0.04533404601531537,4.463261263809096,-0.018511920916541587,-1.9429055574321508e-4,0.012903225806451618,8,864,Male,Sub,Lhx1.GABA_2,MER
Sex,Male - Female,-0.009353105736142401,0.004672950754525468,-2.0015416869275775,0.04533404601531537,4.463261263809096,-0.018511920916541587,-1.9429055574321508e-4,0.012903225806451618,19,911,Male,Sub,Lhx1.GABA_2,MER
Sex,Male - Female,-0.009353105736142401,0.004672950754525468,-2.0015416869275775,0.04533404601531537,4.463261263809096,-0.018511920916541587,-1.9429055574321508e-4,0.012903225806451618,5,705,Male,Sub,Lhx1.GABA_2,MER
Status,Sub - Dom,0.007910064832453824,0.004616405313593117,1.7134684446277815,0.0866263938262076,3.5290495292494914,-0.0011379233202280167,0.016958052985135665,0.014346266710140195,10,1123,Female,Dom,Lhx1.GABA_2,MER
Status,Sub - Dom,0.007910064832453824,0.004616405313593117,1.7134684446277815,0.0866263938262076,3.5290495292494914,-0.0011379233202280167,0.016958052985135665,0.014346266710140195,24,1119,Female,Dom,Lhx1.GABA_2,MER
Status,Sub - Dom,0.007910064832453824,0.004616405313593117,1.7134684446277815,0.0866263938262076,3.5290495292494914,-0.0011379233202280167,0.016958052985135665,0.014346266710140195,10,825,Female,Dom,Lhx1.GABA_2,MER
Status,Sub - Dom,0.007910064832453824,0.004616405313593117,1.7134684446277815,0.0866263938262076,3.5290495292494914,-0.0011379233202280167,0.016958052985135665,0.02225633154259402,11,377,Female,Sub,Lhx1.GABA_2,MER
Status,Sub - Dom,0.007910064832453824,0.004616405313593117,1.7134684446277815,0.0866263938262076,3.5290495292494914,-0.0011379233202280167,0.016958052985135665,0.02225633154259402,7,456,Female,Sub,Lhx1.GABA_2,MER
Status,Sub - Dom,0.007910064832453824,0.004616405313593117,1.7134684446277815,0.0866263938262076,3.5290495292494914,-0.0011379233202280167,0.016958052985135665,0.02225633154259402,11,470,Female,Sub,Lhx1.GABA_2,MER
Status,Sub - Dom,0.005399815165251068,0.002770509866328346,1.9490330032310055,0.05129148353572314,4.285136889883203,-3.0284391565368017e-5,0.010829914722067503,0.00750341064120055,2,767,Male,Dom,Lhx1.GABA_2,MER
Status,Sub - Dom,0.005399815165251068,0.002770509866328346,1.9490330032310055,0.05129148353572314,4.285136889883203,-3.0284391565368017e-5,0.010829914722067503,0.00750341064120055,17,1261,Male,Dom,Lhx1.GABA_2,MER
Status,Sub - Dom,0.005399815165251068,0.002770509866328346,1.9490330032310055,0.05129148353572314,4.285136889883203,-3.0284391565368017e-5,0.010829914722067503,0.00750341064120055,3,904,Male,Dom,Lhx1.GABA_2,MER
Status,Sub - Dom,0.005399815165251068,0.002770509866328346,1.9490330032310055,0.05129148353572314,4.285136889883203,-3.0284391565368017e-5,0.010829914722067503,0.012903225806451618,8,864,Male,Sub,Lhx1.GABA_2,MER
Status,Sub - Dom,0.005399815165251068,0.002770509866328346,1.9490330032310055,0.05129148353572314,4.285136889883203,-3.0284391565368017e-5,0.010829914722067503,0.012903225806451618,19,911,Male,Sub,Lhx1.GABA_2,MER
Status,Sub - Dom,0.005399815165251068,0.002770509866328346,1.9490330032310055,0.05129148353572314,4.285136889883203,-3.0284391565368017e-5,0.010829914722067503,0.012903225806451618,5,705,Male,Sub,Lhx1.GABA_2,MER
