term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.sub_types,EffectType
Sex,Male - Female,-0.00824603411486255,0.005427656914049816,-1.519262224094746,0.1286965043116581,2.9579552276591845,-0.018884046186839996,0.0023919779571148995,0.05053798500163032,44,1123,Female,Dom,Trh.GLU_2,MER
Sex,Male - Female,-0.00824603411486255,0.005427656914049816,-1.519262224094746,0.1286965043116581,2.9579552276591845,-0.018884046186839996,0.0023919779571148995,0.05053798500163032,54,1119,Female,Dom,Trh.GLU_2,MER
Sex,Male - Female,-0.00824603411486255,0.005427656914049816,-1.519262224094746,0.1286965043116581,2.9579552276591845,-0.018884046186839996,0.0023919779571148995,0.05053798500163032,57,825,Female,Dom,Trh.GLU_2,MER
Sex,Male - Female,0.05872645012748488,0.007879202075982,7.45334991553262,9.099950714432396e-14,43.321134596764104,0.043283497831646936,0.07416940242332283,0.03683806600154743,21,377,Female,Sub,Trh.GLU_2,MER
Sex,Male - Female,0.05872645012748488,0.007879202075982,7.45334991553262,9.099950714432396e-14,43.321134596764104,0.043283497831646936,0.07416940242332283,0.03683806600154743,11,456,Female,Sub,Trh.GLU_2,MER
Sex,Male - Female,0.05872645012748488,0.007879202075982,7.45334991553262,9.099950714432396e-14,43.321134596764104,0.043283497831646936,0.07416940242332283,0.03683806600154743,16,470,Female,Sub,Trh.GLU_2,MER
Sex,Male - Female,-0.00824603411486255,0.005427656914049816,-1.519262224094746,0.1286965043116581,2.9579552276591845,-0.018884046186839996,0.0023919779571148995,0.04229195088676777,46,767,Male,Dom,Trh.GLU_2,MER
Sex,Male - Female,-0.00824603411486255,0.005427656914049816,-1.519262224094746,0.1286965043116581,2.9579552276591845,-0.018884046186839996,0.0023919779571148995,0.04229195088676777,38,1261,Male,Dom,Trh.GLU_2,MER
Sex,Male - Female,-0.00824603411486255,0.005427656914049816,-1.519262224094746,0.1286965043116581,2.9579552276591845,-0.018884046186839996,0.0023919779571148995,0.04229195088676777,40,904,Male,Dom,Trh.GLU_2,MER
Sex,Male - Female,0.05872645012748488,0.007879202075982,7.45334991553262,9.099950714432396e-14,43.321134596764104,0.043283497831646936,0.07416940242332283,0.09556451612903231,86,864,Male,Sub,Trh.GLU_2,MER
Sex,Male - Female,0.05872645012748488,0.007879202075982,7.45334991553262,9.099950714432396e-14,43.321134596764104,0.043283497831646936,0.07416940242332283,0.09556451612903231,77,911,Male,Sub,Trh.GLU_2,MER
Sex,Male - Female,0.05872645012748488,0.007879202075982,7.45334991553262,9.099950714432396e-14,43.321134596764104,0.043283497831646936,0.07416940242332283,0.09556451612903231,74,705,Male,Sub,Trh.GLU_2,MER
Status,Sub - Dom,-0.01369991900008289,0.006547934870262299,-2.0922503463346294,0.03641612691504935,4.779278699024588,-0.026533635518910942,-8.662024812548363e-4,0.05053798500163032,44,1123,Female,Dom,Trh.GLU_2,MER
Status,Sub - Dom,-0.01369991900008289,0.006547934870262299,-2.0922503463346294,0.03641612691504935,4.779278699024588,-0.026533635518910942,-8.662024812548363e-4,0.05053798500163032,54,1119,Female,Dom,Trh.GLU_2,MER
Status,Sub - Dom,-0.01369991900008289,0.006547934870262299,-2.0922503463346294,0.03641612691504935,4.779278699024588,-0.026533635518910942,-8.662024812548363e-4,0.05053798500163032,57,825,Female,Dom,Trh.GLU_2,MER
Status,Sub - Dom,-0.01369991900008289,0.006547934870262299,-2.0922503463346294,0.03641612691504935,4.779278699024588,-0.026533635518910942,-8.662024812548363e-4,0.03683806600154743,21,377,Female,Sub,Trh.GLU_2,MER
Status,Sub - Dom,-0.01369991900008289,0.006547934870262299,-2.0922503463346294,0.03641612691504935,4.779278699024588,-0.026533635518910942,-8.662024812548363e-4,0.03683806600154743,11,456,Female,Sub,Trh.GLU_2,MER
Status,Sub - Dom,-0.01369991900008289,0.006547934870262299,-2.0922503463346294,0.03641612691504935,4.779278699024588,-0.026533635518910942,-8.662024812548363e-4,0.03683806600154743,16,470,Female,Sub,Trh.GLU_2,MER
Status,Sub - Dom,0.05327256524226454,0.006976089035098762,7.636451452129489,2.2329039731545434e-14,45.348072119552256,0.03959968198052619,0.06694544850400289,0.04229195088676777,46,767,Male,Dom,Trh.GLU_2,MER
Status,Sub - Dom,0.05327256524226454,0.006976089035098762,7.636451452129489,2.2329039731545434e-14,45.348072119552256,0.03959968198052619,0.06694544850400289,0.04229195088676777,38,1261,Male,Dom,Trh.GLU_2,MER
Status,Sub - Dom,0.05327256524226454,0.006976089035098762,7.636451452129489,2.2329039731545434e-14,45.348072119552256,0.03959968198052619,0.06694544850400289,0.04229195088676777,40,904,Male,Dom,Trh.GLU_2,MER
Status,Sub - Dom,0.05327256524226454,0.006976089035098762,7.636451452129489,2.2329039731545434e-14,45.348072119552256,0.03959968198052619,0.06694544850400289,0.09556451612903231,86,864,Male,Sub,Trh.GLU_2,MER
Status,Sub - Dom,0.05327256524226454,0.006976089035098762,7.636451452129489,2.2329039731545434e-14,45.348072119552256,0.03959968198052619,0.06694544850400289,0.09556451612903231,77,911,Male,Sub,Trh.GLU_2,MER
Status,Sub - Dom,0.05327256524226454,0.006976089035098762,7.636451452129489,2.2329039731545434e-14,45.348072119552256,0.03959968198052619,0.06694544850400289,0.09556451612903231,74,705,Male,Sub,Trh.GLU_2,MER
