term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.sub_types,EffectType
Sex,Male - Female,0.0033932933028543028,0.003918907771136829,0.8658773058774865,0.3865574495398582,1.3712452538108664,-0.004287624787308017,0.011074211393016623,0.021845451581585577,33,1123,Female,Dom,Mixed.GLU_4,MER
Sex,Male - Female,0.0033932933028543028,0.003918907771136829,0.8658773058774865,0.3865574495398582,1.3712452538108664,-0.004287624787308017,0.011074211393016623,0.021845451581585577,27,1119,Female,Dom,Mixed.GLU_4,MER
Sex,Male - Female,0.0033932933028543028,0.003918907771136829,0.8658773058774865,0.3865574495398582,1.3712452538108664,-0.004287624787308017,0.011074211393016623,0.021845451581585577,7,825,Female,Dom,Mixed.GLU_4,MER
Sex,Male - Female,0.012356410764179043,0.004457046306728915,2.7723316999251857,0.005565629126149222,7.4892395088873025,0.0036207605255631093,0.021092061002794975,0.013046815042272562,2,377,Female,Sub,Mixed.GLU_4,MER
Sex,Male - Female,0.012356410764179043,0.004457046306728915,2.7723316999251857,0.005565629126149222,7.4892395088873025,0.0036207605255631093,0.021092061002794975,0.013046815042272562,8,456,Female,Sub,Mixed.GLU_4,MER
Sex,Male - Female,0.012356410764179043,0.004457046306728915,2.7723316999251857,0.005565629126149222,7.4892395088873025,0.0036207605255631093,0.021092061002794975,0.013046815042272562,7,470,Female,Sub,Mixed.GLU_4,MER
Sex,Male - Female,0.0033932933028543028,0.003918907771136829,0.8658773058774865,0.3865574495398582,1.3712452538108664,-0.004287624787308017,0.011074211393016623,0.02523874488443988,25,767,Male,Dom,Mixed.GLU_4,MER
Sex,Male - Female,0.0033932933028543028,0.003918907771136829,0.8658773058774865,0.3865574495398582,1.3712452538108664,-0.004287624787308017,0.011074211393016623,0.02523874488443988,17,1261,Male,Dom,Mixed.GLU_4,MER
Sex,Male - Female,0.0033932933028543028,0.003918907771136829,0.8658773058774865,0.3865574495398582,1.3712452538108664,-0.004287624787308017,0.011074211393016623,0.02523874488443988,32,904,Male,Dom,Mixed.GLU_4,MER
Sex,Male - Female,0.012356410764179043,0.004457046306728915,2.7723316999251857,0.005565629126149222,7.4892395088873025,0.0036207605255631093,0.021092061002794975,0.025403225806451605,26,864,Male,Sub,Mixed.GLU_4,MER
Sex,Male - Female,0.012356410764179043,0.004457046306728915,2.7723316999251857,0.005565629126149222,7.4892395088873025,0.0036207605255631093,0.021092061002794975,0.025403225806451605,20,911,Male,Sub,Mixed.GLU_4,MER
Sex,Male - Female,0.012356410764179043,0.004457046306728915,2.7723316999251857,0.005565629126149222,7.4892395088873025,0.0036207605255631093,0.021092061002794975,0.025403225806451605,17,705,Male,Sub,Mixed.GLU_4,MER
Status,Sub - Dom,-0.008798636539313015,0.004104795641559463,-2.143501725208981,0.03207283270395019,4.962504410130991,-0.016843888160666544,-7.533849179594838e-4,0.021845451581585577,33,1123,Female,Dom,Mixed.GLU_4,MER
Status,Sub - Dom,-0.008798636539313015,0.004104795641559463,-2.143501725208981,0.03207283270395019,4.962504410130991,-0.016843888160666544,-7.533849179594838e-4,0.021845451581585577,27,1119,Female,Dom,Mixed.GLU_4,MER
Status,Sub - Dom,-0.008798636539313015,0.004104795641559463,-2.143501725208981,0.03207283270395019,4.962504410130991,-0.016843888160666544,-7.533849179594838e-4,0.021845451581585577,7,825,Female,Dom,Mixed.GLU_4,MER
Status,Sub - Dom,-0.008798636539313015,0.004104795641559463,-2.143501725208981,0.03207283270395019,4.962504410130991,-0.016843888160666544,-7.533849179594838e-4,0.013046815042272562,2,377,Female,Sub,Mixed.GLU_4,MER
Status,Sub - Dom,-0.008798636539313015,0.004104795641559463,-2.143501725208981,0.03207283270395019,4.962504410130991,-0.016843888160666544,-7.533849179594838e-4,0.013046815042272562,8,456,Female,Sub,Mixed.GLU_4,MER
Status,Sub - Dom,-0.008798636539313015,0.004104795641559463,-2.143501725208981,0.03207283270395019,4.962504410130991,-0.016843888160666544,-7.533849179594838e-4,0.013046815042272562,7,470,Female,Sub,Mixed.GLU_4,MER
Status,Sub - Dom,1.6448092201172548e-4,0.004286461808058686,0.03837218885340261,0.9693909347254555,0.044849503705291005,-0.00823682984288974,0.008565791686913191,0.02523874488443988,25,767,Male,Dom,Mixed.GLU_4,MER
Status,Sub - Dom,1.6448092201172548e-4,0.004286461808058686,0.03837218885340261,0.9693909347254555,0.044849503705291005,-0.00823682984288974,0.008565791686913191,0.02523874488443988,17,1261,Male,Dom,Mixed.GLU_4,MER
Status,Sub - Dom,1.6448092201172548e-4,0.004286461808058686,0.03837218885340261,0.9693909347254555,0.044849503705291005,-0.00823682984288974,0.008565791686913191,0.02523874488443988,32,904,Male,Dom,Mixed.GLU_4,MER
Status,Sub - Dom,1.6448092201172548e-4,0.004286461808058686,0.03837218885340261,0.9693909347254555,0.044849503705291005,-0.00823682984288974,0.008565791686913191,0.025403225806451605,26,864,Male,Sub,Mixed.GLU_4,MER
Status,Sub - Dom,1.6448092201172548e-4,0.004286461808058686,0.03837218885340261,0.9693909347254555,0.044849503705291005,-0.00823682984288974,0.008565791686913191,0.025403225806451605,20,911,Male,Sub,Mixed.GLU_4,MER
Status,Sub - Dom,1.6448092201172548e-4,0.004286461808058686,0.03837218885340261,0.9693909347254555,0.044849503705291005,-0.00823682984288974,0.008565791686913191,0.025403225806451605,17,705,Male,Sub,Mixed.GLU_4,MER
