p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,specificity
1.5891309260712564e-7,0.6832596974519274,0.228,0.145,0.003459220199871911,5,Mest,1.0743669725450997
1.667734416634917e-7,0.6203491599654438,0.299,0.205,0.003630324278130887,5,Garnl3,0.9048019455105741
2.0223328488817234e-7,0.4148471118915664,0.511,0.404,0.004402214145445735,5,Tnrc6c,0.5247199855856199
2.0249321807585287e-7,-0.3111881747684384,0.737,0.814,0.0044078723710751656,5,Rtn1,-0.28175145553358616
2.154094884442879e-7,0.5116576902280648,0.689,0.646,0.004689033744455259,5,Opcml,0.5457154002587254
2.161050059178143e-7,0.6673173510220445,0.251,0.165,0.004704173768818982,5,Shisa6,1.015131243069898
2.2912796335454807e-7,-0.42879372689417977,0.651,0.704,0.004987657506301802,5,Tmsb4x,-0.39651238097743047
2.3267634208043484e-7,0.5941735883157044,0.303,0.211,0.0050648986144069055,5,3110021N24Rik,0.8532445367756325
2.526673846994216e-7,0.7576397267005306,0.182,0.109,0.00550006363013701,5,Gm15584,1.2650498188944639
2.87014089557699e-7,0.8541321574170873,0.14,0.077,0.006247722701491992,5,A530046M15Rik,1.5529675589401588
3.3690073077755905e-7,0.2737945210605608,0.685,0.563,0.0073336551075659055,5,Rims1,0.3331247725159577
3.411180439385741e-7,0.22582804871974482,0.887,0.771,0.007425457580454881,5,Ube3a,0.2598047720031305
3.477509976804701e-7,-0.4649717374671294,0.43,0.53,0.007569843717508473,5,Cox7b,-0.3772412209638974
3.5199574628789083e-7,0.3544797033352291,0.572,0.456,0.007662243405194807,5,Sybu,0.4446543647099803
3.5808072860962373e-7,0.6404992957222801,0.246,0.161,0.007794701300374289,5,Tmem117,0.9786510978116827
3.985493122255773e-7,0.6432633208557843,0.225,0.144,0.008675621428526367,5,Tmem255a,1.0050989388371632
4.1937262252272093e-7,0.5731091958082986,0.269,0.18,0.009128903247074589,5,Fer,0.8564798537357352
4.294022995940178e-7,0.30208698558607167,0.566,0.444,0.00934722925756258,5,5330434G04Rik,0.3850928690128751
4.49427274491915e-7,-1.275608517676904,0.05,0.124,0.009783132911140005,5,Serpine2,-0.5143582732568162
4.639324270782598e-7,-0.7872925144159157,0.163,0.259,0.01009888107263956,5,Aldoc,-0.495477528377584
4.889198194201775e-7,0.5629771961894103,0.253,0.168,0.010642806629138423,5,Kif26b,0.8478168490233382
4.934608812770978e-7,0.7968695539424471,0.182,0.111,0.010741656463639865,5,Gm16083,1.3065789082659942
5.242786583190271e-7,-0.4553567631584323,0.507,0.584,0.011412497834288582,5,Atp1b1,-0.395318285824187
5.606221036374036e-7,0.5117604730174308,0.361,0.262,0.012203621951979002,5,Clstn2,0.7051356135850858
5.662556146725038e-7,1.0097937011853446,0.119,0.063,0.012326252220191063,5,4930509J09Rik,1.9073881022389843
5.678398638759391e-7,1.017293040746659,0.102,0.051,0.012360738156851441,5,Man1c1,2.034586081493318
5.801434949935945e-7,-0.6824325877189801,0.184,0.283,0.012628563599020565,5,Purb,-0.44370175314590937
6.141583192206091e-7,0.3800907650310442,0.438,0.326,0.013368998292794218,5,C530008M17Rik,0.5106740953484582
6.454618379173448e-7,0.8171173150965321,0.154,0.089,0.01405041328778476,5,Zswim6,1.413888387919842
6.913661436507396e-7,0.2874779652753447,0.631,0.52,0.0150496582149893,5,Cdr1os,0.3488434540168125
8.022247813909125e-7,-0.4747162873890275,0.47,0.55,0.017462829041317383,5,Cox6c,-0.40566664558698706
8.205419081336459e-7,0.9968071244511996,0.1,0.05,0.017861556256253203,5,3110039M20Rik,1.9936142489023991
9.004077035145762e-7,0.8013154589736398,0.154,0.089,0.019600074890105294,5,Syt9,1.3865458503588823
1.0080143905856905e-6,0.4554890963889121,0.351,0.254,0.02194245725426931,5,B230217J21Rik,0.6294357198130242
1.0436945265147914e-6,0.7049263407395892,0.236,0.157,0.02271914245317398,5,Gm13269,1.059634499455688
1.0604025455770292e-6,-0.38172006881095355,0.587,0.662,0.02308284261212077,5,Atp6v0c,-0.33847383745019594
1.065286992264875e-6,-0.8451027031337973,0.633,0.652,0.0231891672476218,5,Galntl6,-0.8204754771222296
1.1043027278000332e-6,-0.4776281466910123,0.482,0.569,0.024038461778751123,5,Rpl11,-0.4045988870036343
1.1745104927772867e-6,0.6271879911748819,0.209,0.133,0.025566744406775976,5,4833422C13Rik,0.9855811289891
1.2743442980945267e-6,-0.9078481699539913,0.136,0.224,0.027739926680921657,5,Cdh12,-0.5511935317577805
1.2819399862605875e-6,0.46032343176776536,0.305,0.212,0.027905269620920468,5,Dscaml1,0.6622577674017379
1.3221980218723342e-6,0.19668761294781878,0.488,0.376,0.02878160654011697,5,Trpm3,0.2552754125492967
1.3582558787895535e-6,-0.4295068234198514,0.505,0.587,0.029566513969491,5,Rps24,-0.3695075738109454
1.45666389950828e-6,0.3127340885233443,0.572,0.464,0.031708659764496244,5,5330438D12Rik,0.3855256436106744
1.4699182456060115e-6,-0.6447354610432487,0.211,0.31,0.03199718037035166,5,Gal,-0.4388360718713725
1.4715699995011872e-6,-0.41492128139196793,0.493,0.587,0.03203313574914184,5,Rpl41,-0.3484773283240889
