term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.genes,EffectType
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,102,911,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,106,911,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,184,911,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,21,911,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,378,705,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,2,705,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,0,705,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,633,705,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,92,705,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,11,705,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,106,705,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,101,705,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,108,705,Male,Sub,Ar,MER
Sex,Male - Female,0.016981851228349387,0.0037832478500471316,4.488696459085499,7.16603191539647e-6,17.090394100422234,0.00956682169766842,0.024396880759030355,0.18985215053763566,150,705,Male,Sub,Ar,MER
