term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.genes,EffectType
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,125,1123,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,606,1123,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,0,1123,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,34,1123,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,20,1123,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,9,1123,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,14,1123,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,55,1123,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,165,1119,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,616,1119,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,0,1119,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,20,1119,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,17,1119,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,6,1119,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,12,1119,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,39,1119,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,2,1119,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,114,825,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,464,825,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,0,825,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,9,825,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,10,825,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,2,825,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,13,825,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.02778254721403013,0.0023541832603788623,11.801352801038542,3.8408658835138735e-32,104.36026744809745,0.023168432810680484,0.03239666161737978,0.07746984023481031,24,825,Female,Dom,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,103,377,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,353,377,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,0,377,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,1,377,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,6,377,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,12,377,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,75,456,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,405,456,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,0,456,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,7,456,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,10,456,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,4,456,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,6,456,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,8,456,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,1,456,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,87,470,Female,Sub,Nr3c1,MER
Sex,Male - Female,0.04065221696828651,0.0036703978324746913,11.075697737342434,1.6459301835299901e-28,92.29508351550415,0.03345836940770224,0.04784606452887078,0.11918649270913291,421,470,Female,Sub,Nr3c1,MER
