term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.clusters,EffectType
Sex,Male - Female,-0.051444301460203706,0.009266750460595977,-5.5514931236094975,2.8323985928066096e-8,25.073400454341346,-0.06960679861669178,-0.033281804303715634,0.17900228236061297,196,1123,Female,Dom,2,MER
Sex,Male - Female,-0.051444301460203706,0.009266750460595977,-5.5514931236094975,2.8323985928066096e-8,25.073400454341346,-0.06960679861669178,-0.033281804303715634,0.17900228236061297,178,1119,Female,Dom,2,MER
Sex,Male - Female,-0.051444301460203706,0.009266750460595977,-5.5514931236094975,2.8323985928066096e-8,25.073400454341346,-0.06960679861669178,-0.033281804303715634,0.17900228236061297,175,825,Female,Dom,2,MER
Sex,Male - Female,0.07203011660436225,0.01156027559520851,6.23083039942553,4.6396919221456e-10,31.005251936009717,0.04937239278639624,0.09468784042232825,0.10821181887950877,35,377,Female,Sub,2,MER
Sex,Male - Female,0.07203011660436225,0.01156027559520851,6.23083039942553,4.6396919221456e-10,31.005251936009717,0.04937239278639624,0.09468784042232825,0.10821181887950877,47,456,Female,Sub,2,MER
Sex,Male - Female,0.07203011660436225,0.01156027559520851,6.23083039942553,4.6396919221456e-10,31.005251936009717,0.04937239278639624,0.09468784042232825,0.10821181887950877,59,470,Female,Sub,2,MER
Sex,Male - Female,-0.051444301460203706,0.009266750460595977,-5.5514931236094975,2.8323985928066096e-8,25.073400454341346,-0.06960679861669178,-0.033281804303715634,0.12755798090040926,118,767,Male,Dom,2,MER
Sex,Male - Female,-0.051444301460203706,0.009266750460595977,-5.5514931236094975,2.8323985928066096e-8,25.073400454341346,-0.06960679861669178,-0.033281804303715634,0.12755798090040926,123,1261,Male,Dom,2,MER
Sex,Male - Female,-0.051444301460203706,0.009266750460595977,-5.5514931236094975,2.8323985928066096e-8,25.073400454341346,-0.06960679861669178,-0.033281804303715634,0.12755798090040926,133,904,Male,Dom,2,MER
Sex,Male - Female,0.07203011660436225,0.01156027559520851,6.23083039942553,4.6396919221456e-10,31.005251936009717,0.04937239278639624,0.09468784042232825,0.18024193548387102,142,864,Male,Sub,2,MER
Sex,Male - Female,0.07203011660436225,0.01156027559520851,6.23083039942553,4.6396919221456e-10,31.005251936009717,0.04937239278639624,0.09468784042232825,0.18024193548387102,162,911,Male,Sub,2,MER
Sex,Male - Female,0.07203011660436225,0.01156027559520851,6.23083039942553,4.6396919221456e-10,31.005251936009717,0.04937239278639624,0.09468784042232825,0.18024193548387102,143,705,Male,Sub,2,MER
Status,Sub - Dom,-0.0707904634811042,0.011044369946092673,-6.409642544267432,1.4586121643290394e-10,32.67468461803737,-0.09243703080738241,-0.049143896154825985,0.17900228236061297,196,1123,Female,Dom,2,MER
Status,Sub - Dom,-0.0707904634811042,0.011044369946092673,-6.409642544267432,1.4586121643290394e-10,32.67468461803737,-0.09243703080738241,-0.049143896154825985,0.17900228236061297,178,1119,Female,Dom,2,MER
Status,Sub - Dom,-0.0707904634811042,0.011044369946092673,-6.409642544267432,1.4586121643290394e-10,32.67468461803737,-0.09243703080738241,-0.049143896154825985,0.17900228236061297,175,825,Female,Dom,2,MER
Status,Sub - Dom,-0.0707904634811042,0.011044369946092673,-6.409642544267432,1.4586121643290394e-10,32.67468461803737,-0.09243703080738241,-0.049143896154825985,0.10821181887950877,35,377,Female,Sub,2,MER
Status,Sub - Dom,-0.0707904634811042,0.011044369946092673,-6.409642544267432,1.4586121643290394e-10,32.67468461803737,-0.09243703080738241,-0.049143896154825985,0.10821181887950877,47,456,Female,Sub,2,MER
Status,Sub - Dom,-0.0707904634811042,0.011044369946092673,-6.409642544267432,1.4586121643290394e-10,32.67468461803737,-0.09243703080738241,-0.049143896154825985,0.10821181887950877,59,470,Female,Sub,2,MER
Status,Sub - Dom,0.052683954583461756,0.009875957176314235,5.334566932895887,9.577285605294988e-8,23.315807933896334,0.03332743420502597,0.07204047496189754,0.12755798090040926,118,767,Male,Dom,2,MER
Status,Sub - Dom,0.052683954583461756,0.009875957176314235,5.334566932895887,9.577285605294988e-8,23.315807933896334,0.03332743420502597,0.07204047496189754,0.12755798090040926,123,1261,Male,Dom,2,MER
Status,Sub - Dom,0.052683954583461756,0.009875957176314235,5.334566932895887,9.577285605294988e-8,23.315807933896334,0.03332743420502597,0.07204047496189754,0.12755798090040926,133,904,Male,Dom,2,MER
Status,Sub - Dom,0.052683954583461756,0.009875957176314235,5.334566932895887,9.577285605294988e-8,23.315807933896334,0.03332743420502597,0.07204047496189754,0.18024193548387102,142,864,Male,Sub,2,MER
Status,Sub - Dom,0.052683954583461756,0.009875957176314235,5.334566932895887,9.577285605294988e-8,23.315807933896334,0.03332743420502597,0.07204047496189754,0.18024193548387102,162,911,Male,Sub,2,MER
Status,Sub - Dom,0.052683954583461756,0.009875957176314235,5.334566932895887,9.577285605294988e-8,23.315807933896334,0.03332743420502597,0.07204047496189754,0.18024193548387102,143,705,Male,Sub,2,MER
