term,contrast,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,predicted,Freq,total.neuron.count,Sex,Status,neuron.clusters,EffectType
Sex,Male - Female,0.006518695084314175,0.0035236293334369112,1.8499945560266715,0.06431433423368624,3.9587158717683915,-3.874915040910469e-4,0.013424881672719397,0.01565047277469904,16,1123,Female,Dom,11,MER
Sex,Male - Female,0.006518695084314175,0.0035236293334369112,1.8499945560266715,0.06431433423368624,3.9587158717683915,-3.874915040910469e-4,0.013424881672719397,0.01565047277469904,13,1119,Female,Dom,11,MER
Sex,Male - Female,0.006518695084314175,0.0035236293334369112,1.8499945560266715,0.06431433423368624,3.9587158717683915,-3.874915040910469e-4,0.013424881672719397,0.01565047277469904,19,825,Female,Dom,11,MER
Sex,Male - Female,-9.376624675678444e-4,0.005726165811580243,-0.16375049176389092,0.8699275673069278,0.20103281190000566,-0.012160741227769688,0.010285416292633999,0.029163468919180778,9,377,Female,Sub,11,MER
Sex,Male - Female,-9.376624675678444e-4,0.005726165811580243,-0.16375049176389092,0.8699275673069278,0.20103281190000566,-0.012160741227769688,0.010285416292633999,0.029163468919180778,7,456,Female,Sub,11,MER
Sex,Male - Female,-9.376624675678444e-4,0.005726165811580243,-0.16375049176389092,0.8699275673069278,0.20103281190000566,-0.012160741227769688,0.010285416292633999,0.029163468919180778,22,470,Female,Sub,11,MER
Sex,Male - Female,0.006518695084314175,0.0035236293334369112,1.8499945560266715,0.06431433423368624,3.9587158717683915,-3.874915040910469e-4,0.013424881672719397,0.022169167859013215,35,767,Male,Dom,11,MER
Sex,Male - Female,0.006518695084314175,0.0035236293334369112,1.8499945560266715,0.06431433423368624,3.9587158717683915,-3.874915040910469e-4,0.013424881672719397,0.022169167859013215,17,1261,Male,Dom,11,MER
Sex,Male - Female,0.006518695084314175,0.0035236293334369112,1.8499945560266715,0.06431433423368624,3.9587158717683915,-3.874915040910469e-4,0.013424881672719397,0.022169167859013215,13,904,Male,Dom,11,MER
Sex,Male - Female,-9.376624675678444e-4,0.005726165811580243,-0.16375049176389092,0.8699275673069278,0.20103281190000566,-0.012160741227769688,0.010285416292633999,0.028225806451612934,22,864,Male,Sub,11,MER
Sex,Male - Female,-9.376624675678444e-4,0.005726165811580243,-0.16375049176389092,0.8699275673069278,0.20103281190000566,-0.012160741227769688,0.010285416292633999,0.028225806451612934,26,911,Male,Sub,11,MER
Sex,Male - Female,-9.376624675678444e-4,0.005726165811580243,-0.16375049176389092,0.8699275673069278,0.20103281190000566,-0.012160741227769688,0.010285416292633999,0.028225806451612934,22,705,Male,Sub,11,MER
Status,Sub - Dom,0.013512996144481738,0.005172219150732307,2.6126109027241244,0.008985353446202115,6.798209030225265,0.003375632888898073,0.023650359400065404,0.01565047277469904,16,1123,Female,Dom,11,MER
Status,Sub - Dom,0.013512996144481738,0.005172219150732307,2.6126109027241244,0.008985353446202115,6.798209030225265,0.003375632888898073,0.023650359400065404,0.01565047277469904,13,1119,Female,Dom,11,MER
Status,Sub - Dom,0.013512996144481738,0.005172219150732307,2.6126109027241244,0.008985353446202115,6.798209030225265,0.003375632888898073,0.023650359400065404,0.01565047277469904,19,825,Female,Dom,11,MER
Status,Sub - Dom,0.013512996144481738,0.005172219150732307,2.6126109027241244,0.008985353446202115,6.798209030225265,0.003375632888898073,0.023650359400065404,0.029163468919180778,9,377,Female,Sub,11,MER
Status,Sub - Dom,0.013512996144481738,0.005172219150732307,2.6126109027241244,0.008985353446202115,6.798209030225265,0.003375632888898073,0.023650359400065404,0.029163468919180778,7,456,Female,Sub,11,MER
Status,Sub - Dom,0.013512996144481738,0.005172219150732307,2.6126109027241244,0.008985353446202115,6.798209030225265,0.003375632888898073,0.023650359400065404,0.029163468919180778,22,470,Female,Sub,11,MER
Status,Sub - Dom,0.006056638592599719,0.004295706098434372,1.4099285318441928,0.15856078687329633,2.656892067718376,-0.00236279064850072,0.014476067833700158,0.022169167859013215,35,767,Male,Dom,11,MER
Status,Sub - Dom,0.006056638592599719,0.004295706098434372,1.4099285318441928,0.15856078687329633,2.656892067718376,-0.00236279064850072,0.014476067833700158,0.022169167859013215,17,1261,Male,Dom,11,MER
Status,Sub - Dom,0.006056638592599719,0.004295706098434372,1.4099285318441928,0.15856078687329633,2.656892067718376,-0.00236279064850072,0.014476067833700158,0.022169167859013215,13,904,Male,Dom,11,MER
Status,Sub - Dom,0.006056638592599719,0.004295706098434372,1.4099285318441928,0.15856078687329633,2.656892067718376,-0.00236279064850072,0.014476067833700158,0.028225806451612934,22,864,Male,Sub,11,MER
Status,Sub - Dom,0.006056638592599719,0.004295706098434372,1.4099285318441928,0.15856078687329633,2.656892067718376,-0.00236279064850072,0.014476067833700158,0.028225806451612934,26,911,Male,Sub,11,MER
Status,Sub - Dom,0.006056638592599719,0.004295706098434372,1.4099285318441928,0.15856078687329633,2.656892067718376,-0.00236279064850072,0.014476067833700158,0.028225806451612934,22,705,Male,Sub,11,MER
